symbol,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
CGA,cryptographic-anomaly,Cryptographic Anomaly,11.9759,0.00329084,3639.1620376560386,3639.1620376560386,902.254902699404,47.98173516156131,58.26363429037237,42.43675247095852,46.072367494582124,268.7796252674161,5337.371363636364,952.4239870665524,827.3478220686176,184114.04330818003,58711.085,652410.4311405884,9100.826042754794,1,False,False,True,False,False,False,False,2014-02-21
GEMZ,gems,GetGems,0.0333961,0.00926503,3.604532311282316,3.604532311282316,2.605589407900383,2.2367149360818215,2.7500320529711995,2.100814267824433,2.2239436920492537,1590.3806301388886,2262.797298245614,100044.44588042887,113257.97715207947,572537.0268499999,128979.44600000001,36016000.51695439,6455704.69766853,4,False,False,True,False,False,True,True,2015-01-12
GRAV,graviton,Graviton,0.0299501,3.6811e-05,813.6182119475158,813.6182119475158,740.1098670277831,10.274237655428653,10.274237655428653,6.349643580223894,6.349643580223894,499.66715755184305,2842.22,105933.14744183763,94898.51452916685,83444.41531115779,2842.22,17690835.622786883,94898.51452916685,1,False,False,False,False,False,False,False,2015-05-03
NBT,nubits,NuBits,1.0635,0.930438,1.1430100662268736,1.1177864150324666,1.0634149268058553,1.0660851879486817,1.5577393506284658,1.0661620295322407,1.0648055012906938,134124.4875404256,371765.9543333333,134460.2123611395,372744.83416557417,63038509.14400002,55764893.15,63196299.809735574,55911725.124836124,12,False,False,True,False,False,True,True,2014-09-23
FSC2,friendshipcoin2,FriendshipCoin 2,0.00318683,2.79669e-05,113.95006239518858,113.95006239518858,20.01211968978618,4.172958598364714,4.540455308699044,7.393816900960827,7.999574066535697,95.37303176080688,350.64588888888886,221276.54569868103,131708.8653251715,33094.44202099999,3155.8129999999996,76782961.35744232,1185379.7879265435,1,False,False,False,False,False,False,True,2015-01-25
BKS,blockshares,BlockShares,7.99178,4.568,1.749514010507881,1.5850227883047803,1.301616152732378,1.4471451923939762,11.25108051076131,1.5863848926183426,1.2828363826630225,120.82913846974782,128.68213224433953,23.984834399407607,25.807295773462428,14378.66747789999,13640.306017899991,2854.1952935295053,2735.5733519870173,2,False,False,False,False,False,False,False,2015-09-09
TES,teslacoin,TeslaCoin,0.00520138,0.000147146,35.34842945102144,35.34842945102144,19.492285726063642,9.528541750228777,9.633021922125867,4.535822982423782,4.547971257616565,850.7618847946577,8601.61,741900.2860052105,1774056.9061241532,595533.3193562604,8601.61,519330200.2036473,1774056.9061241532,3,False,False,False,False,False,False,True,2014-02-06
DEBUNE,debune,DeBuNe,0.348848,0.0911024,3.8291856196982734,3.8291856196982734,2.9850511273691867,1.6048379633875987,1.959382127433681,1.592923458774944,1.6897204603607432,111.60458434179102,189.50917902564098,509.61324274430615,643.2236302987083,37387.53575449999,7390.857981999998,170720.43631934255,25085.72158164962,1,False,False,False,False,False,False,False,2015-02-06
CORE,btcor,CORE,0.619164,0.121798,5.083531749289808,5.083531749289808,3.076316155573663,2.435056416516516,2.709599267606473,2.528594116896946,2.5513232981812695,36.139879172413785,25.113576600000005,147.59108388202796,75.00000529098409,7336.395471999998,251.13576600000005,29960.990028051674,750.0000529098409,1,False,False,False,False,False,False,False,2015-06-18
CORG,corgicoin,CorgiCoin,1.8994e-05,1.25315e-10,151570.0434904042,151570.0434904042,550.2269679000473,58.002509646307985,62.48242496978706,34.37770591926999,38.915001184953745,85.142843777591,7150.724999999999,154102118.80153573,459127595.89778805,58322.84798764983,14301.449999999999,105559951379.05197,918255191.7955761,4,False,False,False,False,False,False,False,2014-02-21
