symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
BTCRY,BitCrystal,0.000162482,2.26542e-06,71.7226827696,50.9617948067,37.7380664821,13.8475170721,19.1017707764,9.82257547995,7.31231324321,142.108165723,234.362954658,8590909.66464,17542732.7911,41211.3680596,17811.584554,2491363802.74,1333247692.12,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-02-24,2015-03-22,72534,841146,0.0001598778,0.0001786713,57464.86,0.04732637,23.19315,bitcrystal,1,141,7,142,88,86,2,0.01698015,0.001122239,0.001123727,9.027509e-05,1.378702e-05,9.028294e-05,1.378702e-05,3933.233,4.0,1.311132e-05,1.200439e-05,4.372235e-05,4.31618e-05,0.0
ICASH,iCash,0.00041746,2.40546e-06,173.546847588,32.2851574584,24.258236969,4.13209289037,13.1060789834,5.11197603256,2.81805662298,83.703968121,101.329841512,1024990.8467,1246620.05139,23939.3348826,21279.2667176,293147382.157,261790210.791,1,False,False,False,False,False,False,False,2015-03-27,2015-03-27,2015-03-19,2015-03-27,72660,843497,0.0001597691,0.0001785494,57547.59,0.0473395,23.21764,cryptodev35,1,70,1,8,49,49,0,0.05952381,0.001122056,0.001122976,9.042952e-05,1.376273e-05,9.043543e-05,1.376273e-05,0.0,4.0,3.074846e-05,2.826529e-05,9.66798e-05,9.602878e-05,0.0
HZ,Horizon,0.00118654,2.52336e-05,47.0222243358,14.1682338963,7.25495111557,5.16069953004,5.86541998344,4.13264659627,4.4138607205,1161.17665443,1206.76322517,4044307.60748,2087524.00544,629357.746699,86886.952212,2192014723.25,150301728.391,2,False,False,True,False,False,False,True,2014-07-14,2014-07-14,2014-10-14,2014-07-14,60131,657204,0.0001817621,0.0002044682,47885.07,0.04970576,21.85907,Pizpie,1,48,0,54,6,0,6,0.1333333,0.001456402,0.001459186,1.663036e-05,2.183134e-05,1.663036e-05,2.18315e-05,0.0,inf,1.004449e-06,9.20757e-07,3.904649e-06,3.846287e-06,0.0
XST,Stealthcoin,0.0571426,0.00168359,33.9409238591,33.9409238591,17.8368845244,7.32181515683,9.96149643091,3.3363483532,3.9964602964,8153.19844851,40485.0895789,476035.570957,2117666.51485,4451646.35289,3076866.808,259915421.743,160942655.129,3,False,False,True,False,False,False,True,2014-07-10,2014-07-10,2014-05-25,2014-07-10,59760,652237,0.0001826351,0.0002055196,47573.53,0.0498306,21.82855,stealthdev,1,7,1,46,70,69,1,0.01904762,0.001461952,0.001463463,0.0001163847,1.673388e-05,0.0001163949,1.673388e-05,505.825,4.0,8.618474e-06,7.703726e-06,2.641774e-05,2.534039e-05,1.0
SMBR,Sembro Token,387.483,0.00162426,238559.713346,238559.713346,47862.9934274,74.4530455092,124.872288966,16599.2603205,20802.6458645,835.058794703,37718.2666667,35772.8166557,98.1882195164,370766.104848,113154.8,15883130.5951,294.564658549,1,False,False,False,False,False,False,True,2014-10-20,2014-10-20,2014-10-11,2014-10-20,67096,757576,0.0001682802,0.0001883993,53361.87,0.04779559,22.58185,Sembro Development,1,29,2,46,58,58,0,0.002419843,0.001267124,0.001268233,0.0001020569,1.490402e-05,0.0001020627,1.490402e-05,0.0,4.0,9.222625e-06,8.306288e-06,3.094385e-05,2.995019e-05,0.0
CLOAK,CloakCoin,1.86369,0.00478986,389.090704112,389.090704112,56.946557888,16.3047603906,24.4130722224,7.23110225908,8.91043152914,29663.4993587,204324.837037,115094.139704,615399.517478,17175166.1287,11033541.2,66639506.8885,33231573.9438,2,False,False,False,False,False,False,True,2014-06-06,2014-06-06,2014-06-03,2014-06-06,56608,607434,0.0001895586,0.0002139783,44973.49,0.05120286,21.46107,TheDagger,1,43,2,6,239,239,0,0.008227559,0.001555345,0.001557941,0.0001280221,1.766535e-05,0.0001280334,1.766535e-05,0.0,3.0,5.830161e-05,5.641785e-05,0.0001930725,0.0002004907,0.0
MWC,MultiWalletCoin,0.00174267,0.000116258,14.9896781297,14.9896781297,6.70298941473,2.70099967699,3.4353066844,1.71086357277,3.04916353545,599.816465232,4342.04225806,588868.885511,3782004.25845,307106.030199,269206.62,301500869.381,234484264.024,1,False,False,False,False,False,False,True,2014-08-09,2014-08-09,2014-08-23,2014-08-09,62302,690906,0.0001779979,0.0001998309,49524.59,0.04895216,22.17926,sovie,1,175,1,91,89,33,56,0.01907001,0.001396358,0.001398472,0.000111851,2.110346e-05,0.0001118606,2.110356e-05,172534.7,4.0,9.510983e-06,8.589958e-06,3.384557e-05,3.285025e-05,0.0
DEM,Deutsche eMark,0.508432,0.00127598,398.463925767,398.463925767,312.201112653,23.6224797775,26.8751233367,36.5770803343,36.5770803343,797.215069602,0.0,57352.4082759,0.0,600302.94741,0.0,43186363.4317,0.0,3,False,False,False,False,False,False,False,2013-12-14,2013-12-14,2013-10-15,2013-12-14,21274,259379,0.000573108,0.0006676701,15259.88,0.08218002,24.3846,Bzzzum,1,28,1,60,60,57,3,0.06158192,0.005076295,0.005096131,0.0005564414,6.799594e-05,0.000556679,6.799723e-05,36197.63,4.0,5.891708e-05,4.882058e-05,0.0001777701,0.0001595074,0.0
FLO,FlorinCoin,0.0431234,8.58944e-05,502.051356084,502.051356084,64.7864259702,16.0239292857,19.5789372463,24.6833052208,24.6833052208,660.691627683,0.0,378171.783833,0.0,509393.244943,0.0,291570445.335,0.0,2,False,False,True,False,False,False,True,2013-11-27,2013-11-27,2013-06-17,2013-11-27,18653,236751,0.0006804472,0.0007986186,13099.4,0.08847008,25.38476,skyangel,1,242,5,216,425,346,79,0.06902224,0.008026018,0.008090584,0.0006571338,7.931749e-05,0.000657532,7.931944e-05,86782.6,3.0,0.0002200001,0.0002090104,0.0005700162,0.0005734293,0.0
LKY,Luckycoin,0.106498,3.95584e-05,2692.17157418,2692.17157418,432.635551529,26.8356657892,32.6251614922,13.714976476,13.714976476,333.595305105,0.0,42960.9172194,0.0,312245.205578,0.0,40211418.5173,0.0,1,False,False,False,False,False,False,False,2013-06-14,2013-06-14,2013-05-24,2013-06-14,13296,162992,0.0009219859,0.001092938,9108.714,0.1013948,24.51745,LuckyC,1,6,2,21,275,275,0,0.05836762,0.01238386,0.01251917,0.0008614964,7.521059e-05,0.000862051,7.521059e-05,0.0,3.0,0.0003704324,0.0003186201,0.001026018,0.0009593467,0.0
XSI,StabilityShares,0.0293505,0.00011248,260.939722617,260.939722617,2.46458531015,4.99049486072,5.27834095715,4.30385616213,4.35305933949,1439.16854068,2667.92507461,211034.714644,138855.205253,898041.169385,90709.4525368,131685661.938,4721076.97859,2,False,False,False,False,False,False,False,2014-04-23,2014-04-23,2014-04-16,2014-04-23,50226,539996,0.0002140589,0.0002431403,39302.14,0.05418753,21.50265,cryptonewbie,1,165,6,62,59,27,32,0.0369026,0.001647291,0.00164927,0.0001606575,2.648404e-05,0.0001606792,2.648417e-05,142547.3,4.0,7.750819e-06,6.864578e-06,2.477671e-05,2.36609e-05,0.0
VIOR,Viorcoin,0.0346432,0.000192894,179.597084409,179.597084409,47.519841542,6.35532780548,10.2520579507,5.26000789451,10.9725804249,680.370621799,4673.38845548,103303.241094,325868.804996,277591.213694,196282.31513,42147722.3662,13686489.8098,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2015-05-07,2014-11-23,68650,779914,0.0001654877,0.0001850911,54551.26,0.04728023,22.72146,MikeMike,1,65,0,254,8,0,8,0.1071429,0.001235466,0.001237014,1.456664e-05,1.919141e-05,1.456664e-05,1.91915e-05,0.0,inf,8.985775e-07,8.22988e-07,3.467361e-06,3.415514e-06,1.0
BLOCK,Blocknet,0.192868,0.018499,10.4258608573,6.77964433477,6.19660206652,3.55997562248,164.953104029,2.76166440327,5.88003704855,1186.35772528,1207.81192454,16987.3794483,17232.3646342,511320.179594,509696.632155,7321560.54221,7272057.87563,3,False,False,True,False,False,True,True,2014-11-01,2014-11-01,2014-10-20,2014-11-01,67720,766353,0.0001671071,0.0001870205,53842.67,0.04760247,22.63299,synechist,1,327,2,421,241,224,17,0.01420844,0.001251704,0.001253092,0.000100553,1.943425e-05,0.0001005609,1.943432e-05,1048249.0,3.0,0.0001344493,0.0001185261,0.0003565875,0.0003406573,0.0
PTC,Pesetacoin,0.0654647,8.44231e-05,775.43587004,775.43587004,589.580856659,21.470342335,22.5033300009,48.2397664072,49.0126823333,672.040416537,1638.38318182,495214.561587,77810.201876,459675.644911,18022.215,338726760.126,855912.220636,2,False,False,False,False,False,False,True,2014-02-22,2014-02-22,2014-01-07,2014-02-22,40912,445716,0.0002662912,0.0003064578,31670.7,0.05921228,21.78901,CryptoMP,1,154,10,69,215,205,10,0.02134319,0.002202948,0.002208491,0.0002350065,3.268007e-05,0.0002350505,3.268035e-05,175055.7,4.0,6.00081e-05,5.802099e-05,0.0002176855,0.0002258652,0.0
ROX,ROXcoin,0.0711135,3.3362e-05,2131.57184821,2131.57184821,17.7803752922,20.2353542611,25.8505889524,3.75454272749,4.69922473379,2197.6297843,100566.75,116027.124588,1575549.38201,1202103.49201,603400.5,63466837.1494,9453296.29209,1,False,False,False,False,False,True,False,2014-07-01,2014-07-01,2014-06-28,2014-07-01,58903,640584,0.0001846296,0.0002079112,46892.53,0.0502232,21.75047,Roxcoin,1,23,1,3,107,107,0,0.009345794,0.001481402,0.001482958,0.0001185224,1.697706e-05,0.0001185309,1.697706e-05,0.0,4.0,1.874686e-05,1.629011e-05,5.774061e-05,5.460907e-05,0.0
DOT,Dotcoin,8.67477e-05,2.35447e-05,3.68438332194,1.5986793729,1.54045602259,1.6514100594,5.72255310081,1.68029240866,1.27910387049,182.356519693,183.393000472,3532223.6291,3785045.50421,59448.22542,46581.82212,1151504903.09,961401558.07,2,False,False,False,False,False,False,False,2015-02-15,2015-02-15,2014-03-31,2015-02-15,71492,823307,0.000161082,0.0001800183,56667.4,0.0471215,23.03214,KimDotCoin,1,40,1,321,63,62,1,0.01484895,0.001149294,0.001150227,9.238454e-05,1.398777e-05,9.238929e-05,1.398777e-05,219.1667,4.0,9.951617e-06,8.875463e-06,3.057004e-05,2.947161e-05,0.0
AMP,Synereo,0.0119321,0.00221583,5.38493476485,1.31947301141,1.31195072419,2.31440659089,7.57893150919,1.88638967692,1.25914218549,243.351166912,126.518114844,38472.2830958,26423.9564298,8273.939675,4048.579675,1308057.62526,845566.605754,2,False,False,False,False,False,False,True,2015-12-04,2015-12-04,2015-03-19,2015-12-04,79264,960700,0.00015291,0.0001714103,62428.36,0.04967153,24.24051,Elokane,1,218,5,1632,238,196,42,0.02492643,0.001039712,0.00104079,7.969472e-05,1.687378e-05,7.969907e-05,1.687386e-05,849036.3,3.0,0.0001361842,0.0001298985,0.0002881437,0.0002862494,0.0
AMS,AmsterdamCoin,0.0025161,1.39707e-05,180.098348687,2.31785395153,1.75947357748,3.14374356278,5.90612652403,2.97169799371,1.4118048228,180.356557822,194.874105216,213014.276472,259467.155129,25069.5615372,20072.0328372,29608984.4296,26725116.9782,2,False,False,False,False,False,False,True,2015-08-20,2015-08-20,2015-08-14,2015-08-20,76566,916550,0.0001563451,0.0001748739,60374.38,0.04855632,23.94144,keesdewit,1,91,2,59,79,72,7,0.03180785,0.001070417,0.001071785,8.206548e-05,1.744843e-05,8.207016e-05,1.744852e-05,183507.8,4.0,1.126601e-05,9.928371e-06,3.935918e-05,3.768188e-05,0.0
MNC,Mincoin,0.845931,0.0014337,590.033479807,590.033479807,483.654461876,9.96294257666,26.6377551826,3.23836617015,3.72425548957,2842.20749978,4559.7712628,10880.4484241,5807.54889262,2779678.93478,1336012.98,10641078.5587,1701611.82554,0,False,False,False,False,False,False,False,2013-05-02,2013-05-03,2013-04-03,2013-05-03,10083,115810,0.001139112,0.001369352,6772.877,0.1113719,22.97134,SuperTramp,1,182,3,622,183,151,32,0.05677955,0.01573586,0.01600244,0.001082606,0.0001552645,0.001083562,0.0001552733,120410.3,3.0,0.0005454799,0.0005017979,0.001328134,0.001311612,0.0
PTS,BitShares PTS,25.5178,3.94205e-05,647323.093314,647323.093314,494080.972757,8.68454774287,9.05762445823,305.149861977,305.149861977,49667.447023,0.0,593938.921217,0.0,38591606.3369,0.0,461490541.785,0.0,3,False,False,True,False,False,True,False,2013-11-21,2013-11-21,2013-11-05,2013-11-21,18139,232161,0.0007056065,0.0008289565,12691.71,0.08954233,25.59799,FreeTrade,1,561,32,782,432,387,45,0.05078425,0.008371789,0.008448502,0.0006736383,8.19166e-05,0.000674047,8.191831e-05,387556.2,2.0,0.0008198561,0.0009054248,0.00137653,0.001576455,1.0
MNE,Munne,0.0244595,0.000102308,239.07710052,239.07710052,78.6630861259,6.80121736374,7.23803516638,1.62658896603,2.23211611503,1021.27565468,86175.6,67916.1761763,4244656.51029,446297.461097,344702.4,29679368.989,16978626.0411,0,False,False,False,False,False,False,False,2014-10-25,2014-10-25,2014-09-26,2014-10-25,67382,761454,0.0001677088,0.0001877284,53578.62,0.04771958,22.60111,Mchrono,1,98,2,30,134,134,0,0.008079901,0.001256246,0.001257652,0.0001016451,1.484076e-05,0.0001016505,1.484076e-05,0.0,4.0,3.246776e-05,2.965823e-05,9.838815e-05,9.594011e-05,0.0
TRI,Triangles,1.26941,0.0191058,66.4410807189,40.8232112248,5.6441802353,6.35679660926,7.86125299726,8.59629673763,6.53959168931,270.802261853,409.105892009,1833.84139097,3187.99013636,144879.210092,88366.872674,981105.144169,688605.869453,3,False,False,False,False,False,False,True,2014-07-21,2014-07-21,2014-07-16,2014-07-21,60694,666049,0.0001808068,0.0002033012,48356.67,0.04942543,21.94777,3angle,1,12,1,5,78,77,1,0.01764902,0.001442661,0.001444124,0.0001132329,2.161785e-05,0.0001132401,2.161793e-05,49512.28,4.0,1.376794e-05,1.224921e-05,4.342858e-05,4.16617e-05,0.0
TRK,Truckcoin,0.0175239,4.58573e-05,382.139811982,382.139811982,30.3805566102,20.9628365501,25.337613302,36.5096097151,38.8837660517,82.1502777556,89.9178528817,171153.372186,124956.850128,44361.149988,8362.360318,92422820.9803,11620987.0619,2,False,False,False,False,False,False,True,2014-07-16,2014-07-16,2014-07-29,2014-07-16,60287,659909,0.0001815669,0.0002042143,48010.42,0.0496156,21.89225,noise23,1,89,0,136,14,0,14,0.05494505,0.001442453,0.001444273,1.658732e-05,2.177341e-05,1.658732e-05,2.177348e-05,0.0,inf,1.002646e-06,9.19149e-07,3.896602e-06,3.838437e-06,0.0
DETH,DarkEther,0.000793221,2.37965e-06,333.335154329,333.335154329,184.307552181,16.9363309377,16.9363309377,9.94845773351,9.94845773351,48.9953132315,1314.88,614491.80345,1657646.48188,7300.3016715,1314.88,91559278.714,1657646.48188,1,False,False,False,False,False,False,False,2015-08-10,2015-08-10,2015-08-09,2015-08-10,76283,910882,0.0001565332,0.0001750419,60184.47,0.04837161,23.88165,DarkEther,1,5,1,1,23,22,1,0.07509881,0.001072605,0.00107355,8.238962e-05,1.310925e-05,8.239425e-05,1.310925e-05,38.25,4.0,2.366371e-06,2.046622e-06,7.529735e-06,6.988567e-06,0.0
CAPT,CAPTcoin,0.0264311,0.000239593,110.316662006,98.1882550485,23.0706317756,10.1104390108,47.0049581281,4.65241259093,17.1485803368,75.1114259935,103.183413292,13221.1426696,17741.7702317,37255.2672928,36939.6619587,6557686.76413,6351553.74295,3,False,False,False,False,False,False,False,2014-08-20,2014-08-20,2014-07-09,2014-08-20,63146,704078,0.0001765749,0.0001980827,50189.5,0.0487741,22.3,EcuaMobi,1,499,8,266,424,348,76,0.02523894,0.001374133,0.001375842,0.0001104984,2.082315e-05,0.0001105051,2.082325e-05,1524474.0,3.0,0.0001079486,9.701316e-05,0.0003121155,0.0003016994,0.0
AM,AeroMe,0.038034,0.000301573,126.118717524,126.118717524,83.36840444,5.99428117694,6.59507779552,3.27691787243,3.42606903569,2238.87469238,14265.08875,192896.053363,1015972.09315,1226903.33143,399422.485,105707037.243,28447218.6081,1,False,False,False,False,False,False,True,2014-07-07,2014-07-07,2015-02-14,2014-07-07,59490,648511,0.0001832439,0.0002062698,47364.28,0.04993967,21.80235,aeros,1,29,1,15,134,134,0,0.005162159,0.001461875,0.001463374,0.0001172571,1.680955e-05,0.0001172653,1.680955e-05,0.0,4.0,2.154252e-05,1.909775e-05,7.326596e-05,7.015479e-05,0.0
TRC,Terracoin,1.49268,0.00137151,1088.34787934,1088.34787934,533.566871012,14.1760313074,24.5314784782,26.2161972366,26.2161972366,2818.70433316,0.0,49505.3921469,0.0,2773605.06383,0.0,48713305.8726,0.0,1,False,False,False,False,False,False,False,2013-04-28,2013-04-28,2012-10-31,2013-04-28,9695,112052,0.001192131,0.001435116,6511.159,0.1129532,23.11542,celkaris,1,107,8,179,85,56,29,0.1601266,0.01498765,0.01529127,0.00112893,0.000161481,0.001130578,0.0001614922,32149.07,3.0,0.0002148791,0.0002173924,0.0004775698,0.0005242823,0.0
USDT,Tether,1.21016,0.572521,2.11373905935,2.11373905935,1.21016,1.21101431162,1.21101431162,1.21016002042,1.21016002042,50602.4963147,5.9773,50602.4971685,4.93926422952,15990388.8354,5.9773,15990389.1053,4.93926422952,10,False,False,True,False,False,False,False,2015-02-25,2015-02-25,2015-06-15,2015-02-25,71784,828394,0.0001607613,0.0001796888,56896.77,0.04722283,23.08018,Hollingsworth,1,1,0,148,1,0,1,0.0,0.001135416,0.001136904,1.393068e-05,1.844076e-05,1.393068e-05,1.844082e-05,0.0,inf,8.695175e-07,7.960676e-07,3.34457e-06,3.294005e-06,0.0
KOBO,Kobocoin,0.00319376,9.6684e-05,33.0329733979,13.0919167531,2.83821660579,3.01562482426,12.7113724739,5.82654978816,1.8222552962,80.2369300309,95.3001611933,146380.588295,175088.798621,25996.76533,25731.0435222,47427310.6077,47273975.6277,1,False,False,False,False,False,False,False,2015-02-15,2015-02-15,2015-01-11,2015-02-15,71492,823307,0.000161082,0.0001800183,56667.4,0.0471215,23.03214,TheTribesman,1,328,7,428,222,175,47,0.04723952,0.001149763,0.001150961,9.237199e-05,1.851046e-05,9.23786e-05,1.851055e-05,516982.3,3.0,7.109261e-05,6.557723e-05,0.0001492347,0.0001437449,0.0
VCN,Vcoin,0.000561227,2.29222e-05,24.483993683,1.78698290794,1.78698290794,3.22312188275,15.6167565024,4.85475734579,1.54437333775,4.66377088057,4.7015157125,40342.8130534,43141.8656455,984.0556558,902.6910168,8512333.55427,8283238.20394,1,False,False,False,False,False,False,False,2015-06-10,2015-06-10,2015-05-13,2015-06-10,74696,880507,0.0001578113,0.0001764005,59092.71,0.04775,23.57575,chrisvl,1,122,4,310,70,46,24,0.02981366,0.001085722,0.001086589,8.507526e-05,1.779974e-05,8.508062e-05,1.779981e-05,203370.7,3.0,4.92305e-06,4.327296e-06,1.453084e-05,1.375072e-05,0.0
SAK,Sharkcoin,0.719913,0.0297995,24.1585597074,8.81304537308,7.7835079969,3.12287027557,3.94214459234,2.55579759816,2.62348409593,1159094.3549,465140.884307,4114956.34653,1118459.953,352364683.891,37676411.6289,1250946729.34,90595256.1927,4,False,False,False,False,False,False,False,2015-03-08,2015-03-08,2014-05-20,2015-03-08,72129,834473,0.0001603956,0.000179281,57170.31,0.04730899,23.13835,SAKTeam,1,1,1,292,29,29,0,0.004926108,0.001133455,0.001134451,9.078877e-05,1.386405e-05,9.079269e-05,1.386405e-05,0.0,4.0,6.814133e-06,6.078648e-06,2.272955e-05,2.181858e-05,0.0
NIRO,Nexus,0.00444144,0.000759024,5.85151457661,5.85151457661,2.3591802913,2.86652723185,2.86652723185,2.39801187275,2.39801187275,535.140012118,6046.47,288931.540816,1361376.0402,185158.444193,6046.47,99970313.1224,1361376.0402,1,False,False,False,False,False,False,True,2015-01-25,2015-01-25,2014-06-19,2015-01-25,70897,812530,0.000161653,0.0001806533,56234.09,0.04708124,22.92142,KryptoKash,1,84,2,220,131,128,3,0.01879037,0.001154787,0.001155861,9.349221e-05,1.8646e-05,9.349718e-05,1.864605e-05,2889.592,3.0,1.862989e-05,1.669657e-05,4.529102e-05,4.211874e-05,0.0
USDE,USDe,0.00140835,2.50207e-05,56.2873940377,56.2873940377,40.7639606471,7.66156788063,7.66156788063,4.45468932774,4.45468932774,1211.25519513,16912.5,3831267.50516,12008733.6245,846667.381393,16912.5,2678055986.11,12008733.6245,0,False,False,False,False,False,False,False,2014-02-06,2014-02-06,2014-01-11,2014-02-06,36885,415689,0.0003055406,0.0003535325,28229.46,0.06156361,22.53973,USD-e,1,87,7,26,436,428,8,0.02223668,0.002718766,0.002727076,0.0002851522,3.660093e-05,0.0002852233,3.66013e-05,183883.6,3.0,0.0001746174,0.0001563322,0.0005518123,0.000531081,0.0
TIT,Titcoin,0.0238295,0.000250834,95.0010764091,95.0010764091,43.5960248665,19.6992056739,21.9855252399,14.7087561664,14.8644049324,607.265133066,578.808642857,374834.334361,148324.556325,303025.3014,12154.9815,187042332.846,3114815.68283,2,False,False,False,False,False,False,True,2014-08-25,2014-08-25,2014-06-21,2014-08-25,63600,709757,0.000175467,0.0001967924,50597.45,0.04867828,22.3194,RobertTitCoin,1,28,2,204,43,39,4,0.03654485,0.001364128,0.001365548,0.0001086675,2.066132e-05,0.0001086776,2.066143e-05,72527.87,4.0,9.520503e-06,8.465794e-06,3.138467e-05,3.00252e-05,0.0
VOOT,VootCoin,0.0146194,5.46235e-05,267.639385979,267.639385979,17.8777002611,14.1207911476,17.145531173,3.82723616,4.23476156327,5788.89845099,53499.546087,1515485.00473,8923204.42082,3322827.71087,1230489.56,869888392.716,205233701.679,1,False,False,False,False,True,False,False,2014-06-12,2014-06-12,2014-06-04,2014-06-12,57185,615565,0.000188239,0.0002123348,45459.94,0.05090775,21.5289,MsCollec,1,1159,5,391,785,387,398,0.02159376,0.001551539,0.001553841,0.0001253462,2.295664e-05,0.0001253549,2.295674e-05,5209966.0,3.0,9.868523e-05,8.751981e-05,0.0003063238,0.0002928403,0.0
ENRG,Energycoin,0.00120127,4.03231e-05,29.7911122905,29.7911122905,2.47000573669,5.37173468635,5.73427388592,4.37514426695,5.10120545877,345.241774939,1774.4775679,1257404.72361,2773955.18305,207835.548513,74528.057852,756957643.615,116506117.688,1,False,False,False,False,False,False,True,2014-05-15,2014-05-15,2014-04-29,2014-05-15,53933,575937,0.0001980003,0.0002240399,42694.9,0.05251577,21.3575,energycr,1,123,1,16,507,507,0,0.004669801,0.001600149,0.001601836,0.0001368345,1.854152e-05,0.000136844,1.854152e-05,0.0,3.0,0.0001518613,0.0001339682,0.0004693979,0.0004434413,0.0
NOXT,NobleNXT,0.157969,0.0186012,8.49240909189,8.49240909189,2.22471182216,2.45759031271,2.48823425191,1.49297541072,1.49419658755,151.262668172,2156.387,1429.59342746,13653.284799,59294.9659236,2156.387,560400.623563,13653.284799,1,False,False,True,False,False,False,False,2014-12-06,2014-12-06,2014-10-31,2014-12-06,69087,786833,0.0001648504,0.0001843292,54871.99,0.04712373,22.77803,Rofo,1,403,9,349,1175,1067,108,0.009060878,0.00121999,0.001221549,9.737273e-05,1.908708e-05,9.737993e-05,1.908717e-05,7241309.0,3.0,0.0002975035,0.0002772095,0.0008837059,0.0008833517,0.0
XCO,X-Coin,0.00164682,5.93659e-05,27.7401673351,27.7401673351,4.11395424943,5.3775434371,5.3775434371,3.84488125977,3.84488125977,135.371985841,2596.58,316057.13524,1576723.62493,41559.1996531,2596.58,97029540.5188,1576723.62493,2,False,False,False,False,False,False,True,2015-03-05,2015-03-06,2015-02-26,2015-03-06,72075,833398,0.0001604291,0.0001793207,57130.39,0.04730347,23.12586,el3ab,1,27,1,8,76,76,0,0.02385965,0.001133642,0.001134593,9.093194e-05,1.387444e-05,9.09382e-05,1.387444e-05,0.0,4.0,1.742597e-05,1.545781e-05,5.456998e-05,5.22663e-05,0.0
LTCD,LitecoinDark,0.0131018,8.98483e-05,145.821345535,145.821345535,135.730705837,14.427102784,14.854376981,3.91080634626,4.13374664718,3424.23584658,135659.3,1022113.24245,16527447.574,1653905.9139,406977.9,493680696.102,49582342.7221,2,False,False,False,False,False,False,False,2014-09-11,2014-09-11,2014-08-28,2014-09-11,64885,726932,0.0001726653,0.0001934818,51630.6,0.04835386,22.40678,Litecoindark,1,39,1,14,186,186,0,0.002557396,0.001320921,0.001322101,0.0001061759,1.541188e-05,0.0001061839,1.541188e-05,0.0,4.0,3.630334e-05,3.265335e-05,0.0001237411,0.0001203813,0.0
CHIPS,SmartChips,0.136465,3.2077e-05,4254.29435421,105.882854993,78.1268785316,12.1276861645,31.0848285431,26.0466474387,22.5863058422,719.580193249,618.603961112,137344.019327,117249.380092,177016.727539,144134.722939,33786628.7544,27319105.5615,1,False,False,False,False,False,False,False,2015-05-06,2015-05-06,2015-10-07,2015-05-06,73828,863739,0.0001584675,0.0001770838,58446.62,0.0474691,23.39868,Cyrus,1,384,290,836,79,32,47,0.0845614,0.001104968,0.001106413,8.727421e-05,1.797833e-05,8.727979e-05,1.797842e-05,251358.0,3.0,2.842038e-05,2.459018e-05,4.399801e-05,4.029725e-05,0.0
IVZ,InvisibleCoin,0.00720617,0.000283998,25.3740167184,25.3740167184,4.11343943009,2.53659181965,2.97587645395,1.69793781526,1.4430924587,202.198598899,1029.90616667,47642.5961727,284677.298616,15569.2921152,6179.437,3668479.9053,1708063.79169,1,False,False,False,False,False,False,False,2015-10-12,2015-10-12,2015-10-09,2015-10-12,77939,939280,0.000154627,0.0001731299,61391.57,0.04915341,24.10295,scat,1,5,1,164,34,32,2,0.03208556,0.001055644,0.001056675,8.070127e-05,1.283088e-05,8.070709e-05,1.283088e-05,24.17619,4.0,3.362989e-06,2.992749e-06,1.035973e-05,1.009481e-05,0.0
PLANET,PlanetCoin,0.000459268,2.02975e-05,22.6268259638,22.6268259638,3.27690452577,2.93633367028,7.33242825099,2.04539858442,2.2649212107,1.66625273902,18.3895178333,7420.83270267,77238.1260186,478.2145361,441.348428,2129778.98567,1853715.02445,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-03-04,2015-03-22,72534,841146,0.0001598778,0.0001786713,57464.86,0.04732637,23.19315,planetcoin,1,65,2,22,62,62,0,0.02696986,0.001122202,0.001123688,9.021022e-05,1.378664e-05,9.021954e-05,1.378664e-05,0.0,4.0,9.055617e-06,9.106692e-06,2.614182e-05,2.813562e-05,0.0
