symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
RED,RedCoin,0.0157168,9.87665e-05,159.130879397,159.130879397,32.6048307295,9.45151602596,9.68759191753,4.68782180062,4.72192893915,1152.54719458,3514.952,343768.188499,233641.781997,821766.149737,10544.856,245106718.4,700925.345992,3,False,False,False,False,False,True,False,2014-01-24,2014-01-24,2013-06-30,2014-01-24,32207,383287,0.0003695077,0.0004287031,24140.48,0.0649919,23.80147,Redcoin,1,301,55,208,355,292,63,0.07439214,0.003370887,0.003385899,0.000318802,4.297101e-05,0.0003189108,4.297151e-05,781339.6,3.0,0.0002152058,0.0002657411,0.0005311559,0.0006817671,0.0
CLAM,Clams,3.63169,0.0503286,72.1595673235,10.0811389995,2.72301866987,2.97471456656,9.84901390862,3.14637282825,3.68614034635,11558.7320497,7365.94904209,10014.0927365,4988.27237417,5767807.29282,2592814.06282,4997032.27553,1755871.87571,7,False,False,True,False,False,False,True,2014-08-25,2014-08-25,2014-05-24,2014-08-25,63600,709757,0.000175467,0.0001967924,50597.45,0.04867828,22.3194,SuperClam,1,196,1,93,195,194,1,0.005501843,0.001364367,0.001365544,0.0001086715,2.06613e-05,0.000108678,2.066138e-05,224706.1,3.0,4.933921e-05,4.411719e-05,0.0001267456,0.0001244982,0.0
FCT,Factom,0.646969,0.0786059,8.23053994675,1.08931277402,1.05140939488,3.27931424548,19.6814168399,1.4522618935,1.0450378398,63030.3647161,57638.64354,141485.290347,133864.202837,5861823.9186,5187477.9186,13158132.0023,12047778.2553,2,False,False,True,False,False,False,False,2015-10-05,2015-10-05,2015-09-08,2015-10-05,77795,936755,0.0001547828,0.0001732886,61290.27,0.04908652,24.08265,richwang01,1,22,2,245,24,18,6,0.03985507,0.001060198,0.001061075,8.066876e-05,1.719285e-05,8.067325e-05,1.71929e-05,19811.5,4.0,4.118115e-06,3.912924e-06,9.561261e-06,9.172707e-06,0.0
BST,BitStone,0.562191,0.0439598,12.7887524511,12.7887524511,6.52652560849,3.43666536581,3.60490759423,2.07405566149,2.08768206819,1310.240027,7208.57,4833.78557448,18950.7705837,49789.121026,14417.14,183683.85183,37901.5411673,2,False,False,False,False,False,False,True,2015-11-30,2015-11-30,2015-06-12,2015-11-30,79160,959217,0.0001530754,0.0001715827,62349.38,0.04965548,24.23489,BitStoneDev,1,94,3,171,119,118,1,0.02948298,0.001036249,0.001037526,7.96548e-05,1.68968e-05,7.965924e-05,1.689687e-05,82234.37,4.0,1.613591e-05,1.644374e-05,5.054748e-05,5.328098e-05,0.0
XFC,Forevercoin,21.3515,6.8943,3.09697866353,2.32581572119,1.7597873568,1.9044928928,9.69084561443,2.06351440076,1.50430875922,4345.07277229,4048.40892501,419.92929012,427.116626021,855979.336142,639648.610152,82726.0701536,67484.4269113,2,False,False,False,False,False,False,False,2015-06-24,2015-06-24,2014-06-22,2015-06-24,75041,887584,0.0001576203,0.0001761763,59338.33,0.04782804,23.65597,finerpay,1,78,1,367,237,237,0,0.01351641,0.001083499,0.001084274,8.440909e-05,1.332605e-05,8.441359e-05,1.332605e-05,0.0,4.0,2.226585e-05,1.960677e-05,6.948239e-05,6.629739e-05,0.0
DROP,Faucetcoin,0.478382,0.00645336,74.12913583,74.12913583,74.12913583,8.43253144788,9.0474911004,14.7176908769,14.8261335935,733.161756889,2086.723,22556.1331753,4729.07977384,47655.5141978,4173.446,1466148.65639,9458.15954768,1,False,False,False,False,False,False,False,2015-11-02,2015-11-02,2015-11-14,2015-11-02,78372,947596,0.0001542771,0.0001728473,61713.42,0.04937812,24.182,Lahvacekmoney,1,6,1,66,3,2,1,0.3333333,0.001044233,0.001045457,1.275998e-05,1.707308e-05,1.275998e-05,1.707317e-05,0.0,inf,8.186997e-07,7.492188e-07,3.127537e-06,3.077811e-06,0.0
BITEUR,bitEUR,1.38656,0.850765,1.62978025659,1.49450511548,1.29381905046,1.24124090137,3.70626978017,1.21604206784,1.2188649646,22.8938610175,33.9794756505,20.0783940779,29.7208061752,4853.49853572,3499.885992,4256.61954452,3061.24303605,1,False,False,False,False,False,False,False,2015-06-08,2015-06-08,2015-05-03,2015-06-08,74647,879612,0.0001578579,0.0001764509,59059.94,0.0477384,23.56724,d5000,1,167,5,810,137,28,109,0.08258706,0.001085942,0.001087212,8.519973e-05,1.780834e-05,8.520464e-05,1.780841e-05,6662.13,3.0,2.627757e-05,2.595536e-05,5.353647e-05,5.58469e-05,0.0
FCN,Fantomcoin,0.498242,0.00119262,417.770958059,417.770958059,144.705704677,37.5902841016,46.0115107348,21.1460073769,23.9047206377,41.4423374481,839.3349195,1758.864113,3589.98913857,23953.671045,8393.349195,1016623.45732,35899.8913857,1,False,False,False,False,False,False,False,2014-06-08,2014-06-08,2014-05-07,2014-06-08,56794,610380,0.0001892323,0.0002135516,45132.37,0.05107831,21.49452,amphibian,1,118,6,43,225,222,3,0.01897822,0.001560197,0.001562712,0.000126453,2.31226e-05,0.000126468,2.31228e-05,362977.9,3.0,7.88394e-05,8.730669e-05,0.0002305846,0.0002675455,0.0
BSC,BowsCoin,0.000414578,1.9547e-05,21.2092904282,21.2092904282,3.70274639396,2.64627899711,2.66254861449,5.72333832229,5.78161509315,31.2442765401,55.84547,431333.94747,371902.076192,5530.2369476,111.69094,76346108.7022,743804.152384,2,False,False,False,False,False,False,False,2015-07-13,2015-07-13,2015-04-27,2015-07-13,75540,896787,0.0001571576,0.0001756697,59682.75,0.0479975,23.74337,Bowscoin_dev,1,58,1,77,48,48,0,0.01595745,0.00108199,0.00108289,8.355272e-05,1.323802e-05,8.355829e-05,1.323802e-05,0.0,4.0,6.360588e-06,5.656127e-06,2.100259e-05,2.00874e-05,0.0
LTS,LiteStarCoin,4.41012e-05,3.8285e-06,11.5191850594,1.27972374969,1.2729823346,2.9598654448,12.7721279785,3.50990544124,1.11924194919,31.5575061605,36.3975853746,2511583.87038,2901670.21151,2335.25545588,2329.44546398,185857206.408,185706893.536,1,False,False,False,False,False,False,False,2015-10-23,2015-10-23,2015-02-17,2015-10-23,78174,943478,0.0001543857,0.0001729155,61564.74,0.04924686,24.1379,litestar,1,12,1,248,59,59,0,0.07013442,0.001052488,0.001053286,8.059158e-05,1.279198e-05,8.059562e-05,1.279198e-05,0.0,4.0,9.918777e-06,9.005257e-06,3.106895e-05,3.005778e-05,0.0
FC2,FuelCoin,0.0734186,5.7077e-06,12863.0796994,17.8601471751,14.8335087716,5.41392533157,6.56328227014,59.1549930179,3.86167863783,2924.99974954,4585.97419915,2356737.11786,7293490.64508,1678949.85624,820889.381648,1352767105.65,1305534825.47,2,False,False,False,False,False,False,True,2014-06-12,2014-06-12,2014-04-30,2014-06-12,57185,615565,0.000188239,0.0002123348,45459.94,0.05090775,21.5289,FuelCoinTeam,1,26,1,43,48,48,0,0.01152482,0.001550125,0.001551837,0.0001253867,1.74871e-05,0.0001253969,1.74871e-05,0.0,4.0,1.935081e-05,1.691596e-05,5.368419e-05,5.085934e-05,0.0
AUM,Alexium,0.00650942,3.73793e-06,1741.45048195,1741.45048195,116.386997109,16.1018646403,16.1018646403,33.9788557849,33.9788557849,62.4958327201,519.007,326225.207032,79731.6811636,8686.9207481,519.007,45345303.7774,79731.6811636,1,False,False,False,False,False,False,False,2015-08-20,2015-08-20,2015-01-23,2015-08-20,76566,916550,0.0001563451,0.0001748739,60374.38,0.04855632,23.94144,mprep,1,575,375,1284,131,41,90,0.04269529,0.00107079,0.001071816,8.206756e-05,1.744851e-05,8.207246e-05,1.744856e-05,168783.6,3.0,3.213845e-05,2.668985e-05,6.193016e-05,5.712809e-05,0.0
LTC,Litecoin,50.266,1.19551,42.045654156,42.045654156,14.5482224981,7.99312746042,8.99093360766,9.51489644295,9.51489644295,3444586.52134,0.0,652028.887108,0.0,3389473137.0,0.0,641596424.914,0.0,64,True,True,True,False,True,True,True,2013-04-28,2013-04-28,2011-10-09,2013-04-28,9695,112052,0.001192131,0.001435116,6511.159,0.1129532,23.11542,coblee,1,753,25,671,368,271,97,0.1011586,0.01507257,0.01533252,0.001129444,0.0001614853,0.001130704,0.000161495,398799.4,2.0,0.001840525,0.002453556,0.002307666,0.003093783,1.0
LTB,LiteBar,1.16012,0.00778362,149.046330628,149.046330628,15.7233198795,14.5471574219,14.6796418399,17.2747481888,17.342094788,92.4628409227,287.087,1376.81644464,465.824205504,61395.3263727,574.174,914206.119243,931.648411009,0,False,False,False,False,False,False,False,2014-03-12,2014-03-12,2014-02-12,2014-03-12,44446,479000,0.0002424768,0.0002774523,34558.54,0.05723565,21.55425,Scooby903,1,707,37,319,538,367,171,0.04867226,0.001877637,0.001881164,0.0002012585,3.001613e-05,0.000201291,3.001631e-05,2691534.0,3.0,0.0001685473,0.0001576413,0.0004542766,0.0004491834,0.0
UNITY,SuperNET,7.90781,0.510738,15.4831048404,15.4831048404,10.149916378,3.09775128933,4.62639504759,2.47936138986,3.35891751431,3955.29174173,11266.5721782,1240.11548457,2753.52036294,1831300.07642,1137923.79,574173.469357,278105.556657,5,False,False,True,False,False,True,False,2014-09-30,2014-10-01,2014-08-30,2014-10-01,66126,743997,0.0001701479,0.0001905421,52640.9,0.04799581,22.5024,jl777,1,565,7,282,366,329,37,0.02250338,0.00127749,0.001279193,0.0001032542,1.986946e-05,0.0001032597,1.986957e-05,1397770.0,3.0,0.0001118,9.807394e-05,0.0003309831,0.0003127738,0.0
AUR,Auroracoin,96.808,0.0126932,7626.7607853,7626.7607853,923.414443374,96.7072605968,112.688617865,92.7178220242,100.815901435,32441.6856137,1436046.54333,31071.0110001,24155.1863483,22027904.5317,8616279.26,21097216.4691,144931.11809,3,False,False,False,False,False,True,True,2014-02-27,2014-02-27,2014-02-02,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,balduro,1,31,1,25,158,158,0,0.01072321,0.002114548,0.002117572,0.0002276856,2.392344e-05,0.0002277162,2.392344e-05,0.0,3.0,0.0001180063,9.812358e-05,0.0002843403,0.0002652997,0.0
XTC,TileCoin,0.0216725,0.0014025,15.4527629234,15.4527629234,13.5189505464,5.23333870063,7.36833255613,4.51904883514,4.54622981401,3694.87953794,8083.05751552,770439.085104,1677989.52306,1618357.23762,937634.6718,337452319.276,194646784.675,3,False,False,False,False,False,True,True,2014-10-25,2014-10-25,2014-08-29,2014-10-25,67382,761454,0.0001677088,0.0001877284,53578.62,0.04771958,22.60111,ASIC-8Tile,1,102,1,367,158,153,5,0.005724422,0.001256291,0.001257676,0.0001015406,1.952453e-05,0.0001015474,1.952464e-05,442524.9,4.0,5.327575e-05,4.614732e-05,0.0001695344,0.0001586148,0.0
LTD,LimitedCoin,418.323,22.9844,18.2003010738,9.666598113,9.65341462402,2.20803570667,14.8374935107,4.64686443374,9.48432946975,7.87496412143,9.03885748144,0.0874775967203,0.0997742858374,881.9959816,876.7691757,9.79749083267,9.67810572623,1,False,False,False,False,False,False,False,2015-09-15,2015-09-15,2015-09-11,2015-09-15,77285,928689,0.0001554819,0.000174014,60913.41,0.04889379,24.03284,LimitedDev,1,13,1,8,22,13,9,0.1125541,0.001059065,0.001060054,8.09953e-05,1.730026e-05,8.100128e-05,1.730032e-05,1302.237,4.0,2.471721e-06,2.177552e-06,7.228123e-06,7.074716e-06,0.0
BTQ,BitQuark,0.00826278,0.000116232,71.0886846996,71.0886846996,36.2231048451,9.29005377788,11.7302764611,19.3821069154,19.8626150772,18.9485980956,30.1480388889,44447.9647512,3858.38267961,9985.9111964,271.33235,23424077.4239,34725.4441164,1,False,False,False,False,False,False,False,2014-07-29,2014-07-29,2014-02-15,2014-07-29,61380,677131,0.0001797293,0.0002019624,48867.5,0.04919947,22.06357,BitQuark,1,340,1,164,160,151,9,0.01377279,0.00143684,0.001438215,0.0001118806,2.139648e-05,0.000111889,2.139658e-05,184048.4,4.0,3.816462e-05,3.421673e-05,0.0001248916,0.0001198996,0.0
ALN,Aliencoin,0.00288654,3.86435e-05,74.6966501481,48.8997911221,38.1101634496,12.7247584902,15.1972667752,6.32208612365,4.63041711252,253.90933084,258.825146605,556111.00389,939977.472873,167834.067685,35459.0450849,367589373.571,128776913.784,0,False,False,False,False,False,False,False,2014-03-15,2014-03-15,2014-01-09,2014-03-15,44979,484025,0.0002392479,0.0002735176,35001.64,0.05698746,21.52227,Aliencoin,1,84,6,65,375,372,3,0.03020745,0.001832143,0.001835894,0.0001955853,2.965275e-05,0.0001956112,2.965294e-05,72302.89,3.0,0.0001295104,0.0001134391,0.000374294,0.0003533839,0.0
QUIT,QuitDough,0.000743934,8.54716e-06,87.0387356736,87.0387356736,57.6393656008,4.79064462085,4.99988384718,4.09603248264,4.1311354554,13.7127691683,41.3917333333,75501.2513748,90945.4166773,3976.7030588,124.1752,21895362.8987,272836.250032,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-04-09,2015-03-22,72534,841146,0.0001598778,0.0001786713,57464.86,0.04732637,23.19315,QuitDough,1,221,1,71,88,87,1,0.01470195,0.001122129,0.001123015,9.0193e-05,1.82656e-05,9.019884e-05,1.826566e-05,90731.07,4.0,1.278814e-05,1.140615e-05,3.839284e-05,3.678272e-05,0.0
BTS,BitShares,0.0430425,0.00312054,13.7932857775,13.7932857775,13.3345622063,4.04022018075,4.36180537732,4.14186998007,4.30655908995,204430.589421,406634.609189,19671834.1483,19797748.3016,109370365.34,15045480.54,10524431269.4,732516687.157,26,False,False,True,False,True,True,True,2014-07-20,2014-07-21,2013-05-31,2014-07-21,60694,666049,0.0001808068,0.0002033012,48356.67,0.04942543,21.94777,bytemaster,1,534,24,1454,239,184,55,0.06989184,0.001443302,0.001445641,0.0001132397,2.161813e-05,0.0001132502,2.161823e-05,221186.3,2.0,0.0005545725,0.0005189259,0.0002998412,0.0003067011,0.0
ALF,AlphaCoin,0.00221307,6.33917e-05,34.9110372494,34.9110372494,18.9796916005,8.71080300295,9.76626041772,15.9439324669,15.9439324669,11.3592061626,0.0,81836.7317499,0.0,10370.9552264,0.0,74716936.0876,0.0,0,False,False,False,False,False,False,False,2013-07-07,2013-07-07,2013-06-10,2013-07-07,14291,177904,0.0008710849,0.001030495,9842.732,0.09824547,24.89735,alphacoin,1,43,1,27,77,74,3,0.1507177,0.01138041,0.01147587,0.0008665915,0.0001057769,0.0008671269,0.0001057801,5299.85,3.0,0.0001545728,0.000128586,0.0003904464,0.000346367,0.0
SBC,StableCoin,0.340629,0.000125072,2723.46328515,2723.46328515,2544.34294166,40.7286588837,54.0553032316,95.6070018188,95.6070018188,508.551086144,0.0,142739.005246,0.0,464307.14165,0.0,130320711.79,0.0,0,False,False,False,False,False,False,False,2013-07-07,2013-07-07,2013-06-07,2013-07-07,14291,177904,0.0008710849,0.001030495,9842.732,0.09824547,24.89735,artos,1,59,4,30,198,194,4,0.05180534,0.01138769,0.01151992,0.0008666447,0.0001057771,0.000867154,0.0001057799,47561.56,3.0,0.0002932379,0.0002566026,0.000812618,0.0007582356,0.0
SC,Siacoin,6.06667e-05,1.26868e-05,4.78187565028,4.78187565028,2.8202378296,2.14072912424,2.41568162637,1.71646985586,1.74582467628,3435.56207463,11631.3791429,97203881.8502,246578823.133,460365.318,162839.308,13025320167.9,3452103523.86,1,False,False,True,False,False,False,False,2015-08-26,2015-08-26,2015-05-14,2015-08-26,76718,919854,0.0001562875,0.0001748533,60481.85,0.04871924,23.98014,Taek,1,257,6,482,322,317,5,0.01106975,0.001075447,0.001076791,8.19278e-05,1.741807e-05,8.193304e-05,1.741814e-05,751568.1,3.0,0.0001013633,9.743813e-05,0.0002868548,0.0002930027,0.0
ORB,Orbitcoin,0.255224,0.00687962,37.0985606763,37.0985606763,4.7553427363,8.81110925941,8.90395790045,10.6832627448,10.6832627448,239.196399625,0.0,10012.3733849,0.0,178679.71052,0.0,7479242.91854,0.0,5,False,False,False,False,False,False,False,2013-12-21,2013-12-21,2014-03-06,2013-12-21,23036,274644,0.0005175544,0.0006001214,16777.44,0.07884859,23.84476,mill0601,1,668,92,248,318,185,133,0.1574819,0.004840272,0.004867876,0.0004907352,6.183716e-05,0.0004909844,6.183827e-05,216214.6,3.0,0.0002767726,0.0002902454,0.0006665201,0.0007365989,0.0
MMC,Memorycoin,0.903192,0.000603948,1495.47974329,1495.47974329,165.063653875,27.7260393887,27.7260393887,14.1096516585,14.1096516585,2199.29560185,0.0,34357.3623729,0.0,1634076.63218,0.0,25527520.2431,0.0,3,False,False,True,False,False,True,False,2013-12-24,2013-12-24,2013-08-03,2013-12-24,23885,283312,0.0004966089,0.000574562,17473.15,0.07731955,23.72301,FreeTrade,1,663,36,815,674,628,46,0.02713938,0.004415399,0.004436429,0.0004776695,5.931725e-05,0.0004778717,5.931806e-05,977324.8,2.0,0.000879531,0.0009884814,0.001571595,0.001848102,1.0
GLYPH,Glyph,0.199019,0.000473067,420.699393532,420.699393532,289.836731187,40.0086641861,48.5483655226,12.0204027643,15.0634093769,1147.63931791,55208.8,69315.4263132,331188.411348,651859.132572,220835.2,39371162.1459,1324753.64539,0,False,False,False,False,False,False,False,2014-06-17,2014-06-17,2014-06-08,2014-06-17,57603,622900,0.0001877276,0.0002116847,45784.88,0.05072882,21.62735,GLYPH,1,7,1,9,39,38,1,0.01214575,0.001531136,0.001532964,0.0001243272,2.27953e-05,0.0001243398,2.279536e-05,10969.65,4.0,4.575243e-06,4.066753e-06,1.593068e-05,1.521233e-05,0.0
I0C,I0Coin,0.0729328,0.00115073,63.3795938231,63.3795938231,2.14094529101,4.9432856961,5.07485650246,4.52569965656,4.52569965656,137.420599839,0.0,8527.36164654,0.0,105951.282476,0.0,6574595.82948,0.0,1,False,False,False,False,False,False,False,2013-11-27,2013-11-27,2011-08-11,2013-11-27,18653,236751,0.0006804472,0.0007986186,13099.4,0.08847008,25.38476,BitcoinBug,1,91,2,863,201,152,49,0.1024055,0.008025234,0.008091759,0.0006571527,7.931757e-05,0.0006573958,7.931938e-05,81902.44,2.0,0.0005002265,0.0004406156,0.0007127031,0.0006260569,0.0
BAT,BatCoin,0.0341019,5.30052e-08,643368.95248,643368.95248,140680.92374,592.896603923,593.518648946,35111.5894317,36846.3011413,190.489869081,2788.0515,196129895.228,113076269.038,128390.171761,11152.206,1.32191549384e+11,452305076.154,0,False,False,False,False,False,False,False,2014-03-03,2014-03-03,2014-01-06,2014-03-03,42541,460811,0.0002546288,0.0002921665,32989.65,0.05823367,21.66432,.Batman.,1,219,11,56,380,372,8,0.02133333,0.002041417,0.002046589,0.0002198272,3.139946e-05,0.0002198713,3.139962e-05,179032.5,3.0,8.845814e-05,9.61451e-05,0.0002827986,0.0003341382,0.0
SSV,SSVCoin,0.0097577,2.09844e-05,464.997807895,464.997807895,61.0661559932,24.092508356,29.9110254052,3.76819914831,5.24756340475,340.746565559,8656.04961538,131588.4807,1711148.67684,165262.084296,112528.645,63820413.1396,22244932.7989,0,False,False,False,False,False,False,False,2014-09-07,2014-09-07,2014-06-22,2014-09-07,64582,722813,0.0001733018,0.0001942332,51374.07,0.04841534,22.38435,SSVCoin,1,14,1,77,47,47,0,0.02220167,0.001334868,0.001336207,0.0001067978,1.548419e-05,0.0001068049,1.548419e-05,0.0,4.0,2.344375e-05,2.111935e-05,8.530229e-05,8.277775e-05,0.0
FUTC,FutCoin,0.132229,0.0021314,62.0385662006,15.2344402571,3.41385016949,5.79817739598,10.1273032428,5.38716971723,3.68381267573,564.197073176,426.23088885,22986.0725497,22268.8363489,95913.50244,48164.09044,3907632.33344,2516378.50743,1,False,False,False,False,False,False,False,2015-07-21,2015-07-21,2015-02-19,2015-07-21,75720,900593,0.0001570751,0.0001755912,59791.28,0.04809168,23.78745,FUTCOIN,1,3,1,152,21,21,0,0.04761905,0.001078547,0.001079425,8.340648e-05,1.320655e-05,8.341126e-05,1.320655e-05,0.0,4.0,2.933716e-06,2.626222e-06,1.053603e-05,1.020549e-05,0.0
TOR,TorCoin,0.198912,0.000475644,418.195120721,418.195120721,81.9559467009,20.4540339292,21.7905349165,2.03716706737,2.30535286722,1870.41228531,199909.833333,19155.9197537,1187767.30508,1015633.87092,599729.5,10401664.4262,3563301.91523,0,False,False,False,False,False,False,False,2014-07-12,2014-07-12,2014-07-04,2014-07-12,59950,654712,0.0001821679,0.0002049699,47733.02,0.04978944,21.84193,torcoin,1,21,1,8,143,143,0,0.006697528,0.001457742,0.001459187,0.0001156975,1.668057e-05,0.0001157058,1.668057e-05,0.0,3.0,2.809302e-05,2.49144e-05,8.278789e-05,7.962645e-05,1.0
SOIL,SOILcoin,0.00571337,0.00148003,3.86030688567,1.0,1.0,1.90500843875,56.0,1.96595617236,1.0,131.002480589,131.002480589,45077.622368,45077.622368,7336.138913,7336.138913,2524346.85261,2524346.85261,1,False,False,False,False,False,False,True,2015-11-12,2015-11-12,2015-09-10,2015-11-12,78628,951951,0.0001539785,0.0001725468,61910.7,0.0495643,24.21405,soil,1,74,1,63,113,113,0,0.01880531,0.001039454,0.001040217,8.040421e-05,1.271812e-05,8.040841e-05,1.271812e-05,0.0,4.0,2.432514e-05,2.154698e-05,7.001554e-05,6.69767e-05,0.0
TOP,TopCoin,0.00157977,4.94025e-08,31977.5315014,55.0607499111,36.7053755646,10.7919898665,10.9642609353,269.807871397,4.45660085199,410.2136531,1335.11373416,70060117.9669,229832177.111,282637.206986,280373.884173,48271421279.2,48264757193.3,1,False,False,False,False,False,False,False,2014-02-17,2014-02-17,2014-09-01,2014-02-17,39740,436756,0.000276556,0.0003187836,30664.66,0.05985136,21.98067,topdude,1,44,5,15,216,213,3,0.01191045,0.002326088,0.002332625,0.000248696,3.373296e-05,0.0002487603,3.373321e-05,371910.1,3.0,9.318443e-05,8.592323e-05,0.0003158763,0.000309052,0.0
RIPO,RipoffCoin,0.00786337,5.5223e-05,142.393024646,142.393024646,75.8668364738,19.1910423102,20.8634206476,8.45154264792,9.64536235714,113.378597392,1718.21653767,121859.209375,339069.661525,56689.2986962,10309.299226,60929604.6875,2034417.96915,0,False,False,False,False,False,False,False,2014-08-23,2014-08-23,2014-08-01,2014-08-23,63441,707573,0.000175805,0.0001971766,50469.65,0.04870465,22.30649,RipoffCoinDevTeam,1,47,1,22,150,149,1,0.01449664,0.001362438,0.001363677,0.0001091094,1.576293e-05,0.0001091174,1.576293e-05,183.2706,3.0,3.555845e-05,3.278646e-05,9.465118e-05,9.030786e-05,0.0
BAY,BitBay,0.00106934,9.19432e-05,11.630441403,11.630441403,7.30223982518,4.90671918319,5.24830090566,3.60446552698,3.97418489958,2772.48356073,25034.3414286,9345317.12903,24966204.7294,1153353.16126,175240.39,3887651925.68,174763433.106,4,False,False,False,False,False,True,True,2014-11-16,2014-11-16,2014-10-30,2014-11-16,68374,775871,0.0001659616,0.0001856533,54344.21,0.04742251,22.69491,BitBay Team,1,107,2,17,242,242,0,0.006892768,0.001233118,0.001234258,9.941354e-05,1.462544e-05,9.94197e-05,1.462544e-05,0.0,4.0,8.828618e-05,7.751367e-05,0.0002646804,0.0002517743,0.0
OS76,OsmiumCoin,0.0293195,0.00022412,130.820542566,130.820542566,44.8435191445,5.52712689638,11.6074228534,1.78909131026,3.09827636591,129.995481002,1108.19333333,7932.39262039,64267.7114605,10139.6475181,9973.74,618726.62439,578409.403145,1,False,False,False,False,False,False,False,2015-10-19,2015-10-19,2015-10-06,2015-10-19,78096,941980,0.0001544486,0.0001729667,61510.23,0.04921203,24.12364,OSMIUMCOIN,1,53,1,13,45,39,6,0.02424242,0.00105681,0.00105781,8.053913e-05,1.71301e-05,8.054464e-05,1.713017e-05,59786.9,4.0,7.568551e-06,6.635718e-06,2.22273e-05,2.147349e-05,0.0
ERC,EuropeCoin,0.00173607,0.000199728,8.69217135304,1.2972300473,1.04064090345,1.68972775143,14.84831406,2.02247105675,1.09819454112,206.875000207,205.296068635,241003.358323,248127.225404,41995.625042,38800.956972,48923681.7396,46896045.6014,2,False,False,False,False,False,False,True,2015-06-18,2015-06-18,2014-05-03,2015-06-18,74889,884462,0.0001577041,0.0001762866,59234.32,0.04779723,23.62061,EuropeCoin,1,275,5,411,341,339,2,0.006796619,0.001083555,0.001084664,8.4638e-05,1.77607e-05,8.464225e-05,1.776076e-05,75687.7,3.0,3.847108e-05,3.565927e-05,0.0001230315,0.0001239842,0.0
HAL,Halcyon,0.280185,0.000385738,726.360897811,726.360897811,282.080581508,20.0367902702,31.9210092651,3.72224630413,5.58717592978,2990.75298697,42147.8838095,39732.0315233,310365.628685,1510330.25842,885105.56,20064675.9192,6517678.20239,0,False,False,False,False,False,False,False,2014-08-19,2014-08-19,2014-08-16,2014-08-19,63074,702871,0.0001766749,0.0001982137,50134.25,0.04879797,22.28719,halcyondev,1,19,1,3,38,38,0,0.02702703,0.001371357,0.001372652,0.0001104551,1.585439e-05,0.0001104622,1.585439e-05,0.0,4.0,7.735201e-06,7.018694e-06,2.490703e-05,2.430095e-05,0.0
BTE,Bytecoin,0.243757,0.000599651,406.498113069,406.498113069,176.384989435,11.810018581,13.7150315919,8.08011531226,8.08011531226,194.806512822,0.0,6457.49286043,0.0,189157.12395,0.0,6270225.56748,0.0,0,False,False,False,False,False,False,False,2013-05-10,2013-05-10,2013-04-07,2013-05-10,10911,126140,0.001059556,0.001266266,7379.889,0.1069169,23.12162,Number6,1,164,5,35,104,76,28,0.1303471,0.01498176,0.01525158,0.001030112,0.0001421118,0.001030984,0.0001421185,38297.97,3.0,0.0003830144,0.0003264006,0.0009323217,0.0008770168,0.0
BTG,Bitgem,13.6334,0.0592393,230.141139413,190.076653031,108.854715595,21.1229587967,27.5197332261,4.87686206198,7.03341134527,337.174646568,749.765777778,120.612190804,122.804977402,308851.976256,168697.3,110480.766777,27631.1199155,0,False,False,False,False,False,False,False,2013-07-04,2013-07-04,2013-05-16,2013-07-04,14195,176620,0.0008765346,0.00103714,9769.346,0.09857196,24.88482,mineral,1,108,2,49,121,117,4,0.1040616,0.01151508,0.011644,0.0008651085,0.0001066231,0.0008656306,0.000106627,10233.2,3.0,0.0001840164,0.0001599134,0.00048061,0.0004373039,0.0
CELL,SolarFarm,0.03569,0.000187504,190.342606024,190.342606024,10.9254656103,4.99422520596,6.02413010812,6.8408803975,8.07470440558,165.657313844,353.154426852,31752.3639948,42470.9876141,57483.0879037,19070.33905,11018070.3062,2293433.33116,2,False,False,False,False,False,False,False,2015-01-25,2015-01-25,2015-01-08,2015-01-25,70897,812530,0.000161653,0.0001806533,56234.09,0.04708124,22.92142,koko2530,1,53,1,205,33,17,16,0.02840909,0.001154403,0.001155357,9.348638e-05,1.864606e-05,9.349285e-05,1.864614e-05,18930.72,4.0,3.481493e-06,3.175027e-06,1.219566e-05,1.188869e-05,0.0
