symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
ROS,RosCoin,0.000490282,6.9966e-06,70.0743218135,12.6064698274,12.6064698274,8.38175198895,4613.96795684,5.54037259256,12.6064698274,3315450.33251,0,1535053503.95,1,False,False,False,False,False,False,True,2014-09-30,2014-09-30,2014-09-04,2014-09-30,godivacoin,1,77,3,26,168,168,0,0.008055318,0.001282021,0.001283146,0.0001035384,1.513752e-05,0.0001035465,1.513752e-05,0.0,4.0,3.44297e-05,3.070566e-05,0.0001131156,0.0001096525
MAX,MaxCoin,2.76934,0.00301166,919.539390237,566.007733876,566.007733876,48.313161028,386017.274504,17.238231574,566.007733876,325554.621399,0,225609352.63,6,False,False,False,False,False,True,True,2014-02-12,2014-02-12,2014-01-29,2014-02-12,maxcoinproject,1,2,1,14,394,393,1,0.01084977,0.002440498,0.00244403,0.0002606347,3.485541e-05,0.0002606688,3.485566e-05,406754.6,3.0,0.0003441552,0.0003021219,0.001023854,0.0009641467
PAC,Paccoin,1.47402e-08,4.75616e-09,3.09918085178,2.08072364158,2.08072364158,2.23520019981,135.247036703,1.88454721639,2.08072364158,3243865986.69,0,2.07607423148e+11,2,False,False,False,False,False,False,False,2015-11-02,2015-11-02,2013-11-12,2015-11-02,wmcorless,1,77,4,856,121,111,10,0.04287991,0.001045062,0.001046204,8.03995e-05,1.707283e-05,8.040338e-05,1.707289e-05,212759.5,3.0,4.447133e-05,3.893413e-05,8.208579e-05,7.566435e-05
MAD,SatoshiMadness,4.57185e-06,2.26663e-06,2.01702527541,1.0,1.0,1.58965980536,37.0,1.93900157668,1.0,305436.89901,0,32987185.093,1,False,False,False,False,False,False,False,2015-09-01,2015-09-01,2015-08-16,2015-09-01,WhoIsNotMad,1,24,1,16,57,57,0,0.01441103,0.001069271,0.001070161,8.168336e-05,1.301118e-05,8.168756e-05,1.301118e-05,0.0,4.0,5.674476e-06,5.091236e-06,1.942177e-05,1.885375e-05
FFC,FireFlyCoin,8.85875e-05,1.32279e-05,6.69701917916,4.10258369572,4.10258369572,2.88468478566,1489.23788155,2.88795586352,4.10258369572,243372.935804,0,106110600.01,0,False,False,False,False,False,False,False,2014-10-26,2014-10-26,2013-12-30,2014-10-26,Investment,1,51,1,315,23,2,21,0.08300395,0.001251261,0.001253777,0.00010138,1.95135e-05,0.0001013865,1.951358e-05,23.91667,4.0,1.983178e-06,1.787485e-06,5.440928e-06,5.132966e-06
BEN,Benjamins,0.0424326,0.000256241,165.596450217,54.5862224223,54.5862224223,18.9310270186,25218.8347591,7.1632557721,54.5862224223,5835.54202093,0,3956497.49019,0,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-02,2014-02-27,AllAboutTheBenjaminsBaby,1,422,10,25,102,79,23,0.02756154,0.002114523,0.002118851,0.0002268535,3.198815e-05,0.0002268911,3.198844e-05,181276.1,3.0,4.185698e-05,3.83206e-05,0.0001283639,0.00012283
GUE,Guerillacoin,0.124573,0.000356029,349.895654567,196.228632277,196.228632277,24.246552411,96936.9443447,3.15787607773,196.228632277,57626.5010314,0,32386093.5796,0,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-17,2014-06-23,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3.0,0.0001281497,0.0001105881,0.0001339647,0.0001337646
EVO,Evotion,0.00545434,4.83704e-05,112.761937052,17.0560055036,17.0560055036,8.64348994283,10984.0675443,7.74018953367,17.0560055036,2213619.28072,0,59767720.5793,1,False,False,False,False,False,False,False,2015-12-09,2015-12-09,2015-11-24,2015-12-09,Evo Shi Un,1,1,1,15,46,46,0,0.07149758,0.001039278,0.001040112,7.965351e-05,1.260668e-05,7.965756e-05,1.260668e-05,0.0,4.0,2.24121e-05,1.966962e-05,6.748786e-05,6.386877e-05
DTC,Datacoin,1.06901,0.000646928,1652.44045705,670.267728384,670.267728384,19.1220761886,425620.007524,53.8815210444,670.267728384,28713.980399,0,21822625.1033,2,False,False,False,False,False,True,False,2013-12-07,2013-12-07,2013-11-05,2013-12-07,oocook5u,1,27,1,32,94,93,1,0.06194483,0.005990861,0.006021124,0.0005987729,7.288708e-05,0.0005990268,7.288944e-05,19995.75,3.0,7.433123e-05,5.82849e-05,0.0002207069,0.0001896134
CME,Cashme,1.37851e-05,4.32794e-06,3.18514119882,1.59494757595,1.59494757595,1.625668119,62.2029554621,1.63727251068,1.59494757595,1876320.09975,0,82558084.389,1,False,False,False,False,False,False,False,2015-11-23,2015-11-23,2015-08-29,2015-11-23,stewpak,1,10,1,86,46,43,3,0.06868687,0.001037071,0.001037977,7.99791e-05,1.694406e-05,7.998406e-05,1.694411e-05,144681.3,4.0,2.727868e-05,2.495589e-05,8.401452e-05,8.282453e-05
007,007Coin,0.192263,0.000955327,201.25360217,141.782690776,141.782690776,51.6733789908,35303.8900032,38.2442761367,141.782690776,26951.6352596,0,6953521.89698,1,False,False,False,False,False,False,False,2015-04-23,2015-04-23,2015-04-21,2015-04-23,007coin,1,7,1,2,51,51,0,0.03607843,0.00110972,0.001110676,8.846257e-05,1.362231e-05,8.846835e-05,1.362231e-05,0.0,3.0,1.133396e-05,9.833791e-06,3.433447e-05,3.238896e-05
GUN,Guncoin,0.00126752,1.37152e-05,92.4171721885,36.6677563159,36.6677563159,12.6649969234,21560.6407137,3.83618345059,36.6677563159,176520.504926,0,106794905.481,3,False,False,False,False,False,False,False,2014-05-11,2014-05-11,2014-03-03,2014-05-11,guncoin_support,1,96,1,69,133,133,0,0.003531556,0.001612741,0.001614539,0.0001427708,1.880689e-05,0.0001427835,1.880689e-05,0.0,4.0,3.930495e-05,3.436092e-05,0.000121986,0.000115565
YBC,YbCoin,5.38731,0.416002,12.9502021625,8.71573644301,8.71573644301,5.11296504788,6179.4571381,5.94786521342,8.71573644301,40205.1958682,0,28947741.0251,6,False,False,False,False,True,False,True,2014-01-16,2014-01-16,2013-07-03,2014-01-16,mikaelh,1,142,4,213,292,282,10,0.04339677,0.003791633,0.003806225,0.0003578132,4.756541e-05,0.0003579197,4.756593e-05,143459.6,3.0,0.0003057855,0.0003106371,0.0006953239,0.0007480907
BET,BetaCoin,0.134175,0.000122728,1093.27129913,913.79322087,913.79322087,26.2940417369,656103.532585,44.4512717537,913.79322087,76202.4944944,0,57304275.8598,0,False,False,False,False,False,False,False,2013-12-14,2013-12-14,2013-10-30,2013-12-14,betacoindev,1,84,4,45,109,104,5,0.01885831,0.005075231,0.00509587,0.000556415,6.799609e-05,0.0005566784,6.799732e-05,103843.6,4.0,0.0001327978,0.000121608,0.0004154721,0.0004110695
LSD,Lightspeed,0.0283566,0.00121156,23.4050315296,2.96305971553,2.96305971553,3.34745427549,1155.59328906,2.2282898784,2.96305971553,15749.1476615,0,7559590.8775,0,False,False,False,False,False,False,False,2014-09-13,2014-09-13,2014-09-04,2014-09-13,lightspeedLS,1,45,1,9,110,110,0,0.008006672,0.001326153,0.001327407,0.0001060521,1.538249e-05,0.0001060581,1.538249e-05,0.0,3.0,1.524635e-05,1.35991e-05,4.903933e-05,4.726204e-05
