symbol,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
JKC,junkcoin,Junkcoin,0.000143154,1.42956e-07,1001.3850415512464,510.7170888333928,461.7870967741935,19.50616769448533,17.9221360722747,1.5361986094741238,1.5361986094741238,953417,1,False,False,False,True,False,False,False,2013-06-14
VTA,virtacoin,Virtacoin,4.08146e-08,6.9553e-09,5.868129340215375,1.0,1.0,2.860858871217578,1.0,2.0319878074023983,1.0,43343,4,False,False,False,False,False,False,False,2014-08-09
VTC,vertcoin,Vertcoin,0.00706114,2.59402e-05,272.20838698236713,272.20838698236713,134.01316001738473,9.171471776747687,9.143921306745039,2.721456779190731,2.7547094093893842,25376686,13,False,False,True,True,False,True,True,2014-01-20
DUO,parallelcoin,ParallelCoin,8.01227e-05,2.43072e-06,32.962537848867825,32.962537848867825,3.99614463840399,2.618465978996639,3.1535153904272355,1.5997175631294493,2.0993046686715733,208,2,False,False,False,False,False,False,False,2015-10-24
FRK,franko,Franko,0.0262844,4.26508e-05,616.2698003319985,616.2698003319985,616.2698003319985,20.770301619300028,21.512986225056796,10.1051621332405,10.1051621332405,458599,2,False,False,False,True,False,False,False,2013-06-09
XC,xcurrency,XCurrency,0.00472753,3.9e-05,121.21871794871794,121.21871794871794,121.21871794871794,7.064691234686919,7.11074668695138,2.1780717916775827,2.1211980929573238,34050914,6,False,False,True,True,False,True,True,2014-05-23
DUB,dubstep,Dubstep,3.0613e-06,3.33188e-07,9.187905926984165,9.187905926984165,7.849487179487179,3.0348247407480313,3.0348247407480313,1.4601665887500253,1.4601665887500253,4899,1,False,False,False,False,False,False,False,2015-06-30
NBL,nibble,Nibble,0.0001,8.2e-07,121.95121951219512,121.95121951219512,102.04081632653062,7.726875376469569,14.525136834801065,35.40683618802352,35.40683618802352,2549,1,False,False,False,True,False,False,False,2013-06-14
EUC,eurocoin,Eurocoin,3.56e-06,8e-08,44.5,44.5,13.185185185185183,5.126413123617598,5.848186237886755,3.4509767205890016,3.492560916774492,302,1,False,False,False,False,False,False,False,2015-08-23
UNB,unbreakablecoin,UnbreakableCoin,0.000717559,8.04219e-06,89.22432819915969,49.55517955801105,49.55517955801105,15.499356772460924,8.362706908989763,2.1888535654540036,2.095458471302744,514308,2,False,False,False,True,False,False,False,2014-05-23
UNC,uncoin,UNCoin,0.00417502,0.00047645,8.762766292370657,8.762766292370657,8.762766292370657,1.5520232889067958,1.4839842133458654,1.5099662949788855,1.4829965816106279,28084,1,False,False,False,False,False,False,False,2015-03-22
