coin, max_price, min_price, severity_to_min_price, severity_to_min_price_after_max, severity_to_last, severity_to_average, severity_to_average_after_max, severity_to_average_volume_weighted, severity_to_average_after_max_volume_weighted
XST, 0.00012603, 9.1e-06, 13.8494505495, 13.8494505495, 12.8209562564, 4.56240316251, 5.08875248577, 2.26893585959, 2.53507681254
CLOAK, 0.00230203, 1.58e-05, 145.698101266, 145.698101266, 8.91741235716, 8.57944217315, 12.0207741661, 6.87461722732, 13.7377732645
MWC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
FLO, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
LKY, 7.6e-05, 1e-08, 7600.0, 7600.0, 86.3636363636, 7.32260676075, 11.1455078732, 5.23062169282, 5.30027505853
XSI, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
VIOR, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
BLOCK, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
PTC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ROX, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
OSC, 5.43e-05, 2.3e-07, 236.086956522, 236.086956522, 63.1395348837, 12.150818955, 12.5368648036, 8.43140904958, 8.69774816287
ROS, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
PTS, 0.02852467, 1e-06, 28524.67, 142.609089091, 129.645804927, 4.76506807611, 6.77795177791, 2.38493706175, 3.70635846244
MNE, 0.001, 1e-06, 1000.0, 1000.0, 190.114068441, 60.4422669844, 60.4422669844, 172.517459131, 172.517459131
TRI, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
TRK, 5.99e-06, 1.92e-06, 3.11979166667, 3.11979166667, 2.13928571429, 2.27258135123, 2.27258135123, 2.49979197762, 2.49979197762
TRL, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
BDC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
TRC, 0.0030001, 5e-06, 600.02, 600.02, 306.4453524, 8.11826526669, 8.11826526669, 63.5595180069, 63.5595180069
KOBO, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
USDe, 2.13e-06, 4e-08, 53.25, 53.25, 12.5294117647, 5.46244209133, 5.61549874458, 5.61492877512, 5.78638161611
VOOT, 1.561e-05, 1.4e-07, 111.5, 111.5, 15.61, 10.4426115611, 12.4542823089, 8.34603826796, 9.86303136484
ENRG, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
LTCD, 2.263e-05, 6e-07, 37.7166666667, 37.7166666667, 37.7166666667, 7.33016617752, 7.4889169147, 4.08049326362, 4.28216623676
OCUPY, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
NEC, 0.0002003, 2.4e-07, 834.583333333, 834.583333333, 715.357142857, 16.0285353469, 17.4733301506, 20.7617123057, 25.2383228466
NET, 3.4e-05, 2.7e-07, 125.925925926, 125.925925926, 22.3684210526, 11.0927731386, 11.9925856163, 11.7049700058, 13.6811277813
SILK, 2.55e-06, 3.4e-07, 7.5, 4.81132075472, 3.0, 2.46293800539, 1.71328125, 3.110521308, 2.5681911799
TEK, 0.00080394, 1.023e-05, 78.5865102639, 78.5865102639, 34.6525862069, 5.97666837872, 9.24885364813, 15.307453064, 20.6319235892
PMP, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
NBT, 0.0365, 0.00262636, 13.8975616443, 13.8975616443, 8.99014778325, 8.12422960397, 8.12422960397, 8.87826892284, 8.87826892284
TES, 4.5e-06, 5.6e-07, 8.03571428571, 8.03571428571, 5.55555555556, 3.49546883669, 3.49546883669, 2.86442861649, 2.86442861649
CORG, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
GML, 8.1e-06, 1e-07, 81.0, 81.0, 10.3846153846, 6.55858950542, 6.82224428997, 5.11713820119, 5.2800707127
ELC, 0.025, 1.01e-06, 24752.4752475, 24752.4752475, 1250.0, 71.0965453925, 71.0965453925, 86.9524636605, 86.9524636605
RBBT, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
FLT, 2.097e-05, 2.5e-07, 83.88, 83.88, 52.425, 12.5342921581, 13.0452276255, 6.27067054186, 7.46966382681
RDD, 3.1e-07, 1e-08, 31.0, 15.5, 10.3333333333, 3.96885813149, 3.6538105523, 2.87172542568, 2.58368016284
DIEM, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
MINT, 4.1e-07, 1e-08, 41.0, 5.85714285714, 4.55555555556, 5.38363547281, 2.35993860322, 3.76697732044, 2.49962838248
ELT, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
MED, 6.07e-06, 1.1e-06, 5.51818181818, 2.91826923077, 1.80118694362, 2.27568671121, 1.74086409474, 2.22701633699, 1.71917456453
MEC, 0.00163391, 4e-08, 40847.75, 40847.75, 27.4099983224, 9.69075613392, 8.404716958, 11.5632476237, 6.47522600735
HIRO, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
NAUT, 0.00058001, 1.011e-05, 57.3699307616, 1.38031889576, 1.28891111111, 4.50964616806, 1.14846436042, 4.09507092541, 1.15862637577
SMLY, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
GDC, 6.5e-06, 3e-08, 216.666666667, 108.333333333, 72.2222222222, 19.5868113523, 21.5329887166, 9.12013032144, 7.95237462984
BOOM, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
WKC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
QSLV, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
CIN, 3.9e-07, 8e-08, 4.875, 3.9, 3.54545454545, 1.98158145443, 2.04715302491, 1.93809475244, 2.65711532484
SEED, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
KRYP, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
MSC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
XWC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
KARM, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
PIMP, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
EAC, 3.6e-06, 1e-08, 360.0, 360.0, 36.0, 25.179090029, 25.179090029, 24.5007294523, 24.5007294523
PXI, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
PXC, 0.00038555, 1e-08, 38555.0, 38555.0, 593.153846154, 15.4672755312, 25.7634250911, 18.4866447578, 36.9431939709
AC, 1.505e-05, 2.9e-07, 51.8965517241, 51.8965517241, 9.40625, 10.8955212161, 11.5274223958, 3.80749354663, 4.34821340879
BALLS, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ICB, 1.329e-05, 5.8e-07, 22.9137931034, 22.9137931034, 2.61614173228, 2.69746154001, 2.69746154001, 3.22138660224, 3.22138660224
AM, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
START, 0.00032694, 0.00010021, 3.26254864784, 2.69530090684, 2.61510158375, 1.77559966574, 1.72236242884, 1.74413157131, 1.76754922847
CND, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
AU, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
CNL, 1.711e-05, 2e-08, 855.5, 855.5, 26.734375, 20.7494351455, 20.7494351455, 7.19961598984, 7.19961598984
NKA, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
PFC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
ZCC, 0.00022436, 8.17e-06, 27.4614443084, 27.4614443084, 10.6736441484, 5.59604509645, 5.59159733795, 2.79993673916, 2.79662939837
NOTE, 5.05e-05, 3.07e-05, 1.64495114007, 1.32441646997, 1.2625, 1.16150491406, 1.12253732042, 1.09314475257, 1.04628194132
NKT, 3.7e-07, 2e-07, 1.85, 1.54166666667, 1.54166666667, 1.35779816514, 1.22314049587, 1.43784965381, 1.32094949921
CHILD, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
KRN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
CZC, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
SUPER, 3.509e-05, 7.4e-07, 47.4189189189, 47.4189189189, 37.7311827957, 5.50210071364, 6.44077990362, 5.79918154495, 7.60146709595
