symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
KORE,KoreCoin,0.000289919,6.24e-06,46.4613782051,46.4613782051,15.1710622711,3.93784591138,4.41608580504,1.42329916695,1.85763723224,734133,1,False,False,False,False,False,False,True,2014-06-21,2014-06-21,2015-04-29,MikeMike,1,1,0,411,24,12,12,0.05928854,0.001114453,0.001115617,8.822636e-05,1.799932e-05,8.823247e-05,1.79994e-05,19897.23,4.0,5.811071e-06,4.97979e-06,1.630127e-05,1.517339e-05,0.0
XLB,Libertycoin,0.000146847,5.05878e-07,290.281451259,290.281451259,172.761176471,23.2935765516,28.9310982363,1.82326922871,1.68630791747,4269322,1,False,False,False,True,False,False,False,2014-05-13,2014-05-13,2014-05-09,Libertycoin,1,67,6,58,49,49,0,0.01445578,0.001636451,0.001638549,0.0001436532,1.890395e-05,0.00014367,1.890395e-05,0.0,3.0,1.317014e-05,1.254889e-05,3.973005e-05,3.859892e-05,0.0
IFC,Infinitecoin,1.936e-07,2.4629e-09,78.6065207682,9.91696590018,9.91696590018,4.74214376911,2.17605117017,1.666859155,1.63002087949,11978751,7,False,False,True,True,False,True,False,2013-07-10,2013-07-10,2013-06-06,fisheater,1,387,12,29,172,107,65,0.1825685,0.01254348,0.01270873,0.0008689626,0.0001186293,0.000869597,0.0001186337,71281.34,3.0,0.000200652,0.0001897618,0.0005311992,0.000544443,0.0
SILK,Silkcoin,6.48194e-05,4.37193e-07,148.262666603,148.262666603,58.9267272727,15.1687169231,20.7344302789,1.8736940792,1.70374240357,3051109,2,False,False,True,True,False,False,False,2014-05-11,2014-05-11,2014-02-13,silkcoinproject,1,2,1,1,3,3,0,0.0,0.002383058,0.002388985,0.0002598701,2.572943e-05,0.0002599171,2.572943e-05,0.0,5.0,1.727347e-06,1.532332e-06,6.564478e-06,6.322907e-06,0.0
SLING,Sling,0.000912011,4.445e-05,20.5176827897,20.5176827897,20.5176827897,3.74151231743,3.74151231743,1.57774045258,1.57774045258,413036,3,False,False,False,True,False,False,True,2015-04-21,2015-04-21,2015-04-21,DG.Slayer,1,3,1,1,85,85,0,0.01820728,0.001118428,0.001119355,8.906942e-05,1.362027e-05,8.90741e-05,1.362027e-05,0.0,3.0,1.471522e-05,1.284807e-05,4.589113e-05,4.336e-05,0.0
PLNC,PLNcoin,2.70543e-05,1.80055e-07,150.255755186,150.255755186,12.0241333333,7.67337713803,9.05982234691,1.85445689881,2.00802499229,39874,1,False,False,False,False,False,False,False,2014-04-15,2014-04-15,2014-03-11,WalutowyKrol,1,17,1,49,11,6,5,0.0,0.001899987,0.001902865,0.0002042549,3.012076e-05,0.0002042917,3.012091e-05,767.0661,4.0,1.969312e-06,1.74094e-06,7.045766e-06,6.835847e-06,0.0
PKB,ParkByte,0.000100039,5.49962e-06,18.190165866,16.7879683905,16.7879683905,5.01748460569,6.20458108139,4.9059908806,6.06939403096,10527,3,False,False,False,False,False,False,True,2015-05-18,2015-05-18,2015-04-30,ParkByte,1,43,2,1,23,23,0,0.07114625,0.00111452,0.00111549,8.812522e-05,1.356282e-05,8.813047e-05,1.356282e-05,0.0,4.0,2.838206e-06,2.530417e-06,9.887804e-06,9.550374e-06,0.0
TENNET,TenneT,2.46499e-06,1.09957e-07,22.4177633075,22.4177633075,22.3965800783,3.35399880492,3.40742160368,3.28978002571,3.29047391003,3994,2,False,False,False,False,False,False,False,2015-08-10,2015-08-10,2015-06-20,TenneT,1,17,1,1,14,14,0,0.1428571,0.001088902,0.001089836,8.516076e-05,1.332889e-05,8.516576e-05,1.332889e-05,0.0,4.0,9.346357e-06,8.333472e-06,3.10173e-05,2.998702e-05,0.0
GCC,GuccioneCoin,1.38958e-06,1.40078e-07,9.92004454661,9.92004454661,9.92004454661,3.74139199556,4.00082895935,2.28758064815,2.69708729732,443,1,False,False,False,False,False,False,False,2015-08-20,2015-08-20,2015-06-22,GCMATeam,1,11,2,1,0,0,0,0.0,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,1.332108e-05,0.0,inf,8.372007e-07,7.664024e-07,3.222768e-06,3.17287e-06,0.0
DOGED,DogeCoinDark,1.29866e-07,7.3538e-09,17.6597133455,3.24866417179,2.59643202025,3.5198898714,2.39776532962,1.60518984508,1.4956103731,357888,9,False,False,False,True,False,False,True,2014-10-25,2014-10-25,2014-10-10,Dogedarkdev,1,46,2,1,21,21,0,0.07619048,0.001283236,0.001284335,0.0001028429,1.500623e-05,0.0001028503,1.500623e-05,0.0,4.0,2.04113e-06,1.81641e-06,7.117953e-06,6.844498e-06,0.0
CSC,CasinoCoin,9.32121e-05,1.06e-06,87.9359433962,87.9359433962,1.37602745793,11.2249339967,15.1832490159,4.26982269416,4.26982269416,403172,2,False,False,False,True,False,False,False,2013-07-25,2013-07-25,2013-07-19,transcoder,1,46,4,8,32,31,1,0.1330645,0.01111768,0.01125867,0.0008444944,0.0001017684,0.00084528,0.0001017715,10039.97,3.0,4.341673e-05,3.525567e-05,0.0001240297,0.0001081351,0.0
GCN,GCoin,1.9947e-09,1.047e-10,19.0515759312,9.23472222222,7.85933806147,4.88821853866,3.82616430005,2.71888600217,2.30604506391,6965,2,False,False,False,False,False,False,False,2014-11-16,2014-11-16,2014-04-05,Mr G,1,20,1,1,0,0,0,0.0,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,2.072195e-05,0.0,inf,1.162562e-06,1.062459e-06,4.582796e-06,4.507822e-06,0.0
SHA,SHACoin,3.68779e-07,9.9937e-09,36.9011477231,36.9011477231,36.8779,5.18574045896,5.43609895263,1.83492002139,1.93012939787,10689,2,False,False,False,False,False,False,False,2014-06-25,2014-06-25,2014-03-18,matt4054,1,168,4,369,81,26,55,0.0382716,0.001841998,0.001844254,0.0001939763,2.929674e-05,0.0001940021,2.929686e-05,104733.8,4.0,1.765675e-05,1.435555e-05,4.32358e-05,3.797554e-05,1.0
MOTO,Motocoin,5.89979e-05,6e-08,983.298333333,983.298333333,59.5938383838,7.94905097001,8.67740442962,2.93124044415,2.67053991504,35416,1,False,False,False,False,False,False,False,2014-06-03,2014-06-03,2014-05-02,WilliamLie2,1,84,2,1,11,11,0,0.09090909,0.00164133,0.001643326,0.0001481344,1.931994e-05,0.0001481533,1.931994e-05,0.0,4.0,3.14847e-06,2.820012e-06,9.733895e-06,9.216432e-06,0.0
CAGE,CageCoin,9.12e-10,1.8e-11,50.6666666667,50.6666666667,4.08602150538,4.14246369083,4.57395387377,2.56081938499,3.54018855239,8192,2,False,False,False,False,False,False,False,2014-04-15,2014-04-15,2014-01-02,Nicolas_Cage,1,19,3,1,19,19,0,0.07602339,0.003870654,0.003883215,0.0004090658,3.814028e-05,0.000409216,3.814028e-05,0.0,4.0,1.602549e-05,1.366005e-05,4.856006e-05,4.490888e-05,0.0
LEAF,LeafCoin,2.47258e-07,6.303e-10,392.286212914,392.286212914,131.478251622,20.274189798,21.0345734496,1.78165844143,2.08062932209,651245,2,False,False,False,True,False,False,False,2014-02-02,2014-02-02,2014-01-25,mcg,1,118,7,29,148,147,1,0.02279831,0.003333105,0.00334436,0.0003175455,4.206965e-05,0.0003176214,4.207013e-05,154036.3,4.0,9.195185e-05,8.042603e-05,0.0002821864,0.000268755,0.0
XCE,Cerium,1.3011e-05,1.85094e-06,7.02940127719,7.02940127719,7.02940127719,1.4656586712,1.56572846507,1.42319276299,1.36702202482,9550,2,False,False,False,False,False,False,False,2015-06-10,2015-06-10,2015-06-07,Cerium,1,21,1,1,18,18,0,0.04575163,0.001092488,0.001093526,8.567917e-05,1.338455e-05,8.568443e-05,1.338455e-05,0.0,4.0,1.509004e-06,1.350714e-06,5.169323e-06,4.999875e-06,0.0
XCH,ClearingHouse,5.83892e-06,3.1e-07,18.8352258065,18.8352258065,12.1644166667,2.71083165464,2.72917840302,1.49319796148,1.49173856656,46369,2,False,False,True,False,False,True,False,2014-10-04,2014-10-04,2014-08-12,btcdrak,1,406,9,435,460,439,21,0.007252539,0.00141686,0.001418811,0.0001117832,2.10073e-05,0.0001117935,2.100737e-05,1574739.0,3.0,0.0001543953,0.0001461387,0.0004729456,0.0004770279,0.0
DOGE,Dogecoin,2.84242e-06,2.30997e-07,12.3050082902,12.3050082902,5.87006399944,3.77796925281,3.95423380592,2.27329277711,2.54060911914,437597191,46,False,True,True,True,True,True,True,2013-12-15,2013-12-15,2013-12-09,Dogecoin,1,24,2,1,97,96,1,0.02362543,0.005746156,0.005771738,0.0005930207,7.184961e-05,0.0005932514,7.185063e-05,77056.98,3.0,0.0001328784,0.0001191474,0.0003886651,0.0003724008,0.0
XCN,Cryptonite,7.59837e-05,3.50188e-07,216.979736599,216.979736599,84.8619580513,18.9065924522,18.9065924522,2.31671911607,2.31671911607,407458,3,False,False,True,False,True,True,False,2014-08-02,2014-08-02,2014-07-19,Cryptonite XCN,1,3,1,1,1,1,0,0.0,0.001454518,0.001456467,1.649893e-05,1.649866e-05,1.649893e-05,1.649866e-05,0.0,inf,1.133328e-06,1.03898e-06,4.420711e-06,4.353543e-06,1.0
MOON,Mooncoin,2.45932e-07,2.807e-10,876.138225864,876.138225864,130.954206603,25.4465895012,25.9390205424,2.39691104461,2.36095349847,4342351,4,False,False,False,True,False,False,False,2014-01-06,2014-01-06,2013-12-29,deaconboogie,1,30,1,1,62,62,0,0.01903755,0.004271038,0.004285119,0.0004354881,3.955696e-05,0.0004356013,3.955696e-05,0.0,4.0,6.915672e-05,5.787729e-05,0.0002151416,0.0001958702,0.0
XCP,Counterparty,0.0218774,0.00253535,8.62894669375,6.66565105984,6.66565105984,3.3688401075,2.91452177649,2.28927241886,1.60818366392,7578111,7,False,False,True,False,False,True,True,2014-02-15,2014-02-15,2014-01-03,PhantomPhreak,1,147,1,1,17,16,1,0.01666667,0.003888097,0.003900037,0.0004033199,3.782148e-05,0.0004034424,3.782148e-05,99.0,3.0,0.0001023037,0.000102486,0.0002807357,0.0003044227,0.0
BTC,Bitcoin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16353603910,59,True,True,False,True,True,True,False,2013-04-28,2013-04-28,2012-03-15,joshbb,1,25,6,6,1,0,1,0.0,0.03079226,0.03184412,0.0002016942,0.0003515767,0.0002016942,0.000351618,0.0,inf,1.253191e-05,1.131068e-05,4.340438e-05,4.24756e-05,1.0
BTB,BitBar,0.89421,0.00068821,1299.32724023,1299.32724023,501.739403665,27.5165112057,27.5165112057,9.69558487253,9.69558487253,728223,3,False,False,False,True,False,True,False,2013-05-09,2013-05-09,2013-05-05,sido,1,60,2,19,24,18,6,0.2597403,0.01587336,0.0161392,0.00109254,0.0001517504,0.001093659,0.0001517589,48.73242,3.0,5.651472e-05,4.410019e-05,0.0001487987,0.0001281337,1.0
JBS,Jumbucks,0.000144981,7.43421e-06,19.5018704072,1.72436309142,1.72436309142,2.62274568019,1.27494145974,2.19788967449,1.26736251415,381037,3,False,False,False,True,False,False,True,2014-09-07,2014-09-07,2014-09-02,jyap,1,28,1,108,29,21,8,0.04558405,0.00135805,0.001359454,0.0001074861,2.043041e-05,0.0001074933,2.043049e-05,18545.85,4.0,2.119865e-05,1.878998e-05,6.157215e-05,5.862029e-05,0.0
ISR,Isracoin,0.000604306,1.4e-07,4316.47142857,4316.47142857,4316.47142857,24.0416602407,24.2483761272,2.03932164477,2.01841883486,420532,0,False,False,False,False,False,False,False,2014-04-08,2014-04-08,2014-03-25,IsraelCoin,1,34,3,1,1,1,0,0.0,0.001785782,0.001789456,0.0001832361,2.142796e-05,0.0001832644,2.142796e-05,0.0,5.0,1.255411e-06,1.14099e-06,4.903119e-06,4.806336e-06,0.0
SWING,Swing,0.000199908,3.8222e-05,5.23018157082,2.18980308992,1.78352336599,1.68462741925,1.40116500399,1.41633749768,1.38352679782,242523,2,False,False,False,False,False,False,True,2015-09-28,2015-09-28,2013-05-20,zerodrama,1,147,14,19,10,2,8,0.08888889,0.01389009,0.01405131,0.0009351515,0.0001303323,0.000935579,0.0001303367,3.833333,5.0,4.979058e-06,4.402828e-06,1.84475e-05,1.783708e-05,0.0
SPHR,Sphere,3.54705e-05,4.00494e-06,8.85668699157,8.44535714286,8.44535714286,1.98521508781,1.948091828,2.11270407235,1.79168540092,69179,2,False,False,False,False,False,False,True,2015-05-02,2015-05-02,2015-05-01,ChronoSphereDev,1,9,1,1,60,60,0,0.02090395,0.001113365,0.001114284,8.807943e-05,1.355656e-05,8.80841e-05,1.355656e-05,0.0,4.0,6.369751e-06,5.578621e-06,2.216011e-05,2.106617e-05,0.0
MUE,MonetaryUnit,7.96608e-06,4.09902e-08,194.341086406,194.341086406,14.4828075202,13.9061205175,13.9302898947,5.18198631195,5.14376249593,14728,5,False,False,False,False,False,False,True,2014-11-01,2014-11-01,2014-09-12,Mue,1,99,2,1,5,3,2,0.1,0.001339671,0.001341396,1.538012e-05,2.021074e-05,1.538012e-05,2.021084e-05,128.6667,inf,1.031854e-06,9.419707e-07,4.006181e-06,3.930248e-06,0.0
OCTO,Octo,5.88368e-06,3.74853e-08,156.959661521,156.959661521,22.6295384615,6.21401706881,7.65739113026,4.07323572864,3.88640600275,1830,2,False,False,False,False,False,False,True,2015-03-22,2015-03-22,2015-02-20,OCTOPARTY,1,179,1,1,2,2,0,0.0,0.001147139,0.001148317,9.247329e-05,1.394817e-05,9.247836e-05,1.394817e-05,0.0,4.0,8.783005e-06,7.749519e-06,2.603873e-05,2.518394e-05,0.0
2BACCO,2BACCO,2.86141e-07,2e-08,14.30705,14.30705,7.153525,3.47625126288,3.47625126288,1.94132187894,1.94132187894,87,2,False,False,False,False,False,False,False,2015-07-25,2015-07-25,2015-06-23,2bacco,1,44,2,1,8,8,0,0.07142857,0.00109006,0.001091097,8.49148e-05,1.331398e-05,8.491988e-05,1.331398e-05,0.0,4.0,3.727956e-06,3.437445e-06,1.158901e-05,1.139098e-05,0.0
ISL,IslaCoin,2.84989e-05,7.70335e-06,3.69954630128,3.23116780045,2.96389318757,2.15842705518,2.22561704065,1.65584221056,1.68650545534,432739,2,False,False,False,False,False,False,False,2015-09-28,2015-09-28,2015-05-06,isladev,1,26,2,1,18,18,0,0.04575163,0.00111193,0.001112973,8.767677e-05,1.352869e-05,8.768226e-05,1.352869e-05,0.0,4.0,1.55043e-06,1.393016e-06,5.628906e-06,5.464406e-06,0.0
DGB,DigiByte,1.85318e-06,1.09935e-07,16.8570518943,16.8570518943,3.64749669828,4.63065280047,4.63065280047,3.3197361079,3.3197361079,2061444,6,False,False,True,True,False,False,True,2014-02-06,2014-02-06,2014-02-04,sa_ddam213,1,24,9,30,7,5,2,0.0,0.002838292,0.002845965,0.0002963961,3.734994e-05,0.0002964517,3.735038e-05,28.91667,4.0,5.664075e-06,4.578905e-06,1.838499e-05,1.603823e-05,0.0
DGC,Digitalcoin,0.000794928,1.25298e-05,63.4429919073,63.4429919073,27.0907058535,7.35988054853,10.8051359032,4.05668768567,4.05668768567,3270771,9,False,False,False,True,True,True,True,2013-06-09,2013-06-09,2013-05-21,schnebi,1,172,13,18,13,5,8,0.1666667,0.01386747,0.01400728,0.0009263848,0.0001278631,0.0009270488,0.0001278682,11246.41,3.0,4.051464e-05,3.499128e-05,0.0001158759,0.0001087927,0.0
ECC,ECCoin,9.94776e-08,7.44e-10,133.706451613,133.706451613,64.158400516,7.01665594585,8.09404820353,1.55746129107,1.44015724284,925146,4,False,False,False,False,False,False,False,2014-03-20,2014-03-20,2014-03-07,hostmaster,1,968,44,97,547,237,310,0.02650099,0.001985971,0.001989547,0.0002118643,3.069518e-05,0.0002118946,3.069535e-05,2904707.0,3.0,6.144018e-05,5.387988e-05,0.0001760098,0.0001674111,0.0
LIQUID,LIQUID,0.0181145,0.00486451,3.7238077422,2.20976176854,2.20976176854,1.76145242449,1.17353057052,1.85636274704,1.14749623114,55154,2,False,False,True,False,False,False,False,2015-02-06,2015-02-06,2014-04-02,Bitcoin Magazine,1,289,28,2,34,12,22,0.1016043,0.001766509,0.001768869,0.0001752705,2.776578e-05,0.0001752951,2.776592e-05,2895.646,4.0,4.264442e-06,3.581125e-06,1.239592e-05,1.160098e-05,0.0
ASC,AsicCoin,4.90187e-06,2.14441e-08,228.588283024,228.588283024,92.3250636612,18.7118980256,19.5341435551,1.64807103732,1.69544741666,984369,1,False,False,False,True,False,False,False,2013-12-31,2013-12-31,2013-09-12,asicuser,1,26,2,2,22,18,4,0.1255411,0.009411232,0.009499561,0.0007494082,9.168493e-05,0.0007499659,9.168714e-05,5399.4,4.0,2.005835e-05,1.592961e-05,6.266939e-05,5.402034e-05,0.0
KUMA,Kumacoin,1.03251e-06,1.99896e-08,51.6523592268,51.6523592268,11.4723333333,7.20568674437,7.16732909713,5.49398325148,5.37549713887,4463,2,False,False,False,False,False,False,False,2014-08-02,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.001654287,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,0.0,4.0,2.017936e-06,1.75482e-06,6.990933e-06,6.622058e-06,0.0
QTL,Quatloo,0.000284338,1.8684e-06,152.182616142,25.8017622345,24.2154658491,7.4224232992,7.8308880085,2.31129355763,2.254765143,620363,2,False,False,True,False,False,False,True,2014-07-12,2014-07-12,2014-06-18,MarKusRomanus,1,396,10,433,169,96,73,0.1721201,0.001536496,0.001538778,0.0001242397,2.271929e-05,0.000124252,2.271939e-05,13944.28,3.0,8.357649e-05,7.372652e-05,0.0001563122,0.000145067,0.0
BITS,Bitstar,2.73657e-05,9.08427e-07,30.1242697542,30.1242697542,2.75656613071,2.94380686396,2.94380686396,2.30360887373,2.30360887373,149543,2,False,False,True,False,False,False,True,2014-04-23,2014-04-23,2014-04-18,Bitstar_coin,1,53,1,1,11,11,0,0.0,0.001673703,0.001675958,0.0001657529,2.013936e-05,0.0001657693,2.013936e-05,0.0,4.0,3.68344e-06,3.335182e-06,1.412884e-05,1.377545e-05,0.0
JKC,Junkcoin,0.000143154,1.42956e-07,1001.38504155,510.717088833,160.847191011,19.5038035818,17.9196045627,1.53618576231,1.53618576231,953409,1,False,False,False,True,False,False,False,2013-06-14,2013-06-14,2013-06-17,the1silverwolf,1,293,12,41,77,56,21,0.08552388,0.01268453,0.01281295,0.0008619965,0.0001134471,0.0008625539,0.0001134504,1550.992,3.0,0.0001286047,0.0001125369,0.0003570238,0.0003363607,0.0
VTA,Virtacoin,3.92286e-08,6.9553e-09,5.64010179288,5.64010179288,1.94855976277,2.76182270803,2.76182270803,1.98540899789,1.98540899789,42705,4,False,False,False,False,False,False,False,2014-08-09,2014-08-09,2014-08-12,VirtaCoinDev,1,0,0,1,2,2,0,0.0,0.00141483,0.001416125,0.0001117796,1.597699e-05,0.0001117873,1.597699e-05,0.0,5.0,1.536148e-06,1.350052e-06,5.137781e-06,4.93356e-06,0.0
VTC,Vertcoin,0.00706114,2.59402e-05,272.208386982,272.208386982,51.3742951726,9.16954537631,9.14195004379,2.72185220616,2.75512711165,25380679,14,False,False,True,True,False,True,True,2014-01-20,2014-01-20,2014-01-30,vertoe,1,0,0,2,5,1,4,0.0,0.003044616,0.003054321,0.0003051752,3.927932e-05,0.0003052443,3.927974e-05,6.5,5.0,1.629173e-06,1.475315e-06,6.222615e-06,6.112676e-06,1.0
FRK,Franko,0.0262844,5.57054e-05,471.846535524,471.846535524,471.846535524,20.7700097093,21.5126564427,10.1038755406,10.1038755406,458540,2,False,False,False,True,False,False,False,2013-06-09,2013-06-09,2013-05-12,defaced,1,230,7,801,95,87,8,0.09101768,0.01432325,0.01446736,0.0009981174,0.0001376903,0.0009988257,0.0001376949,8708.429,3.0,0.0001609579,0.0001317218,0.0004512842,0.0004063173,0.0
DUB,Dubstep,3.0613e-06,3.33188e-07,9.18790592698,9.18790592698,4.01321438638,2.93617439434,2.93617439434,1.47805335219,1.47805335219,4994,2,False,False,False,False,False,False,True,2015-06-30,2015-06-30,2015-06-06,DUBSTEP-DEV,1,40,1,1,16,16,0,0.06666667,0.00109364,0.001094695,8.573586e-05,1.338903e-05,8.57413e-05,1.338903e-05,0.0,4.0,2.411362e-06,2.24922e-06,7.916096e-06,7.923465e-06,0.0
NBL,Nibble,0.0001,8.2e-07,121.951219512,121.951219512,82.6446280992,7.72646670586,14.5234101608,35.4057050428,35.4057050428,2549,1,False,False,False,True,False,False,False,2013-06-14,2013-06-14,2013-05-19,hyoshi,1,101,9,1,93,93,0,0.08719028,0.01411482,0.01425562,0.0009452824,8.497621e-05,0.0009458377,8.497621e-05,0.0,3.0,0.0002342973,0.0001880956,0.0005989842,0.0005234319,0.0
EUC,Eurocoin,3.56e-06,3.09956e-07,11.4855011679,11.4855011679,7.12076904306,3.73843618204,4.02063057831,2.82992669103,2.54461453242,111,1,False,False,False,False,False,False,False,2015-08-23,2015-08-23,2014-03-05,deeppurple72,1,373,74,248,128,72,56,0.04304762,0.002021018,0.002024651,0.0002178529,3.102939e-05,0.0002178804,3.102954e-05,426789.3,4.0,7.587512e-05,6.758304e-05,0.0002261149,0.0002173112,0.0
UNB,UnbreakableCoin,0.000717559,8.04219e-06,89.2243281992,23.919510382,23.919510382,15.486313638,8.35320510175,2.18989725909,2.09699070158,514578,3,False,False,False,True,False,False,False,2014-05-23,2014-05-23,2014-03-28,jimblasko,1,66,5,1,11,11,0,0.01818182,0.001765271,0.001767843,0.0001775654,2.11815e-05,0.0001775816,2.11815e-05,0.0,4.0,7.336905e-06,6.504122e-06,2.154783e-05,2.033071e-05,0.0
CARB,Carboncoin,2.02166e-08,2.636e-10,76.6942336874,2.73319182879,2.02166,2.19189303724,1.90613345146,1.99783759341,1.96809654174,11937,1,False,False,False,False,False,False,False,2014-08-02,2014-08-02,2014-03-07,axismundi,1,246,3,10,5,3,2,0.1,0.001981592,0.001983887,0.0002118192,3.069473e-05,0.0002118477,3.069498e-05,24.42511,5.0,1.857375e-06,1.681862e-06,6.843438e-06,6.66958e-06,0.0
BBR,Boolberry,0.00185917,4.30995e-05,43.1366953213,43.1366953213,43.1366953213,7.01031618359,7.01031618359,2.50968159278,2.50968159278,1734449,4,False,False,True,False,False,True,True,2014-06-24,2014-06-24,2014-07-06,silvo,1,10,1,135,9,1,8,0.1111111,0.001476404,0.001478396,0.0001172647,2.204799e-05,0.0001172721,2.204808e-05,51.33333,4.0,1.824798e-06,1.567862e-06,6.024046e-06,5.671392e-06,1.0
YAC,Yacoin,0.000390374,7.70172e-07,506.865998764,506.865998764,284.77407683,10.409632128,12.6530255984,16.7383367032,16.7383367032,401453,5,False,False,False,True,False,True,False,2013-06-09,2013-06-09,2013-05-06,pocopoco,1,12,1,1,34,34,0,0.1016043,0.01514991,0.01533842,0.00108208,9.602458e-05,0.001083044,9.602458e-05,0.0,3.0,8.169165e-05,6.305613e-05,0.0002132674,0.0001818959,1.0
UNO,Unobtanium,0.0376279,0.00210009,17.9172797356,17.9172797356,6.71056808495,4.6022117423,4.62718404362,1.88013285143,1.95104176299,5975357,6,False,False,False,True,False,False,True,2013-12-21,2013-12-21,2014-02-17,ArcticWolfie,1,3,0,76,9,0,9,0.02777778,0.002345232,0.00235176,2.510923e-05,3.36443e-05,2.510923e-05,3.364461e-05,0.0,inf,1.309743e-06,1.195984e-06,5.259669e-06,5.175287e-06,0.0
OMC,Omnicoin,4.1031e-05,2.30179e-06,17.8256921787,17.8256921787,15.6011406844,4.21764739419,4.21764739419,3.27570433213,3.27570433213,51100,1,False,False,False,False,False,False,True,2014-05-11,2014-05-11,2015-02-22,MeshCollider,1,0,0,116,12,11,1,0.01515152,0.001147474,0.001148475,9.241413e-05,1.393709e-05,9.241958e-05,1.393709e-05,52.41667,4.0,1.942398e-06,1.73385e-06,6.923987e-06,6.690275e-06,0.0
ZED,Zedcoin,2.10372e-05,4.9e-07,42.9330612245,42.9330612245,35.062,5.20881434311,5.2948090415,1.77474427946,1.77989151649,413758,1,False,False,False,True,False,False,False,2014-03-06,2014-03-06,2014-01-26,Kilo88,1,54,5,1,8,7,1,0.07142857,0.003286411,0.003296599,0.0003197466,4.138843e-05,0.0003198465,4.138874e-05,9065.667,4.0,4.609995e-06,4.100021e-06,1.640205e-05,1.573347e-05,0.0
CRC,CraftCoin,0.00191024,2e-06,955.12,955.12,955.12,10.6284477864,10.905939688,6.37998266299,6.37998266299,114670,1,False,False,False,True,False,False,False,2013-07-07,2013-07-07,2013-07-06,Blindfolded,1,66,3,346,50,31,19,0.127551,0.01152461,0.01166874,0.0008709745,0.0001059253,0.000871568,0.000105929,84.5,3.0,4.282047e-05,3.37873e-05,0.000102899,8.829996e-05,0.0
HVC,Heavycoin,7.23011e-05,1.60224e-07,451.250124825,451.250124825,328.641363636,17.7354052554,17.7354052554,1.83596255981,1.83596255981,792845,2,False,False,False,True,False,False,False,2014-03-12,2014-03-12,2014-02-18,keccak512,1,242,2,275,41,36,5,0.02317073,0.002330769,0.002334878,0.0002475724,3.340726e-05,0.0002476158,3.340749e-05,51459.4,4.0,1.753452e-05,1.445557e-05,5.4029e-05,4.872047e-05,1.0
CRAVE,Crave,0.00578945,6.52383e-05,88.7431156238,88.7431156238,88.7431156238,5.02255666196,5.00789623469,2.16171584507,2.12053501169,1877462,4,False,False,False,True,False,False,True,2015-03-26,2015-03-26,2015-03-21,industrialcoinmagic,1,33,1,1,19,19,0,0.06432749,0.001130916,0.001131908,9.074825e-05,1.377847e-05,9.07538e-05,1.377847e-05,0.0,4.0,2.583137e-06,2.323807e-06,9.160236e-06,8.876915e-06,0.0
ZET,Zetacoin,9.48112e-05,6.76524e-07,140.144621625,46.949485746,16.2955960682,4.9832222167,4.49391319406,2.17428088783,2.17428088783,12385063,7,False,False,False,True,False,True,False,2013-09-10,2013-09-10,2013-08-04,Giskard,1,107,5,81,79,53,26,0.1971362,0.01053698,0.01067208,0.0008123045,9.807085e-05,0.0008129669,9.80748e-05,615.6646,4.0,6.232306e-05,5.293837e-05,0.0001653756,0.000149561,0.0
FRC,Freicoin,0.00133721,1.95662e-06,683.428565588,683.428565588,425.720698493,27.4351402325,27.71628585,28.0093553353,28.0093553353,519037,5,False,False,False,True,False,True,False,2013-05-03,2013-05-03,2014-06-28,FreicoinMafia,1,0,0,1,0,0,0,0.0,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,0.0,inf,1.010556e-06,9.261745e-07,3.951048e-06,3.890774e-06,0.0
SLFI,Selfiecoin,1.6e-07,9.9885e-09,16.0184211844,16.0184211844,16.0,6.93969057,9.42587522979,2.7235944908,3.97047511162,823,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2015-03-06,freedomsr40,1,148,7,159,42,30,12,0.07433217,0.001141488,0.001143008,9.133178e-05,1.835348e-05,9.133752e-05,1.835359e-05,2326.483,4.0,1.530966e-05,1.359911e-05,3.928342e-05,3.733108e-05,0.0
