symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
TIPS,FedoraCoin,2.38568e-08,2.23919e-10,106.542097812,106.542097812,8.39239165995,10.6182445704,10.9254542343,5.7462250172,5.65144985153,13.9541840062,32.0441753888,3361049312.2,4940265178.98,10284.2336126,833.148560108,2.47709334309e+12,1.28446894653e+11,2,False,False,False,False,False,True,False,2013-12-31,2013-12-31,2013-12-30,2013-12-31,invisibel,1,28,1,9,21,20,1,0.09473684,0.004028149,0.004042721,0.0004222422,5.462318e-05,0.0004223767,5.46238e-05,7429.2,3.0,8.703693e-05,7.541448e-05,0.0002602666,0.0002435033,1.0
NODE,Node,2.65e-06,4e-08,66.25,66.25,37.8571428571,4.92978534464,10.526470841,3.60533041727,10.3415958692,2.92520345737,7.58271429875,3979745.2836,8172389.62203,1407.02286299,1266.31328789,1914257481.41,1364789066.88,2,False,False,False,False,False,True,False,2014-09-13,2014-09-13,2014-04-30,2014-09-13,koop4u,1,183,9,193,353,344,9,0.01243201,0.001326421,0.001328254,0.0001059882,2.021808e-05,0.0001059983,2.021816e-05,311262.7,3.0,8.685111e-05,8.467139e-05,0.0002682453,0.0002789925,0.0
BITGOLD,bitGold,7.02033,2.28585,3.07121202179,3.07121202179,2.82708477634,1.43711255271,2.35689604112,1.38142481453,1.40912318269,1.9804232961,4.13947229274,0.389697618847,0.798360283626,726.815349671,376.691978639,143.019026117,72.65078581,1,False,False,False,False,False,False,False,2015-01-04,2015-01-04,2014-03-21,2015-01-04,Gold-Bars,1,217,3,311,245,243,2,0.008665105,0.001175196,0.001176445,9.487679e-05,1.883075e-05,9.48827e-05,1.883084e-05,641361.3,4.0,4.649379e-05,4.510491e-05,0.0001454629,0.0001509794,0.0
RBY,Rubycoin,0.000509143,8.97101e-07,567.542562097,2.0420856312,1.73342389547,7.54089970441,29.9642602778,32.2076356018,1.47028615287,10.0060558134,10.0895118523,632968.339837,661049.458366,6583.98472523,6346.30295511,416493167.613,415800109.312,3,False,False,True,False,False,False,True,2014-03-20,2014-03-20,2014-02-11,2014-03-20,rby,1,7,1,42,401,399,2,0.004836211,0.001825197,0.001827329,0.0001890013,2.910715e-05,0.0001890204,2.910738e-05,489930.8,3.0,0.0001330154,0.0001138937,0.0004486777,0.0004154342,0.0
DOPE,DopeCoin,2.58826e-05,9.99837e-09,2588.68195516,2588.68195516,103.5304,33.1664826415,34.3701995248,19.000561093,19.1178656153,1.50221948609,12.2948917801,1102787.70759,806044.58008,1026.015909,61.4744589005,753204004.287,4030222.9004,1,False,False,False,False,False,False,True,2014-02-22,2014-02-22,2014-02-16,2014-02-22,userpacman,1,386,29,51,222,189,33,0.03397779,0.002203113,0.002209014,0.0002350065,3.26802e-05,0.0002350455,3.268041e-05,324647.6,4.0,9.870829e-05,8.350171e-05,0.0003248052,0.0002963799,0.0
RBT,Rimbit,0.0039985,5.91479e-06,676.017238144,676.017238144,254.87958796,66.1526179869,83.8252012466,101.806414054,102.778167995,0.421633655483,0.197453754294,10735.2783567,4281.379188,184.253907446,17.1784766236,4691316.64189,372479.989356,3,False,False,False,False,False,False,False,2014-10-26,2014-10-26,2014-04-19,2014-10-26,garden.stater,1,2,1,190,2,2,0,0.0,0.001250368,0.001251401,0.0001013901,1.483239e-05,0.0001013964,1.483239e-05,0.0,4.0,1.295627e-06,1.154978e-06,4.270516e-06,4.139665e-06,0.0
RBR,RibbitRewards,2.37392e-06,1.00001e-07,23.7389626104,23.7389626104,12.4943157895,2.73196455113,2.82699905061,2.72032293686,3.03887681588,1.50946700805,16.6766248403,1729728.77117,10539714.6271,526.803985811,133.412998723,603675341.137,84317717.017,1,False,False,False,False,False,False,True,2015-01-23,2015-01-23,2014-08-15,2015-01-23,ribbitcoin,1,1,1,161,6,6,0,0.1333333,0.001164989,0.001166266,9.358552e-05,1.411532e-05,9.359188e-05,1.411532e-05,0.0,4.0,1.887387e-06,1.669174e-06,6.508071e-06,6.21973e-06,0.0
SLR,SolarCoin,6.99841e-05,2.52303e-06,27.7381164711,4.56416059061,1.93861772853,3.30609324289,6.98330540548,4.30580459203,2.04386110458,1.5362490337,1.753332464,94518.4426717,121001.051947,997.025622869,806.532933442,61342469.2939,55660483.8958,2,False,False,False,False,False,False,True,2014-03-29,2014-03-29,2014-01-23,2014-03-29,ddirt,1,29,1,79,109,108,1,0.01834862,0.001739198,0.00174121,0.0001762061,2.814223e-05,0.000176222,2.814238e-05,60930.34,3.0,4.238112e-05,3.600549e-05,0.0001285075,0.0001187157,0.0
SLG,Sterlingcoin,0.000200506,2.95314e-06,67.8958667723,67.8958667723,14.7924689773,9.06448524154,9.06448524154,7.68592485524,7.68592485524,0.752833759213,7.60355508574,28858.107497,37921.8331907,354.584700589,7.60355508574,13592168.6311,37921.8331907,5,False,False,False,False,False,False,True,2014-09-23,2014-09-23,2014-08-02,2014-09-23,Sterlingcoin,1,297,1,52,170,170,0,0.006334842,0.001298677,0.001299866,0.0001045131,1.52381e-05,0.000104521,1.52381e-05,0.0,3.0,5.41976e-05,4.879707e-05,0.0001469949,0.0001427348,0.0
MCN,MonetaVerde,7.86902e-06,2.3e-07,34.2131304348,34.2131304348,18.3000465116,6.5428013634,10.2299775191,9.46811690287,10.674293477,0.0378333705517,0.0366046734359,45521.6501182,15055.2639799,18.8788519053,3.3676299561,22715303.409,1385084.28615,1,False,False,True,False,False,False,False,2014-08-25,2014-08-25,2014-06-15,2014-08-25,cryptomidnight,1,105,3,71,144,142,2,0.00799121,0.001364338,0.001366025,0.0001086706,2.066131e-05,0.0001086794,2.06614e-05,132363.6,3.0,2.228698e-05,2.254705e-05,7.129685e-05,7.686665e-05,0.0
DICE,NeoDICE,0.00163174,4.28669e-05,38.0652671408,38.0652671408,25.947505176,2.89572008839,2.92200334449,1.78647507885,1.79896018363,0.524056197241,15.8998110545,573.751539026,9750.54120612,222.19982763,31.799622109,243270.652547,19501.0824122,1,False,False,False,False,False,False,False,2014-11-08,2014-11-08,2012-09-26,2014-11-08,SRoulette,1,297,39,804,183,129,54,0.1226463,0.001240828,0.00124288,0.0001001516,1.935491e-05,0.0001001627,1.935502e-05,351984.6,3.0,0.0001740847,0.0002076765,0.0002489064,0.0003035923,0.0
NRB,Noirbits,0.000250264,3e-07,834.213333333,834.213333333,641.702564103,14.204456401,21.0335338395,15.8632474251,15.8632474251,0.248737830602,0.0,15766.5095692,0.0,227.843852831,0.0,14442122.7653,0.0,0,False,False,False,False,False,False,False,2013-07-04,2013-07-04,2013-08-08,2013-07-04,stbgefltc,1,78,2,50,6,3,3,0.6,0.01147685,0.01160253,0.0008648293,0.0001066235,0.0008655315,0.0001066265,0.0,3.0,1.198836e-05,1.109689e-05,3.369384e-05,3.346856e-05,0.0
LGD,LegendaryCoin,0.000488534,1.2e-07,4071.11666667,4071.11666667,4071.11666667,25.438277924,28.8293103351,674.427627562,675.489203541,1.16671502282,0.148283823877,1610665.47033,1093.33835772,470.186154196,0.889702943264,649098184.541,6560.03014631,0,False,False,False,False,False,False,False,2014-04-27,2014-04-28,2014-03-25,2014-04-28,legendarycoin,1,86,2,34,106,104,2,0.00989011,0.001628504,0.001631091,0.0001525967,2.603843e-05,0.0001526101,2.603861e-05,117310.3,4.0,2.938809e-05,2.644066e-05,9.980015e-05,9.646975e-05,0.0
QB,Quarkbar,1.18616e-05,2.8e-07,42.3628571429,42.3628571429,35.9442424242,6.33497169858,7.24047299461,6.38729516953,6.88395302936,0.045958864788,0.198883272585,24748.1650922,26025.9683989,17.2345742955,1.78994945327,9280561.90957,234233.71559,0,False,False,False,False,False,False,False,2014-05-26,2014-05-26,2014-02-26,2014-05-26,QuarkBar,1,26,1,89,208,208,0,0.01272761,0.001574981,0.001576595,0.0001323625,1.806946e-05,0.0001323733,1.806946e-05,0.0,3.0,8.962623e-05,7.991926e-05,0.000293519,0.0002826517,0.0
MCZ,MangoCoinz,0.000406651,4.00903e-06,101.433763279,71.2671376321,20.4209728123,3.49712848332,4.10570730372,2.73118510243,2.56702148619,0.517086397669,0.176773187649,3472.90100351,1924.26574549,149.955055324,12.9044426984,1007141.29102,140471.399421,2,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2014-12-22,2015-03-22,SreleFromMangoCoinz,1,158,1,192,160,159,1,0.01305031,0.001122376,0.00112316,9.019489e-05,1.826558e-05,9.019939e-05,1.826563e-05,301144.0,4.0,3.608191e-05,3.164406e-05,0.0001154522,0.0001097971,0.0
NRS,NoirShares,0.000468012,9e-06,52.0013333333,52.0013333333,26.0006666667,6.84452565129,7.77451474559,3.17288152155,3.68425961367,1.79498868385,16.5081899599,12169.1034127,72727.0452334,1123.66291609,396.196559037,7617858.73633,1745449.0856,0,False,False,False,False,False,False,False,2014-04-20,2014-04-20,2014-09-05,2014-04-20,chocobo,1,73,0,118,15,0,15,0.03809524,0.001644352,0.001648076,2.006622e-05,2.669759e-05,2.006622e-05,2.669782e-05,0.0,inf,1.146339e-06,1.048332e-06,4.486509e-06,4.415196e-06,0.0
AXR,Axron,6.01411e-05,9.69453e-07,62.0361172744,62.0361172744,26.262489083,10.3467503254,10.8371874488,8.98729794287,9.43989696069,0.741579328627,13.581683569,110819.296199,294072.777435,368.564926327,54.3267342759,55077190.211,1176291.10974,0,False,False,False,False,False,False,False,2014-08-27,2014-08-27,2014-08-14,2014-08-27,Project Axron,1,118,1,13,150,148,2,0.0098434,0.001360434,0.001361715,0.0001078016,2.058683e-05,0.0001078076,2.058693e-05,198604.2,4.0,2.886247e-05,2.572243e-05,9.803815e-05,9.467656e-05,0.0
EXE,Execoin,0.000205844,2.4e-07,857.683333333,857.683333333,857.683333333,21.1571876687,22.3840617621,11.0803116313,11.3498474209,1.73736052475,17.2686714177,93519.8306977,126805.702249,1158.81947001,86.3433570886,62377727.0754,634028.511246,1,False,False,True,False,False,False,False,2014-03-10,2014-03-10,2014-02-27,2014-03-10,execoin,1,60,1,11,174,174,0,0.007574248,0.001893978,0.001896524,0.0002047466,2.26922e-05,0.0002047721,2.26922e-05,0.0,3.0,8.715501e-05,7.649887e-05,0.000294617,0.000279955,0.0
EXC,Extremecoin,0.000332922,1.01457e-05,32.8140985836,32.8140985836,14.6410776247,5.15666810667,8.05233940423,5.11572084923,7.92836465598,0.169121893322,1.03423539392,2598.74804226,4270.91818017,121.936885085,52.7460050899,1873697.33847,217816.827189,2,False,False,False,False,False,True,False,2014-01-16,2014-01-16,2013-08-17,2014-01-16,CaptChadd,1,883,40,560,404,328,76,0.07612923,0.003794122,0.00381052,0.0003578279,4.756579e-05,0.0003579484,4.756632e-05,369361.7,3.0,0.0004322292,0.0004325108,0.0009787975,0.00102349,0.0
CKC,Checkcoin,3.1201e-05,2.39997e-07,130.005791739,130.005791739,91.7676470588,7.99258182244,8.89481158031,3.33692108987,4.78825640117,2.19152422265,44.0380664654,234381.699225,3310291.27833,1038.78248154,704.609063447,111096925.433,52964660.4533,1,False,False,False,False,False,False,False,2014-09-19,2014-09-19,2014-07-29,2014-09-19,BitsendInc,1,74,1,52,144,143,1,0.008449883,0.001312297,0.001313473,0.0001051392,1.52966e-05,0.0001051453,1.52966e-05,1358.75,4.0,2.653197e-05,2.312585e-05,8.540929e-05,8.042526e-05,0.0
SWARM,Swarm,0.000263962,2.01e-06,131.324378109,131.324378109,52.8981963928,6.65073156198,8.35287608067,6.55938230902,6.53069266027,1.03234928133,1.62245554155,25653.5926107,40752.8354122,493.462956476,128.173987782,12262417.2679,3219473.99757,3,False,False,True,False,False,False,False,2014-09-16,2014-09-16,2014-06-24,2014-09-16,fractastical,1,143,1,234,87,81,6,0.0163058,0.001320921,0.001322178,0.0001057295,2.016098e-05,0.0001057372,2.01611e-05,231023.5,3.0,5.994788e-05,5.282617e-05,0.0001490742,0.0001401959,0.0
HBN,HoboNickels,0.000531163,1.101e-05,48.2436875568,48.2436875568,38.0216893343,6.93724447724,10.7450804698,5.37963320655,8.20487517229,1.9091322678,5.81600041307,19335.7431589,29296.4396745,1428.03093631,761.896054112,14463135.8829,3837833.59736,1,False,False,False,False,False,False,False,2013-12-20,2013-12-20,2013-07-24,2013-12-20,thundertoe,1,218,35,927,568,532,36,0.03174512,0.004793176,0.004818473,0.0005005752,6.2958e-05,0.0005008191,6.295888e-05,268696.1,3.0,0.0004380734,0.0004484807,0.001038677,0.001160369,0.0
WS,Woodshares,2.91199e-05,7.72392e-06,3.77009342406,3.77009342406,3.51105709466,1.5006482494,1.60013651434,1.35100301613,1.3539178541,0.0252760118856,0.0775660465957,1172.66777335,2941.10341996,4.7518902345,0.775660465957,220461.541389,29411.0341996,1,False,False,False,False,False,False,False,2015-07-02,2015-07-02,2015-04-12,2015-07-02,KrLos,1,227,7,866,130,34,96,0.1192175,0.001082472,0.001083722,8.404632e-05,1.769271e-05,8.405138e-05,1.769279e-05,35329.58,3.0,1.897433e-05,1.605992e-05,2.551926e-05,2.35036e-05,0.0
BSTY,GlobalBoost-Y,1.96912e-05,1.66468e-06,11.8288199534,11.8288199534,8.47706295633,2.58363283547,24.941377409,3.30831768133,2.8183174244,3.48022450467,3.8869992995,584712.372216,654615.76468,1604.38349665,1574.2347163,269552403.592,265119384.695,4,False,False,False,False,False,False,True,2014-10-03,2014-10-03,2014-09-08,2014-10-03,GlobalBoost,1,231,3,161,216,210,6,0.009737014,0.001280467,0.001282444,0.000103101,1.984301e-05,0.0001031068,1.984309e-05,580033.3,4.0,3.964904e-05,3.575397e-05,0.000137671,0.0001347073,1.0
ELP,ElephantCoin,7.78898e-07,4.02671e-08,19.343285213,19.343285213,9.61944493845,5.730585331,6.26699110265,6.67922630701,6.75216290834,0.0267803940286,0.0170598662377,229647.928622,97890.1650191,13.3098558322,0.818873579411,114135020.525,4698727.92092,0,False,False,False,False,False,False,False,2014-08-26,2014-08-26,2013-07-15,2014-08-26,thisnewcoin,1,596,10,468,321,214,107,0.1033871,0.001366511,0.001368783,0.0001080861,2.061666e-05,0.0001080965,2.061678e-05,797387.8,3.0,0.0001177928,0.0001230234,0.0002805619,0.0003060264,0.0
TCO,TacoCoin,2.94861e-06,5.0898e-09,579.317458446,579.317458446,403.078786421,15.5590469154,35.0690765362,18.1948053779,19.975781761,0.00785499159568,0.00946397168054,48470.3108679,45001.8030702,2.71782709211,1.7981546193,16770727.5603,8550342.58334,0,False,False,False,False,False,False,False,2014-07-21,2014-07-21,2014-06-14,2014-07-21,bassguitarman,1,30,3,67,82,68,14,0.03333333,0.001442963,0.001444485,0.0001132331,2.16181e-05,0.0001132411,2.161819e-05,165941.1,3.0,6.917106e-05,6.100049e-05,9.171589e-05,9.139713e-05,0.0
VNL,Vanillacoin,0.000511798,2.65549e-05,19.2732038155,6.6199808307,5.80065305771,3.46022276563,5.57938812868,2.90417174214,2.33666460395,22.6315102573,16.6329757804,128421.354853,123466.310879,6947.873649,2528.21231862,39425355.94,18766879.2537,2,False,False,True,False,False,False,True,2015-03-05,2015-03-06,2015-03-05,2015-03-06,traumschiff,1,721,6,458,369,252,117,0.02648402,0.001134061,0.001135409,9.088364e-05,1.836902e-05,9.089072e-05,1.836908e-05,585992.0,3.0,3.973384e-05,3.900455e-05,9.424003e-05,9.686219e-05,0.0
RIN,Ringo,3.29525e-06,2.35e-07,14.0223404255,14.0223404255,11.3629310345,2.15287697401,4.2513937912,2.05290453379,1.92146476536,0.0722285084429,0.116117063317,44997.5669376,73410.9912769,37.4865958818,25.1974027398,23353737.2406,15930185.1071,1,False,False,False,False,False,False,False,2014-08-02,2014-08-02,2014-05-23,2014-08-02,homhomhom,1,91,1,147,58,55,3,0.02359347,0.001426369,0.001427867,0.0001122776,2.128801e-05,0.0001122853,2.12881e-05,29788.72,4.0,1.014164e-05,8.914333e-06,3.383335e-05,3.215077e-05,0.0
LTBC,LTBcoin,2.74183e-06,6.52671e-08,42.0093737886,42.0093737886,21.9650396148,4.39715671955,4.53851074847,4.28068898113,4.31057487671,0.37108259252,0.65661247699,579353.630564,337075.437651,187.396709223,4.59628733893,292573583.435,2359528.06355,3,False,False,True,False,False,False,False,2014-08-20,2014-08-20,2014-07-27,2014-08-20,crackerhead,1,143,1,201,45,16,29,0.07087486,0.001373622,0.001375174,0.0001104927,2.082311e-05,0.0001105018,2.082319e-05,13769.02,4.0,6.171654e-06,5.282236e-06,1.512891e-05,1.399454e-05,0.0
CLR,Copperlark,0.000864917,5.50195e-07,1572.01901144,1572.01901144,1123.26883117,10.0408845731,12.3680158621,23.3971720933,23.3971720933,1.29919256211,0.0,35144.9121223,0.0,1030.25970175,0.0,27869915.313,0.0,0,False,False,False,False,False,False,False,2013-11-03,2013-11-03,2013-06-06,2013-11-03,herveyc7helker,1,11,1,150,36,35,1,0.107563,0.008932486,0.008996531,0.0007106819,8.630423e-05,0.0007110692,8.630682e-05,7.166667,3.0,3.217628e-05,2.567993e-05,8.146919e-05,6.972254e-05,0.0
RIC,Riecoin,0.00098789,8.30415e-06,118.963409861,118.963409861,47.3050365362,17.5328675238,17.7877034495,22.2116074286,22.2794721678,4.71562684167,26.7475514348,106025.622475,31520.1295978,3201.91062549,53.4951028695,71991397.6607,63040.2591957,2,False,False,True,False,True,False,False,2014-02-27,2014-02-27,2013-09-05,2014-02-27,gatra,1,115,5,243,296,263,33,0.01478134,0.002115027,0.002119318,0.0002268591,3.198823e-05,0.0002268918,3.198845e-05,711565.2,3.0,0.0001397486,0.0001324238,0.0003536415,0.0003555462,1.0
COV,Coven,0.00312465,3.40036e-05,91.8917408745,91.8917408745,19.531503938,8.68607037396,8.68607037396,4.78697305098,4.78697305098,1.05322303279,23.0635120098,1613.54080446,7381.15053199,195.8994841,23.0635120098,300118.589629,7381.15053199,1,False,False,False,False,False,False,False,2015-04-21,2015-04-21,2015-04-19,2015-04-21,CovenDev,1,17,2,2,50,50,0,0.01877551,0.001110862,0.00111204,8.855618e-05,1.363401e-05,8.856216e-05,1.363401e-05,0.0,4.0,1.261698e-05,1.275696e-05,3.767286e-05,4.07192e-05,0.0
FRAC,Fractalcoin,0.00281314,6.73233e-06,417.855333889,417.855333889,139.609925558,50.4177812125,50.4177812125,11.7031646427,11.7031646427,1.42891157612,45.1165244727,5944.52726677,16037.7814374,814.47959839,45.1165244727,3388380.54206,16037.7814374,0,False,False,False,False,False,False,False,2014-06-15,2014-06-15,2014-06-12,2014-06-15,Fractalcoin,1,1,1,3,87,87,0,0.01122694,0.001547706,0.001549273,0.0001248542,1.741038e-05,0.0001248614,1.741038e-05,0.0,4.0,2.4289e-05,2.276812e-05,8.125517e-05,8.157552e-05,1.0
HAM,HamRadioCoin,7.69266e-05,1.52483e-06,50.4492959871,31.9579414404,18.7275055506,5.87231801314,5.89639792488,6.40649543207,6.28983915095,0.240156760492,0.21209967412,20000.4054394,23120.4811034,104.948504335,2.1209967412,8740177.17702,231204.811034,3,False,False,False,False,False,False,False,2014-10-26,2014-10-26,2014-07-03,2014-10-26,hamhrc,1,43,1,115,30,29,1,0.01609195,0.001251149,0.001252402,0.0001013821,1.951338e-05,0.0001013876,1.951346e-05,49377.09,4.0,7.041404e-06,6.27829e-06,2.457595e-05,2.365604e-05,0.0
SONG,SongCoin,1.0957e-05,2.80009e-07,39.1308850787,39.1308850787,12.316037826,3.95052244191,5.4566675711,6.77124959425,7.64964913482,0.196737300099,0.301470333307,121580.484026,40433.5284137,57.0538170287,8.13969899928,35258340.3674,1091705.26717,1,False,False,False,False,False,False,False,2015-03-22,2015-03-22,2014-09-30,2015-03-22,dynoman,1,148,1,180,67,66,1,0.01447309,0.00112223,0.001123134,9.019344e-05,1.826564e-05,9.019858e-05,1.82657e-05,114493.5,3.0,1.579447e-05,1.395878e-05,4.566337e-05,4.299351e-05,0.0
DASH,Dash,0.0259288,0.000340014,76.2580364338,7.08288147029,3.33173998633,2.89058975387,3.03515297549,2.63200682973,2.21909590584,572.038112156,849.649584324,58067.0226952,129512.55202,395850.373612,84115.308848,40182379.7051,12821742.65,25,False,False,True,False,False,True,True,2014-02-14,2014-02-14,2014-01-18,2014-02-14,eduffield,1,157,9,253,270,262,8,0.00894947,0.002381395,0.002388422,0.0002566672,3.442267e-05,0.0002567148,3.442291e-05,269058.6,3.0,0.0002900249,0.000238883,0.0003732754,0.0003490157,1.0
THC,HempCoin,4.42751e-06,6e-08,73.7918333333,73.7918333333,40.2500909091,9.80844336611,18.5935522039,7.93196930616,13.4828203163,0.421414896803,1.35249934219,754972.891444,918505.994682,235.149512416,151.479926325,421274873.426,102872671.404,1,False,False,False,False,False,False,True,2014-06-28,2014-06-28,2014-03-08,2014-06-28,HempCoin,1,64,1,112,135,135,0,0.004090658,0.001490066,0.00149168,0.000120087,1.705961e-05,0.0001200983,1.705961e-05,0.0,4.0,3.486499e-05,3.048867e-05,0.0001231062,0.0001162737,0.0
PHO,Photon,1.00148e-08,2.40519e-10,41.6382905301,41.6382905301,41.5834841967,7.05486248487,7.45343734471,6.53846486551,6.63493825416,0.0139721962565,0.0125470375695,9122170.61921,1254599.31238,8.29948457637,0.163111488403,5418569347.81,16309791.0609,1,False,False,False,False,False,False,False,2014-05-23,2014-05-23,2014-02-21,2014-05-23,photon_coin,1,6,1,91,62,61,1,0.02432575,0.001577087,0.001578783,0.000133524,2.389895e-05,0.000133533,2.389908e-05,39603.33,4.0,4.635752e-05,4.090751e-05,0.0001092776,0.0001026157,0.0
BURST,Burst,9.14996e-06,1.08349e-07,84.4489566124,84.4489566124,40.7412717566,8.62637124121,8.84828136108,8.45689189118,8.52810821345,6.47653756887,28.5480375443,5985969.12436,4033319.42375,3199.40955902,114.192150177,2957068747.43,16133277.695,3,False,False,True,False,False,False,True,2014-08-30,2014-08-30,2014-08-10,2014-08-30,burstcoin,1,61,1,20,168,168,0,0.004776162,0.001360531,0.001361806,0.0001079542,1.562036e-05,0.0001079626,1.562036e-05,0.0,3.0,4.809731e-05,4.284322e-05,0.0001484252,0.0001440164,0.0
BURST,Burst,9.14996e-06,1.08349e-07,84.4489566124,84.4489566124,40.7412717566,8.62637124121,8.84828136108,8.45689189118,8.52810821345,6.47653756887,28.5480375443,5985969.12436,4033319.42375,3199.40955902,114.192150177,2957068747.43,16133277.695,3,False,False,True,False,False,False,True,2014-08-30,2014-08-30,2014-08-10,2014-08-30,burstcoin,1,61,1,20,168,168,0,0.004776162,0.001360531,0.001361806,0.0001079542,1.562036e-05,0.0001079626,1.562036e-05,0.0,3.0,4.809731e-05,4.284322e-05,0.0001484252,0.0001440164,0.0
ZEIT,Zeitcoin,8.8774e-08,1.189e-09,74.6627417998,12.644301917,12.0198114178,5.04247792321,14.7860728477,2.86424211286,3.95765076083,2.38192135578,3.11143192294,76851324.225,97858029.0898,1567.3042521,1484.15302724,50568171340.0,46678279875.8,5,False,False,False,False,False,False,False,2014-03-20,2014-03-20,2014-02-26,2014-03-20,ZEITCOIN,1,182,2,34,425,424,1,0.003100049,0.001825165,0.001828543,0.0001889979,2.910722e-05,0.0001890207,2.910733e-05,696415.7,3.0,0.0001420058,0.0001294268,0.0005032437,0.0004929236,0.0
SWIFT,BitSwift,0.00043585,3.16e-05,13.792721519,13.792721519,8.29032988228,2.70856510089,4.14550686862,2.34113461364,2.68349829829,7.93234775794,20.5515011326,42607.9933545,108920.507732,3640.9476209,3349.89468462,19557068.9497,17754042.7602,3,False,False,False,False,False,True,True,2014-10-05,2014-10-05,2014-10-02,2014-10-05,BitSwift,1,46,2,6,151,151,0,0.005651214,0.001278722,0.001280448,0.0001031648,1.507432e-05,0.0001031734,1.507432e-05,0.0,3.0,3.996438e-05,3.737726e-05,0.0001184205,0.0001201499,0.0
SYS,SysCoin,4.79149e-06,9.26511e-07,5.17154140642,5.17154140642,4.78345379762,2.36567562198,2.37568724096,2.06393060694,2.12500614738,6.69191881656,184.269899448,2882538.84797,41040866.7095,3379.41900236,368.539798895,1455682118.22,82081733.419,4,False,False,True,False,True,False,True,2014-08-20,2014-08-20,2014-04-27,2014-08-20,danosphere,1,341,20,232,669,647,22,0.01095532,0.001374076,0.001376107,0.0001104997,2.08231e-05,0.0001105097,2.082318e-05,1411235.0,3.0,0.0001737903,0.0001900042,0.0005102525,0.0005829931,0.0
MEM,Memecoin,3.83356e-05,3.07383e-08,1247.1607083,1247.1607083,796.969753668,22.1287786283,65.7208539684,152.383169356,152.383169356,0.0322063108295,0.0,128019.379309,0.0,30.2739321797,0.0,120338216.551,0.0,0,False,False,False,False,False,False,False,2013-06-09,2013-06-09,2013-05-27,2013-06-09,muddafudda,1,241,9,44,299,206,93,0.1071685,0.01255145,0.01273213,0.0008598681,0.0001176527,0.000860643,0.0001176576,293715.1,4.0,0.0002074277,0.0002159636,0.000585,0.0006566525,0.0
LXC,Librexcoin,0.000192848,9.75e-06,19.7792820513,19.7792820513,19.7792820513,4.42043860249,5.60763023072,3.93899130415,6.12425553452,12.4304568565,77.855901583,253896.651582,1315008.84171,6463.83756538,4982.77770131,132026258.823,84160565.8692,1,False,False,False,False,False,False,True,2014-08-05,2014-08-05,2014-07-21,2014-08-05,Librexcoindev,1,55,1,15,131,129,2,0.008103347,0.001404276,0.001405716,0.0001117012,2.121802e-05,0.0001117082,2.121809e-05,137516.4,4.0,1.807783e-05,1.628899e-05,6.125743e-05,5.943493e-05,1.0
MZC,MazaCoin,0.000125656,1.13364e-07,1108.42948379,1108.42948379,785.35,108.976530327,115.713239453,52.1712644225,53.1761276753,12.9509455848,394.847148515,5377118.53494,5678614.8086,8793.69205209,2763.9300396,3651063485.22,39750303.6602,1,False,False,False,False,False,False,True,2014-02-27,2014-02-27,2014-03-05,2014-02-27,crazyearner,1,278,25,492,259,157,102,0.08727393,0.002115751,0.002120433,0.000226868,3.198828e-05,0.0002269183,3.198854e-05,508306.1,3.0,0.0003442359,0.000298222,0.0004624176,0.0004238324,0.0
PHS,Philosopher Stones,0.000364178,1.21174e-05,30.0541370261,30.0541370261,21.4096413874,5.64680651275,5.71049765365,3.63520761331,3.63520761331,0.490077423399,0.0,4891.92971747,0.0,367.067990126,0.0,3664055.35839,0.0,0,False,False,False,False,False,False,False,2013-12-17,2013-12-17,2013-07-28,2013-12-17,johntawaki,1,49,3,146,109,93,16,0.1203953,0.004904994,0.004922014,0.000536784,6.561406e-05,0.0005369692,6.561512e-05,16149.46,3.0,0.0001078451,8.398668e-05,0.0002845033,0.0002382237,0.0
