symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
BTS,BitShares,9.2345e-05,7.47742e-06,12.3498479422,12.3498479422,12.3128800899,2.8651789742,3.6404420883,3.03287592644,3.58877387563,598.967965881,1216.27044082,19671834.1483,21574196.2585,320447.861746,92436.5535024,10524431269.4,1639638915.64,26,False,False,True,False,True,True,True,2014-07-20,2014-07-21,2013-05-31,2014-07-21,bytemaster,1,534,24,1454,239,184,55,0.06989184,0.001443302,0.001445641,0.0001132397,2.161813e-05,0.0001132502,2.161823e-05,221186.3,2.0,0.0005545725,0.0005189259,0.0002998412,0.0003067011,0.0
ALF,AlphaCoin,2.30049e-05,2.1e-07,109.547142857,109.547142857,85.2033333333,13.8486987826,17.0656352439,49.2674878159,49.2674878159,0.0382127425954,0.0,81836.7317499,0.0,34.8882339896,0.0,74716936.0876,0.0,0,False,False,False,False,False,False,False,2013-07-07,2013-07-07,2013-06-10,2013-07-07,alphacoin,1,43,1,27,77,74,3,0.1507177,0.01138041,0.01147587,0.0008665915,0.0001057769,0.0008671269,0.0001057801,5299.85,3.0,0.0001545728,0.000128586,0.0003904464,0.000346367,0.0
SBC,StableCoin,0.000354944,2.89913e-07,1224.31212122,1224.31212122,1144.98064516,31.0072513751,39.3708632409,61.3280851875,61.3280851875,0.826119930586,0.0,142739.005246,0.0,754.247496625,0.0,130320711.79,0.0,0,False,False,False,False,False,False,False,2013-07-07,2013-07-07,2013-06-07,2013-07-07,artos,1,59,4,30,198,194,4,0.05180534,0.01138769,0.01151992,0.0008666447,0.0001057771,0.000867154,0.0001057799,47561.56,3.0,0.0002932379,0.0002566026,0.000812618,0.0007582356,0.0
SC,Siacoin,2.50063e-07,2.9976e-08,8.34210701895,8.34210701895,5.00321125239,2.50923067327,2.91729085013,1.85706435751,1.94562449537,13.088988655,49.1645401066,97203881.8502,246578823.133,1753.92447977,688.303561493,13025320167.9,3452103523.86,1,False,False,True,False,False,False,False,2015-08-26,2015-08-26,2015-05-14,2015-08-26,Taek,1,257,6,482,322,317,5,0.01106975,0.001075447,0.001076791,8.19278e-05,1.741807e-05,8.193304e-05,1.741814e-05,751568.1,3.0,0.0001013633,9.743813e-05,0.0002868548,0.0002930027,0.0
ORB,Orbitcoin,0.000400484,3.04794e-05,13.1394974967,13.1394974967,3.21150253001,5.33570060723,5.37021458798,6.08932912479,6.08932912479,0.658495420516,0.0,10012.3733849,0.0,491.896079126,0.0,7479242.91854,0.0,5,False,False,False,False,False,False,False,2013-12-21,2013-12-21,2014-03-06,2013-12-21,mill0601,1,668,92,248,318,185,133,0.1574819,0.004840272,0.004867876,0.0004907352,6.183716e-05,0.0004909844,6.183827e-05,216214.6,3.0,0.0002767726,0.0002902454,0.0006665201,0.0007365989,0.0
MMC,Memorycoin,0.00135488,2.4e-06,564.533333333,564.533333333,106.570181303,26.3212140256,26.3212140256,12.9039128103,12.9039128103,3.60744092248,0.0,34357.3623729,0.0,2680.3286054,0.0,25527520.2431,0.0,3,False,False,True,False,False,True,False,2013-12-24,2013-12-24,2013-08-03,2013-12-24,FreeTrade,1,663,36,815,674,628,46,0.02713938,0.004415399,0.004436429,0.0004776695,5.931725e-05,0.0004778717,5.931806e-05,977324.8,2.0,0.000879531,0.0009884814,0.001571595,0.001848102,1.0
GLYPH,Glyph,0.000333039,1.41e-06,236.19787234,236.19787234,209.458490566,31.3570560658,36.2716569219,11.2054666799,13.7159524664,2.06013198052,91.3509235087,69315.4263132,331188.411348,1170.15496493,365.403694035,39371162.1459,1324753.64539,0,False,False,False,False,False,False,False,2014-06-17,2014-06-17,2014-06-08,2014-06-17,GLYPH,1,7,1,9,39,38,1,0.01214575,0.001531136,0.001532964,0.0001243272,2.27953e-05,0.0001243398,2.279536e-05,10969.65,4.0,4.575243e-06,4.066753e-06,1.593068e-05,1.521233e-05,0.0
I0C,I0Coin,9.349e-05,4.99626e-06,18.7119965734,1.38709198813,1.18087659467,2.43572474518,35.0490214154,2.76128062298,1.12639290056,0.288714965694,0.293465617802,8527.36164654,8725.84928826,222.59923855,220.099213352,6574595.82948,6544386.96619,1,False,False,False,False,False,False,False,2013-11-27,2013-11-27,2011-08-11,2013-11-27,BitcoinBug,1,91,2,863,201,152,49,0.1024055,0.008025234,0.008091759,0.0006571527,7.931757e-05,0.0006573958,7.931938e-05,81902.44,2.0,0.0005002265,0.0004406156,0.0007127031,0.0006260569,0.0
BAT,BatCoin,5.148e-05,2.45318e-10,209850.072151,209850.072151,91714.5162986,586.762268996,587.392888948,20422.6196696,20990.5416874,0.494391374354,4.30082261997,196129895.228,113076269.038,333.219786315,17.2032904799,1.32191549384e+11,452305076.154,0,False,False,False,False,False,False,False,2014-03-03,2014-03-03,2014-01-06,2014-03-03,.Batman.,1,219,11,56,380,372,8,0.02133333,0.002041417,0.002046589,0.0002198272,3.139946e-05,0.0002198713,3.139962e-05,179032.5,3.0,8.845814e-05,9.61451e-05,0.0002827986,0.0003341382,0.0
SSV,SSVCoin,2.45261e-05,9.96969e-08,246.006646144,246.006646144,66.2867567568,21.0574541818,24.5401142991,4.08948508681,5.20149163183,0.789183031113,19.1044363694,131588.4807,1711148.67684,382.75377009,248.357672802,63820413.1396,22244932.7989,0,False,False,False,False,False,False,False,2014-09-07,2014-09-07,2014-06-22,2014-09-07,SSVCoin,1,14,1,77,47,47,0,0.02220167,0.001334868,0.001336207,0.0001067978,1.548419e-05,0.0001068049,1.548419e-05,0.0,4.0,2.344375e-05,2.111935e-05,8.530229e-05,8.277775e-05,0.0
FUTC,FutCoin,0.000395959,8.06488e-06,49.0967007569,19.7699754847,4.39979376609,5.71576918785,11.4723821862,5.23026739313,4.07651304736,1.74016768486,1.48215980558,22986.0725497,22268.8363489,295.828506426,167.484058031,3907632.33344,2516378.50743,1,False,False,False,False,False,False,False,2015-07-21,2015-07-21,2015-02-19,2015-07-21,FUTCOIN,1,3,1,152,21,21,0,0.04761905,0.001078547,0.001079425,8.340648e-05,1.320655e-05,8.341126e-05,1.320655e-05,0.0,4.0,2.933716e-06,2.626222e-06,1.053603e-05,1.020549e-05,0.0
TOR,TorCoin,0.000320122,2.39243e-06,133.806213766,133.806213766,56.9612099644,12.5720555294,13.0586023634,2.02286377978,2.27272630311,3.03146035075,320.009104657,19155.9197537,1187767.30508,1646.08297046,960.027313972,10401664.4262,3563301.91523,0,False,False,False,False,False,False,False,2014-07-12,2014-07-12,2014-07-04,2014-07-12,torcoin,1,21,1,8,143,143,0,0.006697528,0.001457742,0.001459187,0.0001156975,1.668057e-05,0.0001157058,1.668057e-05,0.0,3.0,2.809302e-05,2.49144e-05,8.278789e-05,7.962645e-05,1.0
TOP,TopCoin,3.30023e-06,8.94522e-11,36893.7823776,47.1461428571,33.0023,7.00114754134,7.06491216979,322.866638967,3.41718440596,0.716130052512,2.31983871386,70060117.9669,229832177.111,493.413606181,487.166129911,48271421279.2,48264757193.3,1,False,False,False,False,False,False,False,2014-02-17,2014-02-17,2014-09-01,2014-02-17,topdude,1,44,5,15,216,213,3,0.01191045,0.002326088,0.002332625,0.000248696,3.373296e-05,0.0002487603,3.373321e-05,371910.1,3.0,9.318443e-05,8.592323e-05,0.0003158763,0.000309052,0.0
RIPO,RipoffCoin,1.55184e-05,1.3e-07,119.372307692,119.372307692,64.66,12.9560235065,13.6929527312,6.86627821431,7.5717480496,0.275412661087,3.35380770265,121859.209375,339069.661525,137.706330544,20.1228462159,60929604.6875,2034417.96915,0,False,False,False,False,False,False,False,2014-08-23,2014-08-23,2014-08-01,2014-08-23,RipoffCoinDevTeam,1,47,1,22,150,149,1,0.01449664,0.001362438,0.001363677,0.0001091094,1.576293e-05,0.0001091174,1.576293e-05,183.2706,3.0,3.555845e-05,3.278646e-05,9.465118e-05,9.030786e-05,0.0
BAY,BitBay,2.99407e-06,3.23243e-07,9.26259810731,9.26259810731,8.79964379028,3.95939275978,4.16959632802,3.1618775099,3.40700103158,8.84934143366,67.6768027884,9345317.12903,24966204.7294,3681.3260364,473.737619519,3887651925.68,174763433.106,4,False,False,False,False,False,True,True,2014-11-16,2014-11-16,2014-10-30,2014-11-16,BitBay Team,1,107,2,17,242,242,0,0.006892768,0.001233118,0.001234258,9.941354e-05,1.462544e-05,9.94197e-05,1.462544e-05,0.0,4.0,8.828618e-05,7.751367e-05,0.0002646804,0.0002517743,0.0
ERC,EuropeCoin,6.00172e-06,8.10112e-07,7.40850647812,5.48813987088,1.54836745645,1.7766778857,1.93385762681,1.99967454346,1.96298786905,0.723335044919,1.02978415732,241003.358323,352037.880676,146.837014118,31.9233088769,48923681.7396,10913174.3009,2,False,False,False,False,False,False,True,2015-06-18,2015-06-18,2014-05-03,2015-06-18,EuropeCoin,1,275,5,411,341,339,2,0.006796619,0.001083555,0.001084664,8.4638e-05,1.77607e-05,8.464225e-05,1.776076e-05,75687.7,3.0,3.847108e-05,3.565927e-05,0.0001230315,0.0001239842,0.0
HAL,Halcyon,0.000597222,1.2e-06,497.685,497.685,259.66173913,17.9725998449,26.3326360643,3.72102495299,5.28151349091,6.3769643123,85.8296533079,39732.0315233,310365.628685,3220.36697771,1802.42271947,20064675.9192,6517678.20239,0,False,False,False,False,False,False,False,2014-08-19,2014-08-19,2014-08-16,2014-08-19,halcyondev,1,19,1,3,38,38,0,0.02702703,0.001371357,0.001372652,0.0001104551,1.585439e-05,0.0001104622,1.585439e-05,0.0,4.0,7.735201e-06,7.018694e-06,2.490703e-05,2.430095e-05,0.0
BTE,Bytecoin,0.000600445,2.11e-06,284.571090047,284.571090047,187.6390625,12.9493587374,13.0512069335,13.6761526111,13.6761526111,0.283513164179,0.0,6457.49286043,0.0,275.291282418,0.0,6270225.56748,0.0,0,False,False,False,False,False,False,False,2013-05-10,2013-05-10,2013-04-07,2013-05-10,Number6,1,164,5,35,104,76,28,0.1303471,0.01498176,0.01525158,0.001030112,0.0001421118,0.001030984,0.0001421185,38297.97,3.0,0.0003830144,0.0003264006,0.0009323217,0.0008770168,0.0
BTG,Bitgem,0.0222076,0.000151347,146.733004288,146.733004288,76.5752905072,12.670983036,21.1168259115,5.1557097322,6.65718531744,0.519522515353,1.03327768586,120.612190804,122.804977402,475.882624063,232.487479319,110480.766777,27631.1199155,0,False,False,False,False,False,False,False,2013-07-04,2013-07-04,2013-05-16,2013-07-04,mineral,1,108,2,49,121,117,4,0.1040616,0.01151508,0.011644,0.0008651085,0.0001066231,0.0008656306,0.000106627,10233.2,3.0,0.0001840164,0.0001599134,0.00048061,0.0004373039,0.0
CELL,SolarFarm,0.000135977,5e-07,271.954,271.954,17.9152832675,4.850616191,5.84091039642,6.76580769255,7.99321446006,0.638148672726,1.36274789974,31752.3639948,42470.9876141,221.437589436,73.5883865858,11018070.3062,2293433.33116,2,False,False,False,False,False,False,False,2015-01-25,2015-01-25,2015-01-08,2015-01-25,koko2530,1,53,1,205,33,17,16,0.02840909,0.001154403,0.001155357,9.348638e-05,1.864606e-05,9.349285e-05,1.864614e-05,18930.72,4.0,3.481493e-06,3.175027e-06,1.219566e-05,1.188869e-05,0.0
XPB,Pebblecoin,1.11013e-05,1.6e-06,6.9383125,6.9383125,5.38898058252,2.60750535544,4.46157557107,2.55146887201,3.03301496519,0.0423386851657,0.126343362389,9730.91775575,27933.6278137,11.6854771057,9.72843890395,2685733.30059,2150889.34165,1,False,False,True,False,False,False,False,2015-03-31,2015-03-31,2015-01-01,2015-03-31,XPB,1,74,1,89,75,75,0,0.01945946,0.001123507,0.001124364,9.013681e-05,1.374174e-05,9.01424e-05,1.374174e-05,0.0,4.0,1.619685e-05,1.375645e-05,4.327971e-05,4.052987e-05,1.0
VPN,VPNCoin,1.01582e-05,3.50099e-07,29.0152214088,3.43585216453,2.84487635478,3.46990298412,5.30449436766,2.52137733756,2.28770695628,16.3514990897,7.39039210616,4058622.51581,2240464.79123,6704.1146268,1781.08449758,1664035231.48,539952014.686,3,False,False,False,False,True,False,True,2014-11-23,2014-11-23,2014-07-22,2014-11-23,vpncoin,1,302,7,124,389,386,3,0.00591385,0.001236256,0.001237757,9.8551e-05,1.919103e-05,9.855856e-05,1.919112e-05,848948.3,4.0,7.586951e-05,0.0001046823,0.000230846,0.0003234052,0.0
ABC,Asset Backed Coin,0.000615406,1.08023e-05,56.9699045574,1.07618188241,1.07618188241,1.79812680394,22.4096150092,1.38346031227,1.03582603952,274.952722955,247.61460667,618106.063248,578901.129076,62414.2681107,53732.3696474,140310076.357,125621545.009,1,False,False,False,False,False,False,False,2015-05-24,2015-05-24,2015-05-20,2015-05-24,ybcoin,1,32,5,666,48,43,5,0.0212766,0.001091643,0.001092518,8.60863e-05,1.788824e-05,8.609082e-05,1.78883e-05,93247.31,3.0,1.312172e-05,1.10379e-05,3.047268e-05,2.837784e-05,1.0
HUGE,BigCoin,1.47992e-06,8.08202e-08,18.3112637682,18.3112637682,16.4381309723,6.57628905919,7.11225230637,1.91870219661,2.34921932172,2.0554266971,44.4216690721,2664841.15269,37542282.8353,129.491881917,88.8433381442,167884992.619,75084565.6705,2,False,False,True,False,False,False,False,2015-04-24,2015-04-24,2015-01-25,2015-04-24,hardforkcoin,1,417,23,266,165,164,1,0.01256467,0.001112436,0.001113737,8.8339e-05,1.805964e-05,8.834528e-05,1.805971e-05,217454.6,3.0,2.80851e-05,2.834312e-05,8.448896e-05,9.026964e-05,0.0
BANX,BanxShares,0.0076,0.000650173,11.6891965677,1.40740740741,1.40740740741,1.3813006361,3.5246830877,1.45707923824,1.04379839222,27.9346416703,31.0557144571,5355.65610596,6474.20699655,12961.673735,9906.77291181,2485024.43317,2065272.0319,1,False,False,False,False,False,False,False,2014-09-30,2014-09-30,2014-10-06,2014-09-30,MarkLyford,1,19,4,505,71,64,7,0.0527163,0.001281792,0.001284024,0.0001034323,1.988799e-05,0.0001034392,1.988812e-05,101095.2,3.0,6.448246e-05,5.409233e-05,9.615864e-05,8.532173e-05,0.0
NEOS,NeosCoin,0.000289913,1.58159e-06,183.304775574,183.304775574,156.140870558,8.34676046277,8.97562707235,6.16885754215,7.29305544934,3.04896132578,47.9070619085,64876.7322275,268737.762302,1521.43170156,335.34943336,32373489.3815,1881164.33611,3,False,False,True,False,False,False,True,2014-08-25,2014-08-25,2014-08-18,2014-08-25,twoturtles,1,172,3,208,227,223,4,0.005223968,0.001364298,0.001365566,0.0001086702,2.066125e-05,0.0001086776,2.066132e-05,285934.1,4.0,6.398552e-05,5.793426e-05,0.0002077612,0.0002026067,0.0
NEOS,NeosCoin,0.000289913,1.58159e-06,183.304775574,183.304775574,156.140870558,8.34676046277,8.97562707235,6.16885754215,7.29305544934,3.04896132578,47.9070619085,64876.7322275,268737.762302,1521.43170156,335.34943336,32373489.3815,1881164.33611,3,False,False,True,False,False,False,True,2014-08-25,2014-08-25,2014-08-18,2014-08-25,twoturtles,1,172,3,208,227,223,4,0.005223968,0.001364298,0.001365566,0.0001086702,2.066125e-05,0.0001086776,2.066132e-05,285934.1,4.0,6.398552e-05,5.793426e-05,0.0002077612,0.0002026067,1.0
ZRC,ZiftrCOIN,0.000685168,4.6082e-06,148.684518901,148.684518901,148.684518901,6.39030369251,6.51845439625,6.00540336827,6.29637363439,2.19780562325,28.9582229956,19263.4642784,43692.2684585,679.121937584,57.9164459913,5952410.46201,87384.536917,1,False,False,False,False,False,False,False,2015-03-03,2015-03-03,2015-03-18,2015-03-03,gnargnar,1,105,0,302,51,0,51,0.08235294,0.001132482,0.001133563,1.389043e-05,1.838861e-05,1.389043e-05,1.838866e-05,0.0,inf,8.679215e-07,7.946156e-07,3.338253e-06,3.287834e-06,0.0
RZR,Razor,0.00221513,4.66358e-06,474.984882858,474.984882858,451.146639511,18.4094705141,18.9593445609,4.88251318488,5.30109802026,15.4305040007,747.824335652,34011.3849899,372117.440298,8702.8042564,1495.6486713,19182421.1343,744234.880595,0,False,False,False,False,False,False,False,2014-06-21,2014-06-21,2014-06-08,2014-06-21,RazorTech,1,39,1,13,164,164,0,0.00770612,0.001517533,0.001519067,0.0001234859,1.726639e-05,0.000123495,1.726639e-05,0.0,3.0,9.26293e-05,8.248396e-05,0.0002681065,0.0002558789,1.0
STR,StarCoin,4.75074e-06,4e-08,118.7685,118.7685,95.0148,29.2350863315,29.2350863315,21.617863664,21.617863664,0.139668460969,11.8173691436,635550.197946,2487479.66498,98.1869280613,11.8173691436,446791789.156,2487479.66498,0,False,False,False,False,False,False,False,2014-02-02,2014-02-02,2013-07-19,2014-02-02,nzdude,1,79,12,238,220,193,27,0.06460699,0.002900565,0.002910042,0.0002983441,3.826501e-05,0.0002984188,3.826534e-05,408427.8,3.0,0.0001856197,0.0001604295,0.0004973291,0.0004580105,0.0
CZC,CzechCrownCoin,0.000267319,1.92533e-06,138.843211294,138.843211294,3.03593574677,5.9316694219,6.5597034587,3.06986287834,3.41791590721,1.21676158822,10.9434504059,13973.1602746,96084.0815485,480.620827345,164.151756088,5519398.30847,1441261.22323,2,False,False,False,False,False,False,False,2014-10-20,2014-10-20,2014-05-05,2014-10-20,czechcoin,1,12,2,170,157,154,3,0.01216724,0.001267514,0.001268987,0.0001020092,1.96026e-05,0.0001020158,1.960267e-05,89220.55,4.0,3.428045e-05,3.029631e-05,9.592187e-05,9.122746e-05,1.0
ABY,ArtByte,1.97492e-06,1.7e-07,11.6171764706,11.6171764706,10.9717777778,4.58765177545,6.16628574282,4.76168674637,5.09045080296,0.555530105071,0.537954696556,1339426.57856,932618.356168,318.874280311,67.2443370695,768830856.093,116577294.521,2,False,False,True,False,False,False,True,2014-06-12,2014-06-12,2014-03-06,2014-06-12,First.Bitcoins,1,181,39,124,91,64,27,0.03498468,0.001550492,0.001552926,0.0001253408,2.295656e-05,0.000125353,2.295667e-05,116052.7,4.0,1.497746e-05,1.34407e-05,4.593441e-05,4.403336e-05,0.0
EXCL,ExclusiveCoin,2.12435e-05,1.66843e-06,12.7326288786,12.7326288786,12.5701183432,3.28912641333,4.50603160902,2.01746734247,2.53364081016,2.31117005134,8.06866069379,219488.789581,595400.676681,1072.38290382,580.943569953,101842798.365,42868848.721,1,False,False,False,False,False,False,True,2014-09-30,2014-09-30,2014-09-06,2014-09-30,kingscrown,1,688,29,259,424,249,175,0.03005477,0.001282652,0.001284067,0.0001034353,1.988807e-05,0.0001034421,1.988815e-05,1885178.0,3.0,9.937194e-05,9.126051e-05,0.0002596715,0.0002552667,0.0
CACH,CacheCoin,0.00726604,1.22137e-06,5949.08995636,5949.08995636,2374.52287582,15.7547635764,16.5182983477,63.1338285995,65.1314595053,2.72644623606,25.7429648088,23689.7938015,4871.13074817,1881.24790288,128.714824044,16345957.723,24355.6537408,0,False,False,False,False,False,False,False,2014-02-15,2014-02-15,2014-01-05,2014-02-15,kalgecin,1,296,6,282,109,88,21,0.05059746,0.002364653,0.002369841,0.0002548407,3.422831e-05,0.0002548817,3.422858e-05,240168.1,3.0,0.0001061278,9.813004e-05,0.0002787876,0.0002737905,0.0
ORO,ORObit,0.000292196,1.00008e-08,29217.262619,541.53492596,531.265454545,49.1119617489,92.4938277649,39.5684835633,75.2041831229,0.0235994092899,0.0323433323277,3195.77557047,3772.45228036,11.563710552,10.0264330216,1565930.02953,1169460.20691,0,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-26,2014-02-27,deeppurple72,1,317,55,242,103,48,55,0.04831683,0.002115023,0.002119046,0.0002268433,3.198822e-05,0.0002268754,3.198838e-05,195155.8,4.0,2.019454e-05,1.963729e-05,6.953095e-05,7.180502e-05,0.0
PND,Pandacoin,1.38597e-07,1.12046e-09,123.696517502,91.5091412084,41.1196292626,5.59235868631,7.81605441129,5.36522227101,4.05135840875,3.55999692471,5.10001015346,137810881.803,247750043.366,2417.23791188,1147.50228453,93573588744.0,55743759757.3,6,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-14,2014-02-27,slaithe,1,42,1,331,222,217,5,0.00608803,0.002114657,0.002117599,0.0002268595,3.198812e-05,0.0002268913,3.198833e-05,503165.1,3.0,0.0001158647,0.0001013586,0.000361913,0.0003351069,0.0
GB,GreenBacks,2.72578e-05,2.1e-07,129.799047619,129.799047619,80.17,11.1171824547,11.9934913267,2.19018786182,2.77786549368,3.45597239332,209.004366242,277690.378043,11449484.1031,1727.98619666,1045.02183121,138845189.022,57247420.5157,0,False,False,False,False,False,False,False,2014-08-23,2014-08-23,2014-08-15,2014-08-23,GreenBacksTeam,1,150,2,32,113,82,31,0.03255373,0.001362535,0.001364469,0.0001090476,2.071272e-05,0.0001090552,2.071284e-05,353092.2,3.0,1.229723e-05,1.088723e-05,3.779241e-05,3.621232e-05,0.0
XXX,XxXcoin,9.69991e-06,2.06815e-07,46.901385296,46.901385296,18.3017169811,5.8593154342,6.01039731642,2.57130695842,2.70454378471,1.29965788807,24.5977789825,344520.657527,3818184.61869,717.411154214,147.586673895,190175402.955,22909107.7122,0,False,False,False,False,False,False,False,2014-07-03,2014-07-03,2014-06-25,2014-07-03,XXX_Coindev,1,2,1,8,159,158,1,0.009871825,0.001466356,0.00146782,0.0001180763,1.690874e-05,0.0001180855,1.690874e-05,276.8333,3.0,7.261421e-05,6.442245e-05,0.0002323157,0.00022255,0.0
XQN,Quotient,6.79065e-05,3e-07,226.355,226.355,84.883125,8.87796816603,8.87796816603,10.2533844889,10.2533844889,0.9075164347,3.02766714098,137028.339482,44585.8222848,371.174221792,3.02766714098,56044590.8479,44585.8222848,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2014-11-11,2014-11-23,CedricQuotient,1,78,2,12,103,103,0,0.01922711,0.001235965,0.001237699,9.877292e-05,1.456664e-05,9.878245e-05,1.456664e-05,0.0,4.0,4.798629e-05,4.508782e-05,0.000154287,0.0001563137,0.0
MIN,Mineralscoin,7.17207e-05,2.63984e-07,271.685783987,271.685783987,62.365826087,16.0958806936,18.369585471,3.78199704251,4.33727881082,6.45833772489,142.823656345,340562.964041,3352983.35467,3642.50247684,1856.70753248,192077511.719,43588783.6107,0,False,False,False,False,False,False,False,2014-06-21,2014-06-21,2014-06-05,2014-06-21,Minerals,1,102,1,25,247,244,3,0.0068793,0.001517552,0.001519043,0.0001233334,2.267946e-05,0.0001233431,2.267955e-05,182366.3,4.0,4.561628e-05,4.027326e-05,0.0001559015,0.0001486304,0.0
LIT,Lightcoin,2.38242e-05,2e-08,1191.21,1191.21,158.828,35.0433015702,40.4835157509,17.86547452,19.3952796598,0.18428105275,1.94749276511,138190.094627,163169.300153,85.8749705815,13.6324493557,64396584.0964,1142185.10107,0,False,False,False,False,False,False,False,2014-07-05,2014-07-05,2014-06-12,2014-07-05,Lightcoinproject,1,34,1,23,102,102,0,0.01184236,0.0014705,0.001472027,0.0001169819,1.685062e-05,0.0001169908,1.685062e-05,0.0,4.0,1.641609e-05,1.430004e-05,5.194286e-05,4.882722e-05,0.0
GHC,GamerholicCoin,0.000239621,1.57e-06,152.624840764,152.624840764,77.0485530547,8.04007278517,8.75132371324,7.58558009615,7.58758637283,0.993633119227,0.236907039359,31455.0211045,6939.17515775,451.109436129,6.63339710205,14280579.5815,194296.904417,1,False,False,False,False,False,False,True,2014-10-10,2014-10-10,2014-09-25,2014-10-10,coinweaver,1,154,5,238,328,319,9,0.01166588,0.001272498,0.00127406,0.0001024705,1.974935e-05,0.0001024786,1.974943e-05,975513.2,3.0,0.0001504089,0.0001395191,0.0004396127,0.0004384172,0.0
XUP,UPcoin,5.1946e-05,4.99348e-08,1040.27652058,1040.27652058,1040.27652058,8.98287526352,8.98287526352,4.63481675534,4.63481675534,0.224217802351,3.67749580651,20005.5524426,70794.5906616,15.9194639669,3.67749580651,1420394.22343,70794.5906616,1,False,False,False,False,False,False,False,2015-09-22,2015-09-22,2015-09-16,2015-09-22,TheTerminator,1,51,1,36,43,31,12,0.1138211,0.00105923,0.001060083,8.081293e-05,1.726174e-05,8.081808e-05,1.72618e-05,21083.43,4.0,5.510739e-06,4.754843e-06,1.652911e-05,1.558626e-05,0.0
ZNY,Bitzeny,1.82037e-06,1.09976e-07,16.552429621,16.552429621,12.1405752929,2.99595820462,3.94690088477,3.0640984554,3.48103074004,0.259220801109,0.398996189459,436327.810437,301029.737243,47.1781858019,9.57590854701,79411661.4996,7224713.69384,1,False,False,False,False,False,False,False,2015-07-09,2015-07-09,2014-11-07,2015-07-09,bitzeny,1,2,1,244,43,43,0,0.01328904,0.001085589,0.001086435,8.371452e-05,1.325768e-05,8.371884e-05,1.325768e-05,0.0,4.0,5.785607e-06,5.116388e-06,2.023311e-05,1.945792e-05,0.0
GAP,Gapcoin,0.000300098,1.02e-06,294.21372549,294.21372549,166.721111111,24.4487608701,25.6918563062,27.2845564826,27.6639082615,0.261316246786,3.90660327362,23758.5651862,13556.3746916,112.627302365,7.81320654725,10239941.5952,27112.7493831,1,False,False,True,False,False,False,False,2014-11-01,2014-11-01,2014-06-11,2014-11-01,j0nn9,1,68,2,143,103,103,0,0.009899105,0.001251506,0.00125297,0.0001006111,1.476669e-05,0.0001006195,1.476669e-05,0.0,3.0,2.510738e-05,2.130578e-05,5.715875e-05,5.339586e-05,0.0
AMBER,AmberCoin,0.000166987,1.3505e-05,12.3648278415,4.31738620087,2.92040490107,1.91457161023,3.62237954724,2.04993133676,1.78352046478,2.82370471408,3.77979365516,34663.7808881,48280.5332609,945.941079217,714.381000825,11612366.5975,9125020.78632,6,False,False,False,False,False,False,False,2015-02-06,2015-02-06,2014-08-17,2015-02-06,amber_gold,1,30,1,173,46,46,0,0.02125604,0.00115195,0.001152906,9.301936e-05,1.403607e-05,9.302307e-05,1.403607e-05,0.0,4.0,5.683874e-06,4.935254e-06,1.624554e-05,1.53198e-05,0.0
PRC,ProsperCoin,0.000240169,4.99626e-07,480.697561776,480.697561776,414.084482759,18.9366966479,24.8430645442,26.9178523737,29.0890338712,0.0962557749821,1.93763335582,10788.2313749,9280.84792244,65.5501827628,19.3763335582,7346785.56631,92808.4792244,1,False,False,True,False,False,False,False,2014-02-20,2014-02-20,2014-01-29,2014-02-20,inmean,1,76,4,22,74,65,9,0.01184746,0.002272164,0.002276131,0.0002404226,3.305378e-05,0.0002404624,3.305398e-05,33014.33,4.0,2.803544e-05,2.439967e-05,9.711751e-05,9.119505e-05,0.0
MEOW,Kittehcoin,9.82782e-07,3.5491e-10,2769.10202587,2769.10202587,875.631030765,34.2153766155,35.7597520713,11.5032607883,12.0042284339,9.35848415698,299.565487095,109539128.556,560616520.789,6663.24071977,1198.26194838,77991859531.9,2242466083.15,0,False,False,False,False,False,False,False,2014-01-24,2014-01-24,2013-12-24,2014-01-24,lonestar108,1,26,2,71,236,234,2,0.03469722,0.003368971,0.003376564,0.0003187806,4.297055e-05,0.0003188413,4.297102e-05,76723.87,3.0,0.000176262,0.0001508848,0.0005139825,0.0004780029,0.0
