symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
BYC,Bytecent,0.00185347,0.000180996,10.2403920529,10.2403920529,6.39096733261,4.98252776027,5.02838887058,5.95275341305,5.9591680727,54016.2686933,,21930605.0895,2.0,False,False,False,True,False,False,True,2014-11-23,2014-11-23,2014-12-08,2014-11-23,Yanakitu Tenatako,1,42,0,320,13,0,13,0.1923077,0.001235619,0.001237376,1.456664e-05,1.919144e-05,1.456664e-05,1.919153e-05,0.0,inf,8.985775e-07,8.22988e-07,3.467361e-06,3.415514e-06
BTCD,BitcoinDark,0.014842,0.000229976,64.5371690959,9.52717188964,5.87399524286,2.98283494676,3.26709392072,4.0361224952,2.38430706383,9814.36873666,71897.4365986,5260501.64285,7.0,False,False,True,True,False,True,True,2014-07-16,2014-07-16,2014-07-09,2014-07-16,Azeh,1,91,3,135,159,142,17,0.008199984,0.001443029,0.001445386,0.0001143219,2.177296e-05,0.0001143291,2.17731e-05,938130.6,4.0,3.233202e-05,2.762349e-05,0.0001047651,9.749606e-05
TRICK,TrickyCoin,1.25998e-06,3.00035e-08,41.9944339827,41.9944339827,3.49825362186,2.4487929424,2.78078938892,2.4149661741,2.95591459145,43130.6152574,214850.58602,11817788.5805,1.0,False,False,False,False,False,False,False,2015-03-31,2015-03-31,2015-03-27,2015-03-31,TrickyCoin,1,20,1,4,26,26,0,0.07692308,0.001123258,0.001124175,9.011971e-05,1.374174e-05,9.012543e-05,1.374174e-05,0.0,3.0,5.797746e-06,4.893847e-06,1.31248e-05,1.251248e-05
MNC,Mincoin,0.00273946,4.3e-06,637.08372093,637.08372093,606.075221239,10.0861255695,11.1325356097,6.39549368726,6.39549368726,10901.1489036,0.0,10639521.3299,1.0,False,False,False,True,False,False,False,2013-05-02,2013-05-03,2013-04-03,2013-05-03,SuperTramp,1,182,3,622,183,151,32,0.05677955,0.01573586,0.01600244,0.001082606,0.0001552645,0.001083562,0.0001552733,120410.3,3.0,0.0005454799,0.0005017979,0.001328134,0.001311612
MAX,MaxCoin,0.00428743,8.752e-06,489.880027422,489.880027422,375.172166365,38.9175497729,42.6095473695,15.3265909869,18.3798050838,326103.914221,392094.975849,225011700.812,9.0,False,False,False,True,False,True,True,2014-02-12,2014-02-12,2014-01-29,2014-02-12,maxcoinproject,1,2,1,14,394,393,1,0.01084977,0.002440498,0.00244403,0.0002606347,3.485541e-05,0.0002606688,3.485566e-05,406754.6,3.0,0.0003441552,0.0003021219,0.001023854,0.0009641467
PAC,Paccoin,3.26012e-11,1.15415e-11,2.82469349738,2.80300581215,2.2328365569,1.9117241809,6.40817897277,1.70332064639,1.63256790449,3301446256.2,2397571238.59,2.04689667884e+11,2.0,False,False,False,False,False,False,False,2015-11-02,2015-11-02,2013-11-12,2015-11-02,wmcorless,1,77,4,856,121,111,10,0.04287991,0.001045062,0.001046204,8.03995e-05,1.707283e-05,8.040338e-05,1.707289e-05,212759.5,3.0,4.447133e-05,3.893413e-05,8.208579e-05,7.566435e-05
MAD,SatoshiMadness,2e-08,9.94377e-09,2.01130959385,2.01130959385,2.0002140229,1.94783800379,2.05611933205,1.97626562305,1.96519399184,308291.449468,7930218.10671,32987185.093,1.0,False,False,False,False,False,False,False,2015-09-01,2015-09-01,2015-08-16,2015-09-01,WhoIsNotMad,1,24,1,16,57,57,0,0.01441103,0.001069271,0.001070161,8.168336e-05,1.301118e-05,8.168756e-05,1.301118e-05,0.0,4.0,5.674476e-06,5.091236e-06,1.942177e-05,1.885375e-05
FFC,FireFlyCoin,3.30028e-07,4.98093e-08,6.62583091913,6.60056,4.71468571429,2.90964598594,3.30973883937,2.91673359987,2.58108520836,244431.008996,333524.549516,106083057.904,1.0,False,False,False,True,False,False,False,2014-10-26,2014-10-26,2013-12-30,2014-10-26,Investment,1,51,1,315,23,2,21,0.08300395,0.001251261,0.001253777,0.00010138,1.95135e-05,0.0001013865,1.951358e-05,23.91667,4.0,1.983178e-06,1.787485e-06,5.440928e-06,5.132966e-06
BEN,Benjamins,9.46108e-05,9e-07,105.123111111,105.123111111,63.0738666667,18.1256320048,21.3444858203,8.34278046898,14.8856920302,5894.68318619,27370.5952041,3984805.83386,1.0,False,False,False,True,False,False,False,2014-02-27,2014-02-27,2014-02-02,2014-02-27,AllAboutTheBenjaminsBaby,1,422,10,25,102,79,23,0.02756154,0.002114523,0.002118851,0.0002268535,3.198815e-05,0.0002268911,3.198844e-05,181276.1,3.0,4.185698e-05,3.83206e-05,0.0001283639,0.00012283
GUE,Guerillacoin,0.000198316,8.41514e-07,235.665716791,235.665716791,133.997297297,18.9578070846,22.3837462885,3.04560459321,3.84612426567,57935.8467543,869670.838549,32386138.3356,2.0,False,False,False,True,False,False,False,2014-06-23,2014-06-23,2014-06-17,2014-06-23,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3.0,0.0001281497,0.0001105881,0.0001339647,0.0001337646
