coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted,nontrivial,slug,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,total_volume,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade
SPT,2013-07-25,2013-12-26,binaryclock,1,0,0,11,41,27,14,0.04634146,0.00444312,0.004464486,0.00045547169999999996,5.766469e-05,0.00045565629999999997,5.766552e-05,4.0,1.3491779999999999e-05,5.338227e-05,0.0,spots,Spots,0.00019993599999999998,2.8020600000000004e-07,713.5321870338253,713.5321870338253,181.76,19.56181672009089,25.413818483719773,8.366088154402249,8.366088154402249,44509,1,False,False,False,True,False,False,False,2013-07-25
GLC,2013-08-04,2013-06-29,erundook,1,703,31,51,194,172,22,0.1011334,0.01126109,0.01141475,0.0008651538000000001,0.0001090549,0.0008659027,0.0001090584,3.0,0.0003253107,0.0009405014999999999,0.0,globalcoin,GlobalCoin,4.37546e-05,3.1018899999999997e-07,141.05787116886802,141.05787116886802,72.92433333333334,14.87939683011748,16.562175527969302,3.285253613811306,3.285253613811306,791673,1,False,False,False,True,False,False,False,2013-08-04
GLD,2013-06-14,2013-05-21,JohnyBigs,1,80,3,7,20,12,8,0.3368421,0.0138586,0.01406877,0.0009265028,0.00012786280000000002,0.0009271225,0.0001278682,4.0,2.3455039999999998e-05,6.537641e-05,0.0,goldcoin,GoldCoin,0.000136713,3.891319999999999e-06,35.132808404346086,14.315497382198956,12.910119362393294,5.805699653178299,6.064394288019908,4.586142366423825,4.586142366423825,503125,2,False,False,False,True,False,False,False,2013-06-14
SMC,2014-02-06,2014-01-07,smartcoin,1,82,2,1,30,30,0,0.01609195,0.003826638,0.00383863,0.0003861629,3.653635e-05,0.0003862589,3.653635e-05,4.0,9.269880000000001e-06,3.490748e-05,0.0,smartcoin,SmartCoin,0.000271242,6.401100000000001e-07,423.7427942072457,423.7427942072457,208.6476923076923,43.96192544124747,47.287546487226884,1.8315684378949904,1.8277811069792869,391516,1,False,False,False,True,False,False,False,2014-02-06
RED,2014-01-24,2014-01-02,cozie,1,120,12,311,89,83,6,0.06537283,0.00387833,0.0038900809999999997,0.0004090031,5.358268e-05,0.0004091072,5.358335e-05,3.0,5.73267e-05,0.0001561996,0.0,redcoin,RedCoin,2.1966e-05,3.4181999999999997e-07,64.26189222397753,64.26189222397753,18.078417171451143,5.463272059486073,6.468781452524698,2.1206400970625703,2.3701500931659685,811027,4,False,False,False,True,False,True,False,2014-01-24
CLAM,2014-08-25,2014-05-25,SuperClam,1,196,1,1,32,32,0,0.0,0.001591266,0.001593339,0.0001330642,1.807534e-05,0.0001330733,1.807534e-05,5.0,4.276707e-06,1.7441370000000003e-05,0,clams,Clams,0.00825929,0.000149651,55.19034286439784,2.006664350462714,2.006664350462714,2.0410368898471765,1.386567826510792,1.4919230456638295,1.3839717449792035,2152760,8,False,False,True,True,False,False,True,2014-08-25
FCN,2014-06-08,2014-04-27,amphibian,1,118,6,1,2,1,1,0.0,0.00165303,0.001656723,1.964058e-05,2.609061e-05,1.964058e-05,2.6090709999999998e-05,inf,1.155436e-06,4.874679e-06,0.0,fantomcoin,Fantomcoin,0.0008271760000000001,5.810409999999999e-06,142.36103820556554,142.36103820556554,91.90844444444444,20.881513395566078,23.922428152191657,2.122648838958027,2.0017068616566758,22334,1,False,False,False,False,False,False,False,2014-06-08
BSC,2015-07-13,2015-04-28,Bowscoin_dev,1,46,1,1,8,8,0,0.03571429,0.001114279,0.0011154539999999999,8.840194e-05,1.357829e-05,8.841011999999998e-05,1.357829e-05,5.0,8.699849e-07,3.587602e-06,0,bowscoin,BowsCoin,1.80046e-06,8e-08,22.50575,22.50575,12.860428571428569,2.6956636655292536,3.138197740965163,2.6516971778641354,4.5211510548632985,3056,1,False,False,False,False,False,False,False,2015-07-13
FC2,2014-06-12,2014-05-01,FuelCoinTeam,1,26,1,1,14,14,0,0.01098901,0.0016404070000000002,0.001642668,0.0001487197,1.9368579999999998e-05,0.0001487442,1.9368579999999998e-05,5.0,4.677545e-06,1.787044e-05,0.0,fuelcoin,FuelCoin,0.00019800900000000002,9.996e-09,19808.82352941176,11.179685515060834,6.007663974465554,3.7654179899573705,2.6932273354857768,1.831350546026789,1.790408659333156,1519508,3,False,False,False,True,False,False,True,2014-06-12
LTC,2013-04-28,2013-03-27,Ltcfaucet,1,32,2,3,9,2,7,0.36111109999999996,0.02437846,0.02489468,0.00013036110000000001,0.000212008,0.00013036110000000001,0.00021202259999999998,inf,1.265067e-05,5.134505e-05,1.0,litecoin,Litecoin,0.0482909,0.0059413,8.128002289061316,8.128002289061316,3.8564537896998106,2.8214761863142392,3.172769980775424,2.3981562267869188,2.3981562267869188,2699410033,56,True,True,True,True,True,True,True,2013-04-28
UNITY,2014-10-01,2014-08-31,jl777,1,565,7,251,141,107,34,0.06994760000000001,0.001368205,0.001370325,0.0001078631,2.048194e-05,0.00010787,2.0482049999999998e-05,3.0,4.4386980000000006e-05,0.0001448964,0,supernet-unity,SuperNET,0.0271639,0.00699886,3.8811892222447657,3.8811892222447657,3.8811892222447657,2.399615631045927,2.408735390158194,2.256232893614208,2.2687654780886866,1597362,5,False,False,True,False,False,True,False,2014-10-01
AUR,2014-02-27,2014-02-03,balduro,1,31,1,1,5,5,0,0.0,0.002910747,0.0029179640000000003,0.00029769,2.7812540000000005e-05,0.0002977509,2.7812540000000005e-05,4.0,1.6283170000000002e-06,6.7918e-06,0.0,auroracoin,Auroracoin,0.141499,5.5867e-05,2532.7832172839067,2532.7832172839067,2369.211088990877,61.59739659309328,71.4611942096479,2.2264552801453417,2.182491772022885,22020505,5,False,False,False,True,False,True,False,2014-02-27
XTC,2014-10-25,2014-08-30,ASIC-8Tile,1,102,1,311,16,12,4,0.025,0.001371359,0.001373377,0.0001079824,2.050163e-05,0.00010798889999999999,2.050174e-05,4.0,1.6961160000000002e-06,6.827406999999999e-06,0.0,tilecoin,TileCoin,8.89978e-05,5.44683e-06,16.33937537980807,7.405991512024633,7.405991512024633,4.21738801745938,3.603910752159468,3.7163210946547256,3.5572558695373058,1499152,3,False,False,False,False,False,True,True,2014-10-25
FETISH,2014-10-20,2014-09-20,altcoin.center,1,51,3,12,3,0,3,0.0,0.0013233610000000001,0.001324997,1.526764e-05,2.006191e-05,1.526764e-05,2.0062020000000003e-05,inf,8.510331999999999e-07,3.549626e-06,0,fetish,Fetish,2.525e-05,5.2e-07,48.55769230769231,36.594202898550726,6.69761273209549,5.508548968027892,4.490889484893116,1.5109841819603278,1.2517476117210715,2134,1,False,False,False,False,False,False,False,2014-10-20
LEAF,2014-02-02,2014-01-25,mcg,1,118,7,29,148,147,1,0.02279831,0.003333105,0.00334436,0.0003175455,4.2069650000000005e-05,0.0003176214,4.207013e-05,4.0,8.042603e-05,0.000268755,0.0,leafcoin,LeafCoin,2.47258e-07,6.302999999999999e-10,392.2862129144852,392.2862129144852,131.47825162182286,20.274189797975577,21.034573449633317,1.7816584414287218,2.080629322092048,651245,2,False,False,False,True,False,False,False,2014-02-02
MOTO,2014-06-03,2014-05-02,WilliamLie2,1,84,2,1,11,11,0,0.09090909,0.00164133,0.001643326,0.00014813440000000002,1.931994e-05,0.0001481533,1.931994e-05,4.0,2.820012e-06,9.216432e-06,0,motocoin,Motocoin,5.89979e-05,6e-08,983.2983333333334,983.2983333333334,59.59383838383839,7.949050970010811,8.677404429617361,2.931240444147036,2.670539915041953,35416,1,False,False,False,False,False,False,False,2014-06-03
XWC,2014-04-18,2014-10-01,WhitecoinFoundation,1,0,0,1,11,11,0,0.0,0.001287754,0.001289258,0.00010366020000000001,1.510711e-05,0.0001036669,1.510711e-05,4.0,2.355046e-06,9.496892e-06,0.0,whitecoin,WhiteCoin,2.2280599999999998e-05,3.45839e-07,64.42477569042242,64.42477569042242,36.525573770491796,15.040818693385727,15.138291745903766,1.9455490297969351,1.9318547672238,8262799,3,False,False,False,True,False,False,True,2014-04-18
ALN,2014-03-15,2014-01-10,Aliencoin,1,86,6,1,23,23,0,0.07905138,0.0036064820000000003,0.003617311,0.0003606972,3.545094e-05,0.00036078769999999997,3.545094e-05,4.0,1.413751e-05,5.232112e-05,0.0,aliencoin,Aliencoin,4.9412e-06,7.97626e-08,61.94883316240945,23.77016846743701,14.53294117647059,6.640622353040334,5.511891679276498,2.5955541938644915,2.436844653949223,164993,2,False,False,False,True,False,False,False,2014-03-15
ALF,2013-07-07,2013-07-17,d2.cc,1,96,5,72,714,696,18,0.009497621999999999,0.01128781,0.0114201,0.000852028,0.0001022113,0.0008527715,0.00010221549999999999,2.0,0.0006835948,0.0022298820000000003,0.0,alphacoin,AlphaCoin,2.3004899999999997e-05,2.8e-07,82.16035714285714,82.16035714285714,67.66147058823529,10.276231837469103,12.35021687878164,41.457146285414304,41.457146285414304,6887,1,False,False,False,True,False,False,False,2013-07-07
SBC,2013-07-07,2013-06-08,artos,1,59,4,1,78,74,4,0.06631579,0.01250768,0.01263082,0.0008665261,0.0001177035,0.0008670828,0.0001177078,3.0,9.263349e-05,0.0002901934,0.0,stablecoin,StableCoin,0.000367879,7.553279999999999e-07,487.04536307405516,487.04536307405516,371.6516357545444,25.47919051043998,29.729685720008998,5.50359640077517,5.50359640077517,420488,2,False,False,False,True,False,False,False,2013-07-07
ORB,2013-12-21,2014-03-07,mill0601,1,667,92,324,448,269,179,0.10380070000000001,0.001985563,0.001990301,0.0002118729,3.0695159999999994e-05,0.0002119169,3.0695359999999995e-05,3.0,0.00021801759999999997,0.0005088108,0.0,orbitcoin,Orbitcoin,0.000400484,3.04794e-05,13.13949749666988,13.13949749666988,6.332023134547822,6.081394840295754,6.131050913066557,4.62382679148105,4.62382679148105,154807,7,False,False,False,True,False,False,False,2013-12-21
MMC,2013-12-24,2013-12-15,FreeTrade,1,663,36,806,496,450,46,0.04342613,0.0050385740000000005,0.005066193,0.0005505083999999999,6.722004e-05,0.0005507811,6.722112e-05,2.0,0.0009061588000000001,0.001567837,1.0,memorycoin,Memorycoin,0.00135488,2.4e-06,564.5333333333333,564.5333333333333,79.07552235321583,21.936303444265523,21.936303444265523,4.865744863434153,4.865744863434153,1599055,3,False,False,True,False,False,True,False,2013-12-24
GLYPH,2014-06-17,2014-06-09,GLYPH,1,7,1,1,14,14,0,0.05494505,0.001576945,0.001578936,0.0001267851,1.755495e-05,0.0001267993,1.755495e-05,4.0,2.036021e-06,7.658095e-06,0.0,glyph,Glyph,0.00033303900000000003,1.7982900000000002e-06,185.19760439083802,185.19760439083802,114.8061967402995,25.96303095761861,30.35144701697769,2.2187369344362025,2.967477158113238,656594,2,False,False,False,True,False,False,False,2014-06-17
I0C,2013-11-27,2013-08-18,rsnel,1,63,2,19,23,21,2,0.2094862,0.01000929,0.01008753,0.0007849360000000001,9.560389000000001e-05,0.0007854142999999999,9.560665000000001e-05,3.0,5.27016e-05,0.000127355,0.0,i0coin,I0Coin,8.997780000000001e-05,5.0037300000000005e-06,17.982145319591588,7.448308402937013,1.8381573033707863,2.5420585688054333,1.7208866868854988,2.4119386255501167,1.3680238315996027,99802,1,False,False,False,False,False,False,False,2013-11-27
BAT,2014-03-03,2014-01-11,cozie,1,122,13,320,105,94,11,0.06777446,0.0037477929999999997,0.003758965,0.0003655035,4.937846e-05,0.0003655851,4.937901e-05,3.0,8.59548e-05,0.0002561775,0.0,batcoin,BatCoin,4.0960099999999996e-08,2.459e-10,166.57218381455874,166.57218381455874,36.34436557231589,17.523365003149586,23.53925648065336,2.7650732601370036,3.1054187376134625,115398,1,False,False,False,True,False,False,False,2014-03-03
DOGE,2013-12-15,2013-12-09,Dogecoin,1,24,2,1,97,96,1,0.02362543,0.005746156,0.005771738,0.0005930207,7.184961e-05,0.0005932514,7.185063e-05,3.0,0.0001191474,0.0003724008,0.0,dogecoin,Dogecoin,2.8424200000000002e-06,2.30997e-07,12.305008290150955,12.305008290150955,5.870063999438275,3.7779692528066366,3.9542338059234488,2.2732927771061604,2.540609119140464,437597191,46,False,True,True,True,True,True,True,2013-12-15
FUTC,2015-07-21,2015-02-20,FUTCOIN,1,3,1,1,11,11,0,0.0,0.00114774,0.00114883,9.247639999999999e-05,1.394817e-05,9.248263e-05,1.394817e-05,4.0,1.3242199999999999e-06,4.825633e-06,0,futcoin,FutCoin,0.0001,8.06488e-06,12.399440537242961,1.6936837452089923,1.6936837452089923,2.7230517207704747,1.1135282096782528,1.6935760113972076,1.028510297014917,16977,1,False,False,False,False,False,False,False,2015-07-21
TOR,2014-07-12,2014-07-05,torcoin,1,21,1,1,31,31,0,0.017204300000000002,0.001483271,0.001485006,0.000117251,1.6829070000000003e-05,0.00011725790000000001,1.6829070000000003e-05,4.0,2.628062e-06,1.029384e-05,1.0,torcoin,TorCoin,0.000320122,2.39243e-06,133.80621376591998,133.80621376591998,17.86395089285714,11.54003926315681,12.043086047955274,1.3322125990383078,1.42656848640779,1012685,2,False,False,False,True,False,False,False,2014-07-12
TOP,2014-02-17,2014-02-03,topdude,1,44,5,1,46,45,1,0.01352657,0.002915115,0.002922078,0.0002976835,3.771931e-05,0.00029775040000000003,3.771964000000001e-05,3.0,1.243757e-05,4.476895e-05,0.0,topcoin,TopCoin,3.2998599999999997e-06,8.93e-11,36952.5195968645,15.713619047619048,10.999533333333336,5.912429045135126,2.9570640607428436,64.55566226239817,1.8196982454431336,281536,1,False,False,False,False,False,False,False,2014-02-17
CAP,2013-07-04,2013-12-29,binaryclock,1,0,0,14,51,34,17,0.03591837,0.004272779,0.0042921470000000005,0.0004348974,5.5593769999999994e-05,0.00043507480000000003,5.559451999999999e-05,4.0,3.286075e-05,0.0001177787,1.0,bottlecaps,Bottlecaps,0.000839963,8.07447e-06,104.02701353773064,104.02701353773064,95.180806171614,18.41878006557527,22.007698495529795,18.025805404949388,18.025805404949388,207579,1,False,False,False,True,False,False,False,2013-07-04
BAY,2014-11-16,2014-10-31,BitBay Team,1,107,2,1,10,10,0,0.02222222,0.001258635,0.001260123,0.00010109649999999999,1.476233e-05,0.0001011049,1.476233e-05,4.0,4.180198e-06,1.34722e-05,0.0,bitbay,BitBay,2.99407e-06,3.8998399999999995e-07,7.677417535078361,7.677417535078361,4.200817975825517,3.5128496930949686,3.7163108900097237,2.013564789013605,2.298698346638023,1091020,4,False,False,False,False,False,True,True,2014-11-16
ERC,2015-06-18,2014-05-04,EuropeCoin,1,274,5,1,10,10,0,0.0,0.001637995,0.00164035,0.0001472028,1.9227439999999998e-05,0.00014721610000000002,1.9227439999999998e-05,4.0,1.480026e-06,6.1470420000000005e-06,0,europecoin,EuropeCoin,3.03005e-06,8.10112e-07,3.74028529388529,1.0,1.0,1.678479088456147,1.0,1.251270987854784,1.0,3130,2,False,False,False,False,False,False,True,2015-06-18
ERM,2014-12-25,2014-10-14,DailyModo,1,720,2,238,90,10,80,0.0329588,0.001285392,0.0012869630000000001,0.00010208469999999999,1.966664e-05,0.00010208979999999999,1.966672e-05,4.0,6.452676e-06,2.2261060000000003e-05,0,ermis,Ermis,3.3895599999999994e-06,7.001230000000001e-08,48.41377872173889,48.41377872173889,15.407090909090908,3.088069880918098,3.2250610001833864,2.0436143671904095,2.0399444428251647,4471,1,False,False,False,False,False,False,False,2014-12-25
BTG,2013-07-04,2013-05-17,mineral,1,109,2,1,52,52,0,0.09426848,0.01370195,0.01384192,0.0009505264,8.594019000000001e-05,0.0009511217,8.594019000000001e-05,3.0,7.49144e-05,0.00022247549999999998,0.0,bitgem,Bitgem,0.022260299999999997,0.00015154600000000002,146.88807358821742,146.88807358821742,55.79721769645319,10.49163656878942,15.187424611459985,2.086873282790655,1.7373017050487125,304176,1,False,False,False,True,False,False,False,2013-07-04
CELL,2015-01-25,2015-01-09,koko2530,1,51,1,189,15,1,14,0.04761905,0.001181388,0.001182635,1.420091e-05,1.8759379999999997e-05,1.420091e-05,1.875947e-05,inf,8.049887e-07,3.345851e-06,0,solarfarm,SolarFarm,0.00013597700000000002,5.001619999999999e-06,27.186591544339628,27.186591544339628,27.186591544339628,3.2417979512604638,2.804520602444691,2.8118790817204338,2.3827475930812523,43553,2,False,False,False,False,False,False,False,2015-01-25
VPN,2014-11-23,2014-07-23,vpncoin,1,302,7,1,8,8,0,0.07142857,0.0014463129999999999,0.00144835,0.0001125673,1.640259e-05,0.00011257819999999999,1.640259e-05,4.0,2.951767e-06,1.019781e-05,0.0,vpncoin,VPNCoin,6.392849999999999e-06,3.50099e-07,18.26012070871382,1.7269291653385055,1.2492037189743508,4.0681282702731085,1.3258851118170678,1.5661377094535949,1.2361404490717225,311789,4,False,False,False,False,True,False,True,2014-11-23
NEOS,2014-08-25,2014-08-19,twoturtles,1,172,3,202,75,72,3,0.01225225,0.0013830510000000002,0.0013844220000000002,0.0001106772,2.082822e-05,0.00011068610000000001,2.0828289999999998e-05,4.0,2.7471220000000004e-05,8.783781e-05,0.0,neoscoin,NeosCoin,0.000289913,8.53785e-06,33.956206773368,33.956206773368,33.956206773368,5.845696364574428,6.1932073463691815,1.80154460557204,1.954685022534426,575725,4,False,False,True,True,False,False,True,2014-08-25
ZRC,2015-03-03,2015-03-19,gnargnar,1,105,0,318,59,1,58,0.08591467,0.0011312219999999999,0.001132283,9.073782e-05,1.8268010000000003e-05,9.074376000000001e-05,1.826807e-05,4.0,9.296082e-07,3.688723e-06,0,ziftrcoin,ZiftrCOIN,0.000685168,2.56714e-05,26.68993510287713,26.68993510287713,26.68993510287713,3.247672653076468,3.301511747973977,1.7000624084555518,1.7841418957181656,149750,3,False,False,False,True,False,False,False,2015-03-03
RZR,2014-06-21,2014-06-09,RazorTech,1,39,1,1,9,9,0,0.02777778,0.001576151,0.001578473,0.0001267601,1.755495e-05,0.000126769,1.755495e-05,4.0,1.3012889999999998e-06,5.28865e-06,1.0,razor,Razor,0.00221513,5.64638e-06,392.30976306943563,392.30976306943563,369.1883333333333,13.110867924003976,13.475512413597126,1.9358329403320464,2.094259335143733,5059465,2,False,False,False,True,False,False,False,2014-06-21
CACH,2014-02-15,2014-01-06,kalgecin,1,296,6,242,55,38,17,0.1204644,0.0038920929999999997,0.003907137,0.0003896992,5.173933e-05,0.0003898126,5.1740020000000004e-05,3.0,7.435133e-05,0.00018583450000000002,0.0,cachecoin,CacheCoin,0.0072737999999999995,1.2192299999999999e-06,5965.896508452056,5965.896508452056,2014.9030470914126,11.861178725721473,20.81972917521078,1.7021534127748152,2.118556865024389,871006,1,False,False,False,True,False,False,False,2014-02-15
CFN,2014-12-16,2014-05-14,ConfessionCoin,1,127,1,1,20,20,0,0.0,0.0016169860000000002,0.001619062,0.0001384259,1.857286e-05,0.0001384384,1.857286e-05,4.0,4.053716e-06,1.688938e-05,0.0,confessioncoin,ConfessionCoin,2.7853300000000002e-06,7.960619999999999e-08,34.988857651790944,30.94811111111111,30.94811111111111,9.704478641571413,10.184949152135085,2.0980800373963726,2.692365758772461,4491,1,False,False,False,False,False,False,False,2014-12-16
GENI,2015-06-26,2015-05-20,Genius dev,1,27,1,1,27,27,0,0.04843305,0.001099815,0.001100759,8.665205e-05,1.3459129999999998e-05,8.665691999999999e-05,1.3459129999999998e-05,4.0,3.716462e-06,1.3551370000000002e-05,0,geniuscoin,Geniuscoin,7.967000000000001e-08,1e-08,7.9670000000000005,7.9670000000000005,7.9670000000000005,3.0722659262687024,3.0722659262687024,1.0660205739583422,1.0660205739583422,10412,2,False,False,False,False,False,False,False,2015-06-26
XQN,2014-11-23,2014-11-12,CedricQuotient,1,78,2,1,28,28,0,0.06084656,0.001251205,0.0012524889999999999,0.0001003576,1.465201e-05,0.00010036459999999999,1.465201e-05,4.0,5.3884439999999995e-06,1.78358e-05,0.0,quotient,Quotient,6.790649999999999e-05,2.7e-07,251.50555555555562,251.50555555555562,45.57483221476511,7.370803858086139,7.370803858086139,2.6973722911522846,2.6973722911522846,96099,1,False,False,False,False,False,False,True,2014-11-23
LIT,2014-07-05,2014-06-13,Lightcoinproject,1,34,1,1,6,6,0,0.0,0.0015638260000000001,0.001566114,0.00012576620000000002,1.743558e-05,0.0001257783,1.743558e-05,5.0,1.107025e-06,4.617552999999999e-06,0.0,lightcoin,Lightcoin,2.38242e-05,2e-08,1191.21,1191.21,158.828,30.35710485327693,35.066983196573375,2.1973673729107435,2.1579944713848884,49309,1,False,False,False,False,False,False,False,2014-07-05
GHC,2014-10-10,2014-09-26,coinweaver,1,154,5,224,265,256,9,0.01416422,0.0013039999999999998,0.001305648,0.0001043086,1.993995e-05,0.00010431709999999999,1.994003e-05,3.0,0.00011600620000000001,0.00035392519999999996,0.0,gamerholiccoin,GamerholicCoin,0.00023962099999999997,2.51e-06,95.46653386454183,95.46653386454183,47.63836978131213,5.3948994920769335,5.3287360328176785,2.4043995163742817,2.378156105310574,115480,1,False,False,False,False,False,False,True,2014-10-10
ZNY,2015-07-09,2014-11-08,bitzeny,1,2,1,1,8,8,0,0.07142857,0.00125114,0.001252329,0.0001005678,1.4686229999999999e-05,0.0001005751,1.4686229999999999e-05,4.0,1.8123769999999998e-06,6.591056999999999e-06,0,bitzeny,Bitzeny,5.4e-07,4.00321e-07,1.3489174937112969,1.0,1.0,1.1485439546707985,1.0,1.235475635240389,1.0,19,1,False,False,False,False,False,False,False,2015-07-09
EGG,2015-04-30,2014-04-13,MijntjeGoud,1,171,2,104,57,1,56,0.09022556,0.00170958,0.001712918,0.00016912560000000002,2.715949e-05,0.0001691492,2.7159640000000003e-05,4.0,1.7765379999999998e-06,5.766449e-06,0,eggcoin,EggCoin,8.980119999999999e-06,6.0029e-08,149.5963617584834,149.5963617584834,9.868263736263737,8.596524821077205,8.596524821077205,3.4728007316821436,3.4728007316821436,12139,1,False,False,False,False,False,False,False,2015-04-30
SAK,2015-03-08,2014-05-21,SAKTeam,1,1,1,1,7,7,0,0.0,0.001595899,0.001598376,0.0001341838,1.821626e-05,0.0001341989,1.821626e-05,5.0,1.578654e-06,6.64056e-06,0,sharkcoin,Sharkcoin,0.00303308,0.00010221899999999999,29.672370107318603,3.4500613100559865,3.4500613100559865,2.4895618907986963,1.5310024904091684,1.4147319444603057,1.4747747554473098,177065563,4,False,False,False,False,False,False,False,2015-03-08
PRC,2014-02-20,2014-01-30,inmean,1,76,4,1,15,15,0,0.01904762,0.003045675,0.003054109,0.00030535509999999997,2.880018e-05,0.0003054154,2.880018e-05,4.0,4.478475e-06,1.789364e-05,0.0,prospercoin,ProsperCoin,0.000240169,5.00002e-07,480.33607865568536,480.33607865568536,150.105625,14.248533074842776,18.379391524499148,2.5067759237237737,2.7195652513613893,34184,1,False,False,True,False,False,False,False,2014-02-20
MEOW,2014-01-24,2013-12-25,lonestar108,1,26,2,41,57,55,2,0.02272727,0.004290877,0.004305353,0.0004698534,5.849743e-05,0.00047000220000000003,5.849838000000001e-05,4.0,7.359616e-05,0.0002466322,0.0,kittehcoin,Kittehcoin,9.82782e-07,3.549e-10,2769.180050718513,2769.180050718513,523.3130990415336,25.995520031108338,27.034247180437198,1.9335672679344869,1.8708593444299484,4724494,1,False,False,False,True,False,False,False,2014-01-24
PRT,2014-01-22,2014-01-01,moonmoon,1,44,6,1,116,116,0,0.02818591,0.003906042,0.003917612,0.0004114965,3.845119e-05,0.00041162239999999997,3.845119e-05,4.0,6.956451e-05,0.0002450534,0.0,particle,Particle,4.9526199999999995e-06,4.001819999999999e-08,123.75918956874624,123.75918956874624,70.75171428571429,7.666236360527762,7.693004164780049,2.2908205336194816,2.2866576450663914,857556,1,False,False,False,False,False,True,False,2014-01-22
CHA,2014-05-20,2014-03-24,magician,1,35,1,1,6,6,0,0.06666667,0.001799997,0.00180252,0.0001848491,2.1499829999999996e-05,0.0001848678,2.1499829999999996e-05,3.0,4.735103e-05,0.000121339,0.0,chancecoin,Chancecoin,0.00235858,9.998700000000001e-09,235888.66552651842,235888.66552651842,25.22275692439311,4.190623189446197,4.231714834296752,1.9833083613386688,2.0108204511305976,86707,1,False,False,True,False,False,False,False,2014-05-20
CHC,2015-07-16,2014-01-20,Rolihlahla,1,29,1,29,75,71,4,0.02882883,0.003845195,0.003857368,0.000355085,4.6313779999999996e-05,0.0003551771,4.631423e-05,3.0,1.9079049999999998e-05,6.760917e-05,1.0,chaincoin,ChainCoin,2.0000999999999997e-06,2.59837e-07,7.697518059398777,7.697518059398777,7.692603546882153,3.013093327281925,3.1636121355609763,2.895325058515651,3.0038043962448526,91,1,False,False,False,False,False,False,False,2015-07-16
MRY,2014-03-03,2014-01-21,bholzer,1,294,3,175,51,26,25,0.08627451,0.00363676,0.003654337,0.00034371760000000004,4.547601e-05,0.0003438248,4.547661e-05,4.0,8.377789e-06,3.080037e-05,0.0,murraycoin,Murraycoin,2.84719e-05,4.2e-07,67.79023809523811,67.79023809523811,67.79023809523811,9.21701079824899,11.897983367509687,3.5858344084964804,4.706000925424443,70044,1,False,False,False,True,False,False,False,2014-03-03
JAY,2015-04-17,2015-04-03,jones_,1,30,2,76,15,3,12,0.4285714,0.0011257910000000001,0.001127655,9.032129000000001e-05,1.816677e-05,9.032831e-05,1.816688e-05,4.0,1.18843e-06,3.944972e-06,0,jay,Jay,0.00116235,0.00041745199999999996,2.7843919779998654,2.7843919779998654,2.7843919779998654,1.3933531852058976,1.2536099187847138,1.3528818200543176,1.2254494585532203,6851,1,False,False,False,False,False,False,False,2015-04-17
MMNXT,2014-10-22,2015-01-21,Nxtblg,1,1078,14,326,602,274,328,0.0324197,0.0011701069999999999,0.001171695,9.395915000000001e-05,1.8649270000000002e-05,9.396540999999999e-05,1.8649360000000002e-05,3.0,7.444599e-05,0.0002216025,0,mmnxt,MMNXT,8.61884e-05,3.60322e-05,2.3919827265612423,2.3919827265612423,2.2512903562846094,1.4756852474711015,1.5380465988440746,1.4462103849218757,1.541796061258186,180054,2,False,False,True,False,False,False,False,2014-10-22
URO,2014-06-12,2014-05-09,true-asset,1,192,6,1,9,9,0,0.0,0.001635606,0.001638226,0.0001436416,1.890395e-05,0.0001436591,1.890395e-05,4.0,2.1573179999999997e-06,7.949106000000001e-06,0.0,uro,Uro,0.0207005,0.000123521,167.58688805952025,167.58688805952025,167.58688805952025,14.119353218127735,14.180194935389812,2.5756991129880955,2.4918565304772846,8620055,5,False,False,True,True,False,False,True,2014-06-12
MRC,2014-03-03,2014-01-04,MCR,1,107,6,1,8,8,0,0.03571429,0.004009497,0.004023773,0.0004068747,3.7515009999999996e-05,0.0004069961,3.7515009999999996e-05,4.0,4.359221e-06,1.530066e-05,0.0,microcoin,microCoin,3.02293e-08,2.495e-10,121.15951903807616,121.15951903807616,5.247960140272908,5.051532984364559,5.112994337579711,1.542968563214827,1.5593669084310862,310045,2,False,False,False,False,False,False,False,2014-03-03
MUE,2014-11-01,2014-09-12,Mue,1,99,2,1,5,3,2,0.1,0.001339671,0.0013413960000000001,1.538012e-05,2.021074e-05,1.538012e-05,2.021084e-05,inf,9.419707e-07,3.9302480000000006e-06,0.0,monetaryunit,MonetaryUnit,7.96608e-06,4.0990199999999996e-08,194.34108640601897,194.34108640601897,14.482807520221368,13.906120517536356,13.930289894732184,5.181986311952296,5.143762495925799,14728,5,False,False,False,False,False,False,True,2014-11-01
