coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,0.0,4,2.216261e-05,7.927558e-05
GRS,2014-04-11,2013-08-29,Tommo_Aus,1,217,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
SHIBE,2014-05-06,2013-05-27,maxpower,1,285,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
ACOIN,2014-09-13,2011-03-26,Anonymous,1,2243,220,438,327,189,138,0.07192859,0.2700755,0.3306267,0.00695789,0.002245742,0.006988498,0.00224697,130678.3,1,0.06093308,0.05389062
XDN,2014-06-24,2014-05-31,dNote,1,24,1,1,21,21,0,0.03333333,0.001569582,0.001571411,0.0001307141,1.783835e-05,0.0001307262,1.783835e-05,0.0,3,6.791752e-06,1.547039e-05
TCO,2014-07-21,2014-04-30,Cryddit,1,357,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
BUN,2014-09-11,2013-07-19,Foxpup,1,242,0,464,91,0,91,0.1606838,0.01114809,0.01131382,6.771398e-05,0.000101786,6.771398e-05,0.0001017899,0.0,inf,3.139567e-06,1.30251e-05
XDQ,2014-05-26,2013-05-27,maxpower,1,291,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,0.0,4,1.285014e-06,5.231344e-06
SWIFT,2014-10-05,2014-09-30,BitSwift,1,46,2,1,6,6,0,0.0,0.001292525,0.00129396,0.0001038645,1.512219e-05,0.0001038751,1.512219e-05,0.0,4,2.596873e-06,1.069077e-05
FIBRE,2014-08-30,2011-05-12,marcus_of_augustus,1,1381,19,92,109,22,87,0.1784914,0.2424062,0.3101241,0.004007102,0.001433821,0.004017382,0.001434488,3549.757,2,0.001143525,0.001789974
LIMX,2014-06-08,2014-04-30,Cryddit,1,339,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
KEY,2014-07-18,2013-05-03,ElBurro,1,61,0,20,13,0,13,0.2307692,0.0156296,0.01582049,9.908839e-05,0.0001550685,9.908839e-05,0.0001550748,0.0,inf,4.708126e-06,1.934441e-05
FOOD,2014-07-17,2014-04-07,FallingKnife,1,294,2,144,48,25,23,0.04347826,0.001739096,0.001742302,0.0001719904,2.749327e-05,0.0001720162,2.749345e-05,199191.4,3,1.080289e-05,3.052404e-05
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,0.0,4,4.686047e-06,1.885537e-05
SXC,2013-12-08,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
EFL,2014-03-26,2014-04-05,MaGNeT,1,2331,49,1019,1409,907,502,0.03449694,0.001753103,0.001756247,0.0001728743,2.758745e-05,0.0001729018,2.758762e-05,21054930.0,2,0.001173858,0.001823528
XRP,2013-08-04,2012-12-25,annette786,1,49,7,97,81,75,6,0.1415125,0.02810498,0.02904997,0.001437554,0.0002726414,0.001439604,0.0002726661,5277.033,3,0.0002754131,0.0005667087
ULTC,2014-08-31,2014-07-13,Umbrella Holdings,1,173,3,1,31,31,0,0.01505376,0.001468135,0.001469679,0.0001153097,1.66334e-05,0.0001153184,1.66334e-05,0.0,3,8.161708e-06,2.660589e-05
MARYJ,2014-10-04,2014-01-24,portice,1,576,20,269,158,5,153,0.141189,0.003393989,0.003406939,0.0003200506,4.291389e-05,0.0003201531,4.291435e-05,85652.49,4,3.155946e-06,9.534264e-06
UNAT,2014-08-09,2014-07-11,Unattainium,1,155,1,1,13,13,0,0.05128205,0.001467633,0.00146949,0.0001163085,1.668419e-05,0.0001163199,1.668419e-05,0.0,3,6.856183e-06,2.2858e-05
ANC,2013-07-14,2012-09-30,Bitcoin Oz,1,1091,55,388,433,226,207,0.1223121,0.02926885,0.03019683,0.001500885,0.0002936444,0.001502951,0.0002936792,444944.3,2,0.00174531,0.002603716
NVC,2013-04-28,2013-01-02,xorxor,1,257,6,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
FRSH,2014-08-22,2014-07-01,savale,1,280,5,191,105,30,75,0.06923077,0.001495055,0.001497395,0.0001187568,2.224867e-05,0.0001187633,2.224877e-05,157564.5,4,3.612358e-06,1.483558e-05
BCN,2014-06-17,2014-03-13,DStrange,1,110,4,45,6,0,6,0.1333333,0.001878081,0.001881664,2.236786e-05,2.983319e-05,2.236786e-05,2.983333e-05,0.0,inf,1.116596e-06,4.771357e-06
DSH,2014-10-07,2014-07-06,slb,1,124,2,42,12,8,4,0.1060606,0.001476418,0.001478219,0.0001172651,2.204794e-05,0.0001172758,2.204805e-05,14.16667,4,2.176512e-06,7.860162e-06
BCF,2014-12-06,2014-12-04,BitCoinFastTeam,1,14,1,1,14,14,0,0.0989011,0.001225113,0.001226352,9.781444e-05,1.447136e-05,9.782175e-05,1.447136e-05,0.0,4,2.063771e-06,7.338854e-06
DVC,2013-04-28,2011-08-06,Unthinkingbit,1,256,2,53,7,5,2,0.2380952,0.03332334,0.03424688,0.00180357,0.0004525099,0.001805405,0.0004525786,1573.343,3,3.881341e-05,0.0001258274
ETC,2014-10-03,2013-12-22,rickyjames,1,53,11,5,1,0,1,0.0,0.004796585,0.004821354,4.281188e-05,6.087619e-05,4.281188e-05,6.087719e-05,0.0,inf,1.9825e-06,8.30273e-06
BCX,2014-01-31,2013-08-29,Tommo_Aus,1,153,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
COL,2013-12-01,2013-01-02,xorxor,1,463,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
CON,2015-02-15,2014-06-26,bitpop,1,1367,41,1129,525,264,261,0.05332761,0.001513693,0.001515816,0.0001214513,2.245053e-05,0.0001214633,2.245062e-05,3183667.0,3,0.000154663,0.0002449452
CASH,2014-02-27,2013-05-27,maxpower,1,257,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
KDC,2014-02-02,2013-08-29,Tommo_Aus,1,155,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
VRC,2014-05-16,2014-05-10,effectsToCause,1,76,1,1,7,7,0,0.0,0.001635042,0.001637286,0.0001426437,1.883842e-05,0.0001426531,1.883842e-05,0.0,5,1.572926e-06,6.55061e-06
QORA,2014-05-26,2011-12-08,gmaxwell,1,488,15,217,85,57,28,0.1401704,0.03281519,0.03383067,0.001716433,0.0003807043,0.001718054,0.0003807463,2242.955,2,0.0004622998,0.0005383731
C2,2014-06-08,2015-02-04,DailyModo,1,472,1,351,182,85,97,0.03124616,0.001164305,0.001165478,9.3454e-05,1.856648e-05,9.345934e-05,1.856655e-05,301710.1,4,1.308612e-05,4.865204e-05
ZS,2014-05-02,2013-05-27,maxpower,1,285,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
SRC,2013-09-28,2013-01-02,xorxor,1,444,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
FAIR,2014-03-22,2011-06-01,Cusipzzz,1,84,0,120,32,0,32,0.2278226,0.1333073,0.1505937,0.0005854801,0.001001426,0.0005854801,0.001001729,0.0,inf,5.569796e-05,0.0001605731
DIME,2014-01-06,2013-12-24,dimecoin,1,155,20,1,18,18,0,0.03921569,0.0044417,0.004458576,0.0004790729,4.182176e-05,0.0004792597,4.182176e-05,0.0,3,1.819414e-05,6.159558e-05
XMG,2014-09-24,2013-08-14,zackclark70,1,1658,57,85,485,397,88,0.05483416,0.009941864,0.01005999,0.0007970278,9.617641e-05,0.000797683,9.617938e-05,526497.0,3,0.0004700353,0.001256137
HEX,2014-03-15,2014-02-23,Heisenbergprime,1,8,1,1,2,2,0,0.0,0.002226903,0.002231936,2.42742e-05,2.427302e-05,2.42742e-05,2.427302e-05,0.0,inf,2.180592e-06,9.408092e-06
COMM,2014-04-15,2013-08-25,CaptChadd,1,914,40,416,325,261,64,0.08572045,0.009758307,0.009865559,0.0007754511,9.486276e-05,0.0007760334,9.486504e-05,171327.4,3,0.0005055993,0.00127214
XMR,2014-05-20,2013-03-27,qxzn,1,190,6,527,18,9,9,0.1895425,0.02450484,0.024965,0.001368205,0.0002119635,0.001369651,0.0002119783,2966.5,3,3.454411e-05,8.606423e-05
UFO,2014-02-27,2014-01-12,Aliencoin,1,85,6,3,198,198,0,0.02050967,0.003803463,0.003813943,0.0003641663,3.488453e-05,0.000364253,3.488453e-05,0.0,3,8.791847e-05,0.0003080112
CDN,2014-05-11,2014-05-20,Circonference,1,0,0,1,1,0,1,0.0,0.001597141,0.001599048,1.827986e-05,2.405354e-05,1.827986e-05,2.405367e-05,0.0,inf,9.786425e-07,4.119365e-06
NMB,2014-09-05,2014-05-24,sr.machado,1,368,8,110,45,35,10,0.02727273,0.001599915,0.001601735,0.0001335781,2.380406e-05,0.0001335921,2.380419e-05,108169.6,4,1.791182e-05,5.82565e-05
NMC,2013-04-28,2011-06-09,John Tobey,1,83,1,41,25,15,10,0.3369565,0.06023291,0.06200789,0.002128944,0.0007894354,0.00213141,0.0007895633,13.33333,3,0.0002021266,0.0003642538
EVENT,2014-12-14,2014-10-28,EventToken,1,50,1,1,3,3,0,0.0,0.001259317,0.001260512,0.0001015495,1.479574e-05,0.0001015583,1.479574e-05,0.0,5,1.760344e-06,6.949981e-06
SAT2,2014-07-05,2014-06-29,Saturncoins,1,95,1,87,165,165,0,0.007021434,0.001501557,0.001503045,0.0001201764,1.701635e-05,0.0001201838,1.701635e-05,0.0,3,4.87565e-05,0.0001699038
MNTA,2014-08-30,2014-08-14,MonetaCoin,1,24,1,1,4,4,0,0.1666667,0.001406949,0.001408686,0.0001116208,1.593676e-05,0.0001116284,1.593676e-05,0.0,4,1.210987e-05,2.961485e-05
DIG,2014-06-28,2010-01-14,RogerRabbit,1,10,2,2,3,0,3,0.6666667,0.4285714,0.4285714,0.1428571,0.3157895,0.1428571,0.3157895,0.0,inf,0.03084021,0.05453061
WDC,2013-05-22,2013-01-02,xorxor,1,326,8,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
LOT,2013-12-28,2011-06-03,Auriga,1,3,1,1,3,3,0,0.0,0.09746995,0.1051066,0.002646192,0.0005627462,0.002650369,0.0005627462,0.0,3,0.0002114171,0.0004376338
ARCH,2014-10-06,2013-12-27,skytaper,1,43,2,237,25,6,19,0.2282609,0.004309737,0.004323115,0.0004399659,5.686137e-05,0.0004400838,5.686205e-05,74.38892,4,2.629842e-06,1.018168e-05
PPC,2013-04-28,2012-10-03,Sunny King,1,722,17,54,110,88,22,0.1090497,0.02888635,0.0298812,0.001493334,0.0002920772,0.001495498,0.0002921082,23570.96,2,0.0005347526,0.001057573
XXX,2014-07-03,2011-05-24,FreeMoney,1,2282,10,313,241,16,225,0.09120942,0.1676802,0.194824,0.003263147,0.001145104,0.003268709,0.001145423,8359.754,2,0.001454782,0.001371058
SOL,2014-09-07,2013-04-24,markm,1,4295,47,814,482,59,423,0.09298821,0.01689569,0.01717155,0.00115239,0.0001672137,0.001153713,0.0001672216,187392.6,3,0.0002170986,0.0003717148
QCN,2014-05-26,2014-03-27,CryptoSpecs,1,9,1,1,1,1,0,0.0,0.001767982,0.001770902,0.0001783829,2.124495e-05,0.0001784057,2.124495e-05,0.0,4,1.220924e-06,4.869862e-06
NSR,2014-10-25,2014-10-19,Yurizhai,1,563,30,545,423,242,181,0.07149123,0.001279273,0.00128108,0.0001025142,1.959539e-05,0.0001025235,1.959548e-05,2446070.0,3,0.0001433517,0.0003167897
UTC,2014-02-09,2013-07-22,digit,1,336,5,55,95,23,72,0.1736445,0.01114665,0.01126637,0.0008414435,0.0001012289,0.0008421069,0.0001012312,28238.75,3,2.310678e-05,7.995129e-05
GOOD,2014-06-08,2013-04-20,wormbog,1,187,16,639,132,86,46,0.09155556,0.01867284,0.01905302,0.00115514,0.0001737134,0.001156586,0.0001737238,52868.5,3,0.0002788772,0.0006814469
CESC,2014-04-03,2014-03-21,cryptoescudo,1,17,1,1,1,0,1,0.0,0.001827887,0.001830452,2.170469e-05,2.892606e-05,2.170469e-05,2.892622e-05,0.0,inf,1.099001e-06,4.676444e-06
BRIT,2014-07-03,2011-03-18,genjix,1,646,68,147,135,79,56,0.1437781,0.3318264,0.4713693,0.007935736,0.002378584,0.007983709,0.002380438,16394.81,2,0.008475589,0.01243315
XCASH,2014-09-11,2013-12-04,XCASH,1,523,8,2,15,0,15,0.2380952,0.006284916,0.006318165,5.108818e-05,7.493035e-05,5.108818e-05,7.49317e-05,0.0,inf,2.324573e-06,9.741385e-06
HTML5,2014-09-19,2014-08-26,HTMLCOIN,1,188,0,131,2,0,2,0.0,0.001375603,0.001377803,1.567791e-05,1.56784e-05,1.567791e-05,1.56784e-05,0.0,inf,8.696041e-07,3.630379e-06
MTC,2014-03-15,2014-01-21,monica87,1,33,5,1,9,5,4,0.1071429,0.003630176,0.003645066,0.0003436353,4.547538e-05,0.0003437273,4.547587e-05,8774.51,4,5.23665e-06,2.005102e-05
PINK,2014-05-11,2013-05-27,maxpower,1,285,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
SDC,2014-07-31,2014-01-09,shadowcoin,1,8,1,1,6,6,0,0.06666667,0.003766056,0.003778528,0.0003671203,3.579226e-05,0.0003672106,3.579226e-05,0.0,4,2.69149e-06,1.050649e-05
ARI,2014-02-20,2014-02-08,olympicsdude,1,74,1,3,109,102,7,0.01349948,0.002659524,0.002664817,0.000280011,3.580816e-05,0.0002800618,3.580843e-05,248411.3,4,3.99966e-05,0.0001556852
TRUST,2014-07-10,2014-06-22,mitchellmint,1,354,3,118,26,14,12,0.1466667,0.001524016,0.001525942,0.000123191,2.26139e-05,0.0001232027,2.261399e-05,1787.567,4,2.327757e-06,7.848156e-06
NYAN,2014-02-09,2011-08-31,sd,1,396,5,10,34,22,12,0.1915323,0.0295826,0.03029917,0.00181532,0.0004168627,0.001817397,0.0004169268,2282.177,3,0.00014067,0.0003056137
HBN,2013-12-20,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
TIX,2013-11-03,2013-01-02,xorxor,1,457,11,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
CANN,2014-08-02,2013-12-13,Goal,1,60,3,5,56,44,12,0.1019481,0.005238218,0.005267957,0.0005639458,6.86591e-05,0.0005641452,6.866029e-05,14624.44,4,2.540864e-05,7.287657e-05
GSX,2014-11-23,2014-11-05,infazan,1,233,8,549,147,70,77,0.05477855,0.001261099,0.001262199,0.0001009051,1.9374e-05,0.000100912,1.937406e-05,280567.9,4,4.874649e-05,0.0001602731
DRS,2014-06-15,2014-04-30,Cryddit,1,346,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
SOON,2015-01-28,2014-07-15,mingzi1521,1,72,0,30,11,0,11,0.0,0.001466824,0.001468458,1.659228e-05,2.17785e-05,1.659228e-05,2.17786e-05,0.0,inf,9.137227e-07,3.829074e-06
DARK,2014-12-06,2014-11-14,FUDcoin,1,21,1,1,33,33,0,0.01325758,0.001247973,0.001249009,0.0001001657,1.463122e-05,0.0001001718,1.463122e-05,0.0,4,1.666481e-05,5.768583e-05
NAS,2014-04-15,2010-07-23,NewLibertyStandard,1,149,12,185,52,30,22,0.1528239,0.5287009,0.7241379,0.02789734,0.009493328,0.02822353,0.009507511,2427.016,1,0.04199209,0.04438261
CCN,2014-04-25,2014-02-24,Cannacoin,1,76,3,2,8,8,0,0.0,0.002186127,0.002190521,0.0002308412,2.417386e-05,0.000230875,2.417386e-05,0.0,5,1.93372e-06,7.949056e-06
NAV,2014-06-12,2011-08-01,Phinnaeus Gage,1,5156,153,36,81,15,66,0.2064602,0.0340386,0.03533097,0.001799092,0.0004609277,0.001800718,0.0004610043,5077.978,3,0.0002019557,0.0003752722
BOB,2014-08-27,2014-01-11,deeppurple72,1,373,74,195,21,12,9,0.1333333,0.003746368,0.003756747,0.0003653904,4.937875e-05,0.0003654738,4.937928e-05,24.5,4,2.777399e-06,1.115603e-05
SHLD,2014-07-12,2014-07-09,shieldcoindevs,1,28,1,1,34,34,0,0.003565062,0.00147678,0.001478463,0.0001170338,1.673388e-05,0.0001170423,1.673388e-05,0.0,3,4.11955e-06,1.458768e-05
MRC2,2014-03-03,2014-09-24,new_microcoin,1,0,0,1,4,4,0,0.1666667,0.001304667,0.001306079,0.0001045287,1.52082e-05,0.0001045348,1.52082e-05,0.0,4,1.450058e-06,4.912446e-06
XBOT,2014-09-07,2013-05-27,maxpower,1,334,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
APEX,2014-07-18,2014-03-27,CryptoSpecs,1,13,1,1,1,1,0,0.0,0.001767982,0.001770902,0.0001783829,2.124495e-05,0.0001784057,2.124495e-05,0.0,4,1.220924e-06,4.869862e-06
MYR,2014-03-08,2013-08-29,Tommo_Aus,1,180,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
UIS,2015-01-12,2014-12-22,neuroMode,1,450,56,367,317,189,128,0.04916502,0.001215585,0.001217101,9.64621e-05,1.89317e-05,9.647101e-05,1.893175e-05,1850176.0,3,0.0001305151,0.0002989331
LYC,2014-04-11,2014-02-09,vampirecoin,1,35,3,1,13,13,0,0.06410256,0.002614733,0.002624477,0.0002741185,2.640613e-05,0.0002742073,2.640613e-05,0.0,4,2.495329e-06,1.037425e-05
IOC,2014-08-02,2011-06-14,andes,1,134,2,2,2,0,2,0.0,0.04493932,0.04655079,0.0004046945,0.0006868279,0.0004046945,0.0006869777,0.0,inf,3.834046e-05,0.0001126351
NXT,2013-12-04,2011-07-16,NetTecture,1,37,0,42,21,0,21,0.1428571,0.04214249,0.04322985,0.0002863688,0.0004895488,0.0002863688,0.000489596,0.0,inf,2.154169e-05,6.918322e-05
BQC,2013-05-08,2012-07-04,Cubox,1,8,3,1,4,4,0,0.1666667,0.03212926,0.03311556,0.001584392,0.0001862891,0.00158679,0.0001862891,0.0,3,2.375864e-05,6.311556e-05
XAI,2014-12-25,2015-03-30,Alty,1,211,4,532,119,30,89,0.06359554,0.001132769,0.001133992,9.065298e-05,1.819556e-05,9.065837e-05,1.819561e-05,112052.9,3,1.929855e-05,3.937965e-05
CRAIG,2014-09-30,2014-09-24,CraigsCoin,1,7,1,1,5,5,0,0.0,0.00130482,0.001306238,0.0001045298,1.52082e-05,0.0001045379,1.52082e-05,0.0,4,2.305751e-06,6.827823e-06
OC,2014-05-13,2013-04-24,Daegalus,1,5,0,2,4,0,4,0.5,0.01660367,0.01688442,0.0001063151,0.0001672287,0.0001063151,0.0001672387,0.0,inf,5.046364e-06,2.075506e-05
BVC,2014-10-04,2014-08-30,Sumpfbiene,1,114,4,207,20,16,4,0.05789474,0.001371373,0.001373418,0.0001079863,2.050161e-05,0.000107993,2.050169e-05,3700.347,4,5.556346e-06,2.020313e-05
CXC,2014-12-25,2014-10-31,3angle,1,233,5,107,187,175,12,0.01888986,0.001259474,0.001261089,0.0001010907,1.942552e-05,0.0001010975,1.942559e-05,177366.4,3,3.699667e-05,0.0001155374
JUDGE,2014-07-08,2014-06-27,judgecrypto,1,220,8,50,49,39,10,0.04255319,0.001505916,0.001508587,0.0001208838,2.240163e-05,0.0001208946,2.240172e-05,53072.93,4,6.751792e-06,2.250509e-05
FST,2013-07-04,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
HZ,2014-07-14,2014-04-03,romawi,1,316,1,85,91,0,91,0.04224664,0.001767218,0.001770664,2.081599e-05,2.77058e-05,2.081599e-05,2.770598e-05,0.0,inf,1.066856e-06,4.528651e-06
XST,2014-07-10,2014-07-09,StealthDevs,1,6,1,1,55,55,0,0.01414141,0.001476891,0.001478497,0.0001170763,1.673388e-05,0.0001170852,1.673388e-05,0.0,3,1.292936e-05,4.423839e-05
SMBR,2014-10-20,2014-10-12,Sembro Development,1,29,2,38,14,14,0,0.02197802,0.001281501,0.001282732,0.000102441,1.498464e-05,0.0001024491,1.498464e-05,0.0,4,2.204484e-06,8.431241e-06
CLOAK,2014-06-06,2014-04-28,danosphere,1,210,20,118,437,431,6,0.01495301,0.001642509,0.0016456,0.000153142,2.599316e-05,0.0001531632,2.59933e-05,845381.6,3,0.0002036227,0.0006428873
MWC,2014-08-09,2014-08-06,MWC Dev,1,35,1,1,24,24,0,0.02898551,0.001407707,0.001409452,0.0001114859,1.61041e-05,0.0001114939,1.61041e-05,0.0,4,2.267234e-06,8.980976e-06
DEM,2013-12-14,2013-10-16,Bzzzum,1,28,1,1,12,11,1,0.07575758,0.008605874,0.00867409,0.0007034958,8.835619e-05,0.0007039874,8.835851e-05,0.0,4,6.723379e-06,2.309807e-05
FLO,2013-11-27,2013-03-27,qxzn,1,122,3,527,18,9,9,0.1895425,0.02450484,0.024965,0.001368205,0.0002119635,0.001369651,0.0002119783,2966.5,3,3.454411e-05,8.606423e-05
LKY,2013-06-14,2013-01-02,xorxor,1,368,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
XSI,2014-04-23,2014-04-17,cryptonewbie,1,164,6,56,51,20,31,0.04156863,0.001680484,0.001682572,0.0001663212,2.686107e-05,0.0001663456,2.686121e-05,114180.1,4,4.781271e-06,1.652287e-05
VIOR,2014-11-23,2014-10-26,Viorcoin,1,116,1,1,13,13,0,0.06410256,0.001262145,0.001263519,0.0001017455,1.481679e-05,0.0001017533,1.481679e-05,0.0,4,8.018491e-06,2.180868e-05
BLOCK,2014-11-01,2012-05-13,Pieter Wuille,1,210,7,471,97,33,64,0.1554311,0.03289247,0.03419779,0.001603554,0.0003360678,0.001604912,0.0003361159,3145.509,2,0.0002120022,0.0003637858
PTC,2014-02-22,2013-12-04,united-scrypt-coin,1,39,2,4,19,18,1,0.1403509,0.006291805,0.006326329,0.0006210723,7.492469e-05,0.000621421,7.492631e-05,31135.0,3,4.812536e-05,0.000140454
ROX,2014-07-01,2014-01-08,moolaching,1,21,2,2,3,3,0,0.0,0.00378078,0.003796954,0.0003789754,3.619123e-05,0.000379101,3.619123e-05,0.0,4,2.707838e-06,9.960617e-06
OSC,2014-03-15,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
ROS,2014-09-30,2014-01-08,candidakefyr,1,170,1,34,58,0,58,0.1010284,0.003790904,0.003804823,3.619123e-05,5.086324e-05,3.619123e-05,5.086379e-05,0.0,inf,1.729666e-06,7.206497e-06
PTS,2013-11-21,2013-05-27,maxpower,1,206,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
MNE,2014-10-25,2014-09-08,pc888,1,7,1,190,1,0,1,0.0,0.001342684,0.00134432,1.545261e-05,2.031208e-05,1.545261e-05,2.031218e-05,0.0,inf,8.604563e-07,3.588011e-06
TRI,2014-07-21,2011-03-09,Stephen Gornick,1,1579,59,113,71,42,29,0.2311475,0.3150995,0.4572591,0.008390716,0.002497062,0.008456172,0.0024991,3413.902,2,0.004849048,0.006351403
TRK,2014-07-16,2014-04-30,Cryddit,1,357,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
TRL,2014-09-30,2014-02-08,TrollCoins,1,100,2,1,7,7,0,0.0,0.002654324,0.002660622,0.0002799716,2.65915e-05,0.0002800207,2.65915e-05,0.0,5,1.801548e-06,7.840355e-06
BDC,2015-01-25,2014-11-05,infazan,1,241,9,549,147,70,77,0.05477855,0.001261099,0.001262199,0.0001009051,1.9374e-05,0.000100912,1.937406e-05,280567.9,4,4.874649e-05,0.0001602731
TRC,2013-04-28,2011-07-08,coinotron,1,263,9,1,1,1,0,0.0,0.03889854,0.03998677,0.0002938584,0.000293772,0.0002938584,0.000293772,0.0,inf,2.353483e-05,7.443253e-05
KOBO,2015-02-15,2015-01-12,TheTribesman,1,332,7,394,157,111,46,0.07859238,0.001182362,0.001183655,9.462683e-05,1.873343e-05,9.4634e-05,1.873353e-05,306877.0,3,5.055382e-05,0.0001062668
USDe,2014-02-06,2011-02-26,no to the gold cult,1,123,11,8,39,29,10,0.2387387,0.3023256,0.4269846,0.009687771,0.002719979,0.009769526,0.002721476,1925.34,2,0.004233779,0.006555596
VOOT,2014-06-12,2014-05-30,vootcoin_dev,1,3,2,1,2,2,0,0.0,0.001573782,0.001576521,1.787566e-05,1.787502e-05,1.787566e-05,1.787502e-05,0.0,inf,1.144789e-06,4.816351e-06
ENRG,2014-05-15,2014-04-30,energycr,1,123,1,1,60,60,0,0.01468927,0.001638829,0.001641002,0.0001488614,1.940918e-05,0.0001488767,1.940918e-05,0.0,4,5.540389e-05,0.0001650627
LTCD,2014-09-11,2014-08-29,Litecoindark,1,39,1,1,8,8,0,0.0,0.001365069,0.0013668,0.000108142,1.562085e-05,0.0001081511,1.562085e-05,0.0,5,1.153528e-06,4.750949e-06
