coin, max_price, min_price, severity_to_min_price, severity_to_min_price_after_max, severity_to_last, severity_to_average, severity_to_average_after_max, severity_to_average_volume_weighted, severity_to_average_after_max_volume_weighted, total_volume, market_num, BTC-E, Kraken, Poloniex, Cryptsy, BTC38, BTER, Bittrex
RPC, 1908.84139033, 0.0477783, 2.503e-05, 1908.84139033, 1908.84139033, 23.4864979985, 24.5615215061, 1.91777429066, 2.01345584813, 903696, 1, False, False, False, True, False, False, False
QB, 42.3628571429, 1.18616e-05, 2.8e-07, 42.3628571429, 35.9442424242, 6.33497169858, 7.00404938662, 3.29551041721, 3.90769497387, 7599, 1, False, False, False, False, False, False, False
XMR, 8.37166292462, 0.00833353, 0.000995445, 8.37166292462, 5.32153895275, 3.24443843177, 3.36102894184, 2.28621834309, 2.38936022738, 34044581, 8, False, False, True, True, False, True, True
BLOCK, 6.4748191017, 0.000625744, 9.66427e-05, 3.67775341918, 3.67775341918, 2.7762877506, 1.42094938379, 2.33786528178, 1.42690317619, 455934, 4, False, False, True, False, False, True, True
ELC, 1239.74517729, 0.0159187, 1.28403e-05, 1239.74517729, 1059.83355526, 42.3815363463, 60.2469169316, 19.9001745456, 19.9001745456, 379592, 2, False, False, False, True, False, False, False
PXC, 820.996184147, 0.000493133, 6.00652e-07, 820.996184147, 727.106381034, 20.0003749433, 24.6515068855, 32.4293318296, 32.4293318296, 180299, 2, False, False, False, True, False, False, False
TIPS, 106.551138901, 2.38568e-08, 2.239e-10, 106.551138901, 7.52082216828, 12.2505520877, 12.2353264845, 1.81245235912, 1.76481337749, 5456622, 5, False, False, False, True, False, True, False
VPN, 18.2601207087, 6.39285e-06, 3.50099e-07, 1.72692916534, 1.14989243676, 4.06307178441, 1.32104126531, 1.51417257163, 1.21048776794, 340869, 4, False, False, False, False, True, False, True
ZCC, 13.2939129975, 0.000100496, 7.55955e-06, 3.37922083162, 3.37922083162, 3.82565914997, 1.26131242831, 1.69655039246, 1.20059531566, 3517198, 3, False, False, False, True, True, False, False
UTC, 248.903629189, 0.00101991, 4.09761e-06, 248.903629189, 176.427240694, 16.3638211931, 16.3638211931, 4.62011007331, 4.62011007331, 3498007, 4, False, False, False, True, False, False, True
AC, 51.4066273816, 1.89217e-05, 3.68079e-07, 51.4066273816, 10.2607248019, 11.4328358502, 12.932886177, 1.51023532501, 1.43758987299, 4121622, 3, False, False, False, True, False, True, False
XMG, 7.46098829649, 0.000162945, 2.18396e-05, 7.46098829649, 3.20889261745, 2.68436806352, 2.69985039158, 2.35639001321, 2.36641164563, 108820, 7, False, False, True, True, False, False, True
RBY, 378.197103782, 0.000339281, 8.97101e-07, 1.0, 1.0, 38.4351643865, 1.0, 24.8630944406, 1.0, 1927288, 4, False, False, True, True, False, False, True
ICB, 31.9087745031, 2.54961e-05, 7.99031e-07, 31.9087745031, 5.63408635392, 4.55647668137, 4.62568538298, 1.38895681938, 1.32488761643, 92463, 2, False, False, False, True, False, False, False
DOPE, 2587.35442595, 2.58826e-05, 1.00035e-08, 2587.35442595, 31.1838554217, 29.6687348233, 30.6835007189, 5.20102049838, 5.19622397753, 461043, 1, False, False, False, False, False, False, True
RBT, 676.017238144, 0.0039985, 5.91479e-06, 676.017238144, 196.497107952, 49.905691906, 45.0472205233, 35.8441659254, 40.5376381968, 32995, 4, False, False, False, False, False, False, False
AM, 46.7159333333, 7.00739e-05, 1.5e-06, 46.7159333333, 46.7159333333, 3.08270233899, 3.15371775618, 1.90743551895, 1.81331669396, 1220963, 1, False, False, False, False, False, False, True
RBR, 8.18593103448, 2.37392e-06, 2.9e-07, 8.18593103448, 8.18593103448, 1.82988004713, 1.83547492425, 1.57959274726, 1.60037987756, 96501, 2, False, False, False, True, False, False, True
SLR, 27.7431746195, 6.99841e-05, 2.52257e-06, 2.03264885274, 2.03264885274, 4.20996519687, 1.40212534362, 3.85983336584, 1.13202875574, 292646, 2, False, False, False, False, False, False, True
BRIT, 42.5379081665, 1.19563e-05, 2.81074e-07, 42.5379081665, 8.02436241611, 4.62155405804, 5.86080266671, 2.04987279287, 2.63656988265, 97173, 1, False, False, False, False, False, False, False
NEOS, 33.2478568766, 0.000289913, 8.71975e-06, 33.2478568766, 33.2478568766, 5.84562851527, 6.19312946523, 1.80155921974, 1.95470653952, 575730, 4, False, False, True, True, False, False, True
CND, 166.649166667, 1.99979e-05, 1.2e-07, 166.649166667, 83.3169459466, 11.2090468953, 12.2571653334, 1.59735412843, 1.51084489732, 186529, 1, False, False, False, False, False, False, False
AU, 203.392372616, 0.00044751, 2.20023e-06, 203.392372616, 5.14379310345, 12.8546835431, 12.8546835431, 1.9626515219, 1.9626515219, 20247, 1, False, False, False, False, False, False, False
RZR, 392.309763069, 0.00221513, 5.64638e-06, 392.309763069, 303.442465753, 13.1106003421, 13.4752289889, 1.93583294033, 2.09425933514, 5059465, 2, False, False, False, True, False, False, False
STR, 79.1706870779, 4.75074e-06, 6.00063e-08, 79.1706870779, 47.5074, 24.6324755642, 24.6324755642, 1.60262392148, 1.60262392148, 46756, 1, False, False, False, True, False, False, False
KTK, 219.955789474, 4.17916e-05, 1.9e-07, 219.955789474, 219.955789474, 15.5159368999, 15.5135815008, 7.06482127243, 7.06086037756, 108707, 1, False, False, False, False, False, False, True
ABY, 9.88519954961, 1.97531e-06, 1.99825e-07, 7.91044776119, 6.67772120917, 3.94006365081, 4.01296533899, 2.58811170187, 2.56122037172, 71855, 2, False, False, True, False, False, False, True
EXCL, 8.34193961337, 2.12435e-05, 2.54659e-06, 8.13908492525, 7.15544013527, 2.4973242954, 2.81100522015, 1.5598529242, 1.70825893358, 321724, 2, False, False, False, True, False, False, True
U, 94.1231837167, 3.2e-05, 3.3998e-07, 13.7931034483, 10.6312292359, 4.92443351592, 3.97560415358, 2.62098726845, 2.49906096813, 33510, 2, False, False, False, False, False, False, True
XCASH, 77.1034188034, 0.000270633, 3.51e-06, 77.1034188034, 77.1034188034, 7.97660780914, 8.30928548895, 1.61079411445, 1.76630747343, 404140, 1, False, False, False, True, False, False, False
CFN, 34.9888576518, 2.78533e-06, 7.96062e-08, 30.9481111111, 30.9481111111, 9.70447864157, 10.1849491521, 2.0980800374, 2.69236575877, 4491, 1, False, False, False, False, False, False, False
MCN, 34.2131304348, 7.86902e-06, 2.3e-07, 34.2131304348, 11.9227575758, 5.06095235067, 6.34952990166, 3.55282059897, 4.53091428258, 2817, 1, False, False, True, False, False, False, False
NSR, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
RDD, 17.985229392, 3.61638e-07, 2.01075e-08, 11.4762359617, 7.44397535677, 3.94477046364, 3.5365871717, 1.86913646244, 1.66771367731, 10480755, 12, False, False, True, True, False, False, True
NRB, 166.713741373, 0.000250264, 1.50116e-06, 166.713741373, 86.2979310345, 11.9015213604, 15.306936879, 5.25600361801, 5.25600361801, 140751, 1, False, False, False, True, False, False, False
WKC, 376.44950495, 0.000380214, 1.01e-06, 376.44950495, 376.44950495, 7.97168433541, 8.05681117803, 2.25545735188, 2.25899087014, 327317, 1, False, False, False, False, False, False, False
HUC, 386.696969094, 0.00155347, 4.01728e-06, 386.696969094, 206.126185895, 14.1043618389, 17.4846479007, 1.95898375382, 2.28541686328, 469155, 2, False, False, True, True, False, False, False
XST, 38.367023597, 0.000143358, 3.73649e-06, 14.4898561506, 14.4898561506, 4.83878521146, 4.89075135877, 1.96885815966, 2.04805985875, 4430169, 4, False, False, True, True, False, False, True
NOTE, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
OC, 38.5223298877, 5.0012e-06, 1.29826e-07, 38.5223298877, 1.42079545455, 3.38208321372, 3.54887502259, 1.76223306229, 1.89440434633, 262279, 1, False, False, False, False, False, False, True
UNC, 11.5300193317, 0.00417502, 0.0003621, 11.5300193317, 11.5300193317, 1.55268331139, 1.48477827624, 1.50224992073, 1.47143516488, 27909, 2, False, False, False, False, False, False, False
NKT, 28.3544185674, 2.55234e-06, 9.00156e-08, 28.3544185674, 10.63475, 3.17635612886, 3.20203173607, 2.08759397763, 2.23843496056, 117737, 2, False, False, False, True, False, False, True
PINK, 28.9077389633, 1.447e-06, 5.00558e-08, 4.555170449, 4.38484848485, 2.18736254243, 2.24534861419, 1.74341590882, 1.70184443966, 881147, 2, False, False, True, False, False, False, True
BDSM, 130.072, 1.30072e-06, 1e-08, 130.072, 5.91236363636, 4.6708607252, 4.8523764298, 2.88366470838, 2.92403590295, 333, 1, False, False, False, False, False, False, False
ARG, 182.001622733, 0.000964554, 5.2997e-06, 182.001622733, 144.827927928, 9.44482052827, 10.1661432448, 4.03152867055, 4.03152867055, 380446, 1, False, False, False, True, False, False, False
NRS, 52.0013333333, 0.000468012, 9e-06, 52.0013333333, 11.6973756561, 6.31456771124, 7.00396779473, 1.74440640319, 1.75699668405, 556581, 2, False, False, False, True, True, False, False
COMM, 109.866322725, 2.1977e-06, 2.00034e-08, 109.866322725, 31.3957142857, 15.0720762097, 15.0720762097, 2.39856005158, 2.39856005158, 584715, 2, False, False, False, True, False, True, False
CZC, 92.6068731379, 0.000267319, 2.8866e-06, 92.6068731379, 92.6068731379, 4.83541641218, 5.18367552302, 2.33135536947, 2.4905101678, 141693, 7, False, False, False, False, False, False, False
TRUST, 226.968200833, 4.997e-05, 2.20163e-07, 4.87512195122, 4.87512195122, 6.75715107502, 1.90491075853, 7.62037021593, 1.74123283196, 208469, 1, False, False, False, False, False, False, True
SUPER, 224.126110725, 0.00010069, 4.49256e-07, 94.0984066165, 94.0984066165, 10.4549243656, 11.9233386064, 1.58692937203, 1.50188262395, 3660903, 3, False, False, False, True, False, False, False
TRL, 15.7138645114, 4.53015e-08, 2.8829e-09, 3.8000150989, 3.8000150989, 2.76014571703, 1.2107416579, 1.79772537119, 1.14864436562, 8862, 3, False, False, False, False, False, False, False
