symbol,name,earliest_trade_date,earliest_mention_date,user1,user1_url1,user1_date1
KUMA,Kumacoin,2014-08-02,2014-04-26,kumacoinproject,https://bitcointalk.org/index.php?topic=585772.0,2014-04-26
QORA,Qora,2014-05-26,2014-03-19,qora,https://bitcointalk.org/index.php?topic=522102.0,2014-03-19
XST,Stealthcoin,2014-07-10,2014-05-25,stealthdev,https://bitcointalk.org/index.php?topic=624726.0,2014-05-25
C2,Coin2.1,2014-06-08,2014-02-23,joel511,https://bitcointalk.org/index.php?topic=483847.0,2014-02-23
TES,TeslaCoin,2014-02-06,2014-01-17,Trafficlearn,https://bitcointalk.org/index.php?topic=419494.0,2014-01-17
BITS,Bitstar,2014-04-23,2014-04-17,Bitstar_coin,https://bitcointalk.org/index.php?topic=574652.0,2014-04-17
IBITS,iBits,2015-07-27,2015-07-13,iBITS,https://bitcointalk.org/index.php?topic=1120097.0,2015-07-13
JKC,Junkcoin,2013-06-14,2013-06-16,the1silverwolf,https://bitcointalk.org/index.php?topic=235611.0,2013-06-16
VTA,Virtacoin,2014-08-09,2014-08-11,VirtaCoinDev,https://bitcointalk.org/index.php?topic=734859.0,2014-08-11
VIRAL,Viral,2015-05-08,2015-04-28,ViralDev,https://bitcointalk.org/index.php?topic=1041025.0,2015-04-28
FRDC,FreedomCoin,2015-09-21,2015-09-06,placebo,https://bitcointalk.org/index.php?topic=1172885.0,2015-09-06
FAIR,FairCoin,2014-03-22,2014-05-08,Gladimor,https://bitcointalk.org/index.php?topic=601280.0,2014-05-08
NKA,IncaKoin,2015-01-28,2015-01-23,madross,https://bitcointalk.org/index.php?topic=933851.0,2015-01-23
XC,XCurrency,2014-05-23,2014-05-29,Teka,https://bitcointalk.org/index.php?topic=630547.0,2014-05-29
RBBT,RabbitCoin,2014-08-30,2014-02-15,rabbitcointeam,https://bitcointalk.org/index.php?topic=466621.0,2014-02-15
J,Joincoin,2014-08-25,2014-08-13,Love_of_Algo,https://bitcointalk.org/index.php?topic=737405.0,2014-08-13
HEX,Heisenberg,2014-03-15,2014-02-22,Heisenbergprime,https://bitcointalk.org/index.php?topic=481417.0,2014-02-22
CF,Californium,2015-04-21,2015-04-17,cfdev,https://bitcointalk.org/index.php?topic=1027613.0,2015-04-17
EUC,Eurocoin,2015-08-23,2014-03-04,deeppurple72,https://bitcointalk.org/index.php?topic=499294.0,2014-03-04
CLOAK,CloakCoin,2014-06-06,2014-06-03,TheDagger,https://bitcointalk.org/index.php?topic=637704.0,2014-06-03
