coin,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
YBC,2014-01-16,2013-07-03,2014-01-16,29498,356640,0.0004098688,0.0004752176,3.672729,0.06837377,24.18062,mikaelh,1,142,4,213,292,282,10,0.04339677,0.003791633,0.003806225,0.0003578132,4.756541e-05,0.0003579197,4.756593e-05,143459.6,3,0.0003057855,0.0003106371,0.0006953239,0.0007480907
VTC,2014-01-20,2014-01-08,2014-01-20,30259,368815,0.0004028092,0.0004676353,3.68106,0.06694664,24.37721,Vertcoin,1,132,5,12,308,301,7,0.02202936,0.003818895,0.003835758,0.0003529782,4.637433e-05,0.0003530827,4.637475e-05,178496.6,3,0.0001132253,0.0001009091,0.0003403253,0.0003183141
PRT,2014-01-22,2013-12-31,2014-01-22,31181,376360,0.0003871002,0.0004491127,3.691527,0.0658478,24.14034,moonmoon,1,44,6,22,247,247,0,0.02109871,0.003585465,0.003594765,0.0003353439,3.207081e-05,0.0003354163,3.207081e-05,0.0,4,0.0001350788,0.0001127473,0.000440013,0.0003996784
MEOW,2014-01-24,2013-12-24,2014-01-24,32207,383287,0.0003695077,0.0004287031,3.707968,0.0649919,23.80147,lonestar108,1,26,2,71,236,234,2,0.03469722,0.003368971,0.003376564,0.0003187806,4.297055e-05,0.0003188413,4.297102e-05,76723.87,3,0.000176262,0.0001508848,0.0005139825,0.0004780029
RED,2014-01-24,2013-06-30,2014-01-24,32207,383287,0.0003695077,0.0004287031,3.707968,0.0649919,23.80147,Redcoin,1,301,55,208,355,292,63,0.07439214,0.003370887,0.003385899,0.000318802,4.297101e-05,0.0003189108,4.297151e-05,781339.6,3,0.0002152058,0.0002657411,0.0005311559,0.0006817671
BCX,2014-01-31,2014-01-11,2014-01-31,34951,404067,0.0003307761,0.0003833579,3.759718,0.06292159,23.12191,jackofall1232,1,144,15,194,207,199,8,0.04056795,0.002942971,0.002953899,0.0003035008,3.897333e-05,0.0003035746,3.897362e-05,120492.8,3,0.0001040873,0.0001027256,0.0002832505,0.0003003684
KDC,2014-02-02,2014-01-09,2014-02-02,35510,407983,0.0003235495,0.0003747679,3.761988,0.06250931,22.97848,KlondikeCoin,1,144,11,24,266,260,6,0.04382782,0.002899075,0.002911306,0.0002983222,3.826484e-05,0.0002984196,3.826511e-05,52729.61,4,0.0001092846,0.0001081483,0.0003361022,0.0003563265
LEAF,2014-02-02,2014-01-24,2014-02-02,35510,407983,0.0003235495,0.0003747679,3.761988,0.06250931,22.97848,mcg,1,118,7,37,279,277,2,0.02343931,0.002899185,0.002910298,0.0002983216,3.826441e-05,0.0002984179,3.82647e-05,164350.4,4,0.0001084626,0.0001079545,0.0003525038,0.0003792233
STR,2014-02-02,2013-07-19,2014-02-02,35510,407983,0.0003235495,0.0003747679,3.761988,0.06250931,22.97848,nzdude,1,79,12,238,220,193,27,0.06460699,0.002900565,0.002910042,0.0002983441,3.826501e-05,0.0002984188,3.826534e-05,408427.8,3,0.0001856197,0.0001604295,0.0004973291,0.0004580105
DGB,2014-02-06,2014-01-10,2014-02-06,36885,415689,0.0003055406,0.0003535325,3.774675,0.06156361,22.53973,DigiByte,1,166,12,39,820,814,6,0.007784938,0.00271899,0.002728533,0.0002851542,3.660101e-05,0.0002852272,3.660125e-05,1241479.0,3,0.0003665426,0.0004345966,0.001225781,0.001559148
SMC,2014-02-06,2014-01-06,2014-02-06,36885,415689,0.0003055406,0.0003535325,3.774675,0.06156361,22.53973,smartcoin,1,82,2,31,401,398,3,0.007705736,0.002718107,0.002723103,0.0002851382,3.660096e-05,0.0002851868,3.660129e-05,759173.1,4,0.0001893134,0.0001651914,0.0006815962,0.00064465
TES,2014-02-06,2014-01-17,2014-02-06,36885,415689,0.0003055406,0.0003535325,3.774675,0.06156361,22.53973,Trafficlearn,1,172,21,59,434,400,34,0.02300335,0.002718921,0.002728118,0.0002851487,3.660116e-05,0.0002852167,3.66015e-05,937102.4,3,0.0001448333,0.0001356113,0.0004458233,0.0004523521
USDE,2014-02-06,2014-01-11,2014-02-06,36885,415689,0.0003055406,0.0003535325,3.774675,0.06156361,22.53973,USD-e,1,87,7,26,436,428,8,0.02223668,0.002718766,0.002727076,0.0002851522,3.660093e-05,0.0002852233,3.66013e-05,183883.6,3,0.0001746174,0.0001563322,0.0005518123,0.000531081
KARM,2014-02-08,2014-02-03,2014-02-08,37526,419649,0.0002980037,0.0003445574,3.778356,0.06114599,22.36577,Karmagood,1,19,1,5,195,195,0,0.01152524,0.002631891,0.002636906,0.0002805012,2.664819e-05,0.0002805494,2.664819e-05,0.0,4,0.0002349526,0.0002143914,0.0007719527,0.0007641529
NOBL,2014-02-08,2014-01-07,2014-02-08,37526,419649,0.0002980037,0.0003445574,3.778356,0.06114599,22.36577,Rofo,1,238,7,48,1051,1025,26,0.00754755,0.002633301,0.002640949,0.0002790262,3.590203e-05,0.000279088,3.590231e-05,1397571.0,3,0.0003231873,0.0003051701,0.001076908,0.001094443
UTC,2014-02-09,2014-01-13,2014-02-09,37791,421570,0.0002951841,0.0003411656,3.781164,0.06100905,22.3106,bumface,1,110,1,36,291,288,3,0.01054627,0.002591918,0.00259617,0.0002728593,3.563316e-05,0.0002728982,3.563343e-05,389369.3,3,0.0003396817,0.00030864,0.001022149,0.0009988146
APC,2014-02-09,2013-11-18,2014-02-09,37791,421570,0.0002951841,0.0003411656,3.781164,0.06100905,22.3106,KunningLinguist,1,82,9,99,186,173,13,0.03278085,0.002591589,0.002600012,0.0002728504,3.563341e-05,0.0002729374,3.563364e-05,156422.4,3,6.788943e-05,6.633223e-05,0.0002075516,0.0002155615
NYAN,2014-02-09,2013-12-21,2014-02-09,37791,421570,0.0002951841,0.0003411656,3.781164,0.06100905,22.3106,myhoho,1,169,6,938,196,98,98,0.05251604,0.00259291,0.002599221,0.0002728505,3.563353e-05,0.0002728943,3.56338e-05,122336.6,3,6.763129e-05,5.835652e-05,0.0001604931,0.0001499292
RDD,2014-02-09,2014-01-20,2014-02-09,37791,421570,0.0002951841,0.0003411656,3.781164,0.06100905,22.3106,ReddCoin,1,63,3,20,411,410,1,0.01302,0.002591657,0.002598852,0.0002728565,3.563315e-05,0.0002729187,3.563347e-05,414792.4,4,0.0003007167,0.0002777563,0.0009956918,0.0009954168
POT,2014-02-10,2014-01-21,2014-02-10,38049,423453,0.0002924952,0.0003379712,3.791317,0.0608688,22.2583,PotCoin,1,23,6,24,351,349,2,0.008367928,0.002538997,0.002545865,0.0002694723,3.535091e-05,0.0002695249,3.535112e-05,367235.0,3,0.0002031409,0.0002020041,0.0006794942,0.0007236966
BLC,2014-02-12,2013-10-07,2014-02-12,38550,427852,0.0002879021,0.0003323848,3.794264,0.06058139,22.19725,BlueDragon747,1,331,3,176,165,144,21,0.03918411,0.002439933,0.002446843,0.0002606191,3.485713e-05,0.0002606603,3.48575e-05,191901.8,4,6.791257e-05,6.088185e-05,0.0001908113,0.0001840631
MAX,2014-02-12,2014-01-29,2014-02-12,38550,427852,0.0002879021,0.0003323848,3.794264,0.06058139,22.19725,maxcoinproject,1,2,1,14,394,393,1,0.01084977,0.002440498,0.00244403,0.0002606347,3.485541e-05,0.0002606688,3.485566e-05,406754.6,3,0.0003441552,0.0003021219,0.001023854,0.0009641467
DASH,2014-02-14,2014-01-18,2014-02-14,39003,431582,0.0002837052,0.000327315,3.797624,0.06035685,22.13071,eduffield,1,157,9,253,270,262,8,0.00894947,0.002381395,0.002388422,0.0002566672,3.442267e-05,0.0002567148,3.442291e-05,269058.6,3,0.0002900249,0.000238883,0.0003732754,0.0003490157
HUC,2014-02-14,2013-09-24,2014-02-14,39003,431582,0.0002837052,0.000327315,3.797624,0.06035685,22.13071,snailbrain,1,351,15,953,523,456,67,0.02655638,0.002383043,0.002389069,0.0002566941,3.442284e-05,0.0002567504,3.442308e-05,1070824.0,3,0.0003020317,0.0003106176,0.0007205683,0.0007265147
CACH,2014-02-15,2014-01-05,2014-02-15,39231,433410,0.0002816049,0.0003247749,3.801627,0.06021376,22.09528,kalgecin,1,296,6,282,109,88,21,0.05059746,0.002364653,0.002369841,0.0002548407,3.422831e-05,0.0002548817,3.422858e-05,240168.1,3,0.0001061278,9.813004e-05,0.0002787876,0.0002737905
XCP,2014-02-15,2014-01-02,2014-02-15,39231,433410,0.0002816049,0.0003247749,3.801627,0.06021376,22.09528,PhantomPhreak,1,147,1,44,113,110,3,0.02752294,0.002364792,0.002368394,0.000254846,3.422809e-05,0.0002548823,3.422828e-05,154898.7,2,0.0003414762,0.0002991534,0.0008448315,0.0007896981
ICN,2014-02-17,2014-01-10,2014-02-17,39740,436756,0.000276556,0.0003187836,3.804255,0.05985136,21.98067,TeamICoiN,1,161,11,41,169,164,5,0.0313253,0.002325935,0.002332224,0.0002486907,3.373285e-05,0.0002487487,3.373312e-05,276139.5,4,0.0001503659,0.0001783121,0.0004634315,0.0005826493
TOP,2014-02-17,2014-09-01,2014-02-17,39740,436756,0.000276556,0.0003187836,3.804255,0.05985136,21.98067,topdude,1,44,5,15,216,213,3,0.01191045,0.002326088,0.002332625,0.000248696,3.373296e-05,0.0002487603,3.373321e-05,371910.1,3,9.318443e-05,8.592323e-05,0.0003158763,0.000309052
MINT,2014-02-19,2014-02-05,2014-02-19,40191,440139,0.0002724785,0.0003139054,3.809993,0.05958839,21.90237,mintcointeam,1,33,1,14,264,264,0,0.01100357,0.002310001,0.002313675,0.0002461234,2.488119e-05,0.0002461573,2.488119e-05,0.0,3,0.0001064365,9.064261e-05,0.0003507949,0.0003230144
PRC,2014-02-20,2014-01-29,2014-02-20,40469,442091,0.0002699397,0.0003108739,3.8111,0.05944174,21.84838,inmean,1,76,4,22,74,65,9,0.01184746,0.002272164,0.002276131,0.0002404226,3.305378e-05,0.0002404624,3.305398e-05,33014.33,4,2.803544e-05,2.439967e-05,9.711751e-05,9.119505e-05
ARI,2014-02-20,2014-02-07,2014-02-20,40469,442091,0.0002699397,0.0003108739,3.8111,0.05944174,21.84838,olympicsdude,1,74,1,15,184,177,7,0.01200985,0.002272897,0.002276647,0.0002404308,3.305393e-05,0.0002404635,3.305416e-05,419860.0,4,7.184264e-05,6.186103e-05,0.0002624359,0.0002452442
CORG,2014-02-21,2014-02-02,2014-02-21,40725,444072,0.0002677511,0.0003082289,3.812902,0.05930542,21.80832,corgicoin,1,50,1,19,175,174,1,0.01395256,0.002267663,0.002271305,0.0002383714,3.283229e-05,0.0002384087,3.28325e-05,184825.1,4,8.153277e-05,6.83865e-05,0.0002701795,0.0002435825
PTC,2014-02-22,2014-01-07,2014-02-22,40912,445716,0.0002662912,0.0003064578,3.812522,0.05921228,21.78901,CryptoMP,1,154,10,69,215,205,10,0.02134319,0.002202948,0.002208491,0.0002350065,3.268007e-05,0.0002350505,3.268035e-05,175055.7,4,6.00081e-05,5.802099e-05,0.0002176855,0.0002258652
FLAP,2014-02-22,2014-02-14,2014-02-22,40912,445716,0.0002662912,0.0003064578,3.812522,0.05921228,21.78901,flappycoin,1,42,3,8,253,253,0,0.008281573,0.002203016,0.002207009,0.000237077,2.444271e-05,0.0002371108,2.444271e-05,0.0,4,0.0001817713,0.0001581158,0.000575282,0.0005434651
DUCK,2014-02-22,2014-02-04,2014-02-22,40912,445716,0.0002662912,0.0003064578,3.812522,0.05921228,21.78901,mainduck,1,42,1,18,223,223,0,0.01102897,0.002203231,0.002206357,0.0002363511,2.444271e-05,0.0002363815,2.444271e-05,0.0,3,0.0001138014,0.0001003999,0.000358695,0.0003414794
DOPE,2014-02-22,2014-02-16,2014-02-22,40912,445716,0.0002662912,0.0003064578,3.812522,0.05921228,21.78901,userpacman,1,386,29,51,222,189,33,0.03397779,0.002203113,0.002209014,0.0002350065,3.26802e-05,0.0002350455,3.268041e-05,324647.6,4,9.870829e-05,8.350171e-05,0.0003248052,0.0002963799
MRS,2014-02-24,2014-01-15,2014-02-24,41279,449199,0.0002636213,0.0003031607,3.815774,0.05896562,21.76404,Btcdealer5011,1,8,1,40,27,25,2,0.08307692,0.00216434,0.002167963,0.0002298123,3.237942e-05,0.000229844,3.237959e-05,298.619,4,3.751853e-05,3.233932e-05,0.0001192007,0.0001106849
BEN,2014-02-27,2014-02-02,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,AllAboutTheBenjaminsBaby,1,422,10,25,102,79,23,0.02756154,0.002114523,0.002118851,0.0002268535,3.198815e-05,0.0002268911,3.198844e-05,181276.1,3,4.185698e-05,3.83206e-05,0.0001283639,0.00012283
AUR,2014-02-27,2014-02-02,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,balduro,1,31,1,25,158,158,0,0.01072321,0.002114548,0.002117572,0.0002276856,2.392344e-05,0.0002277162,2.392344e-05,0.0,3,0.0001180063,9.812358e-05,0.0002843403,0.0002652997
CTM,2014-02-27,2014-02-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,corsaro,1,21,2,151,16,9,7,0.05833333,0.002113135,0.002116993,0.0002268354,3.198807e-05,0.0002268744,3.198826e-05,35.83333,4,5.383398e-06,4.510504e-06,1.436041e-05,1.305106e-05
MZC,2014-02-27,2014-03-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,crazyearner,1,278,25,492,259,157,102,0.08727393,0.002115751,0.002120433,0.000226868,3.198828e-05,0.0002269183,3.198854e-05,508306.1,3,0.0003442359,0.000298222,0.0004624176,0.0004238324
CASH,2014-02-27,2014-01-20,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,CryptoCashNow,1,111,7,38,283,273,10,0.03896923,0.002114962,0.002119589,0.0002268637,3.198812e-05,0.0002269121,3.198831e-05,252324.2,3,0.000106597,0.0001028955,0.0002893916,0.0003047003
ORO,2014-02-27,2014-02-26,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,deeppurple72,1,317,55,242,103,48,55,0.04831683,0.002115023,0.002119046,0.0002268433,3.198822e-05,0.0002268754,3.198838e-05,195155.8,4,2.019454e-05,1.963729e-05,6.953095e-05,7.180502e-05
RIC,2014-02-27,2013-09-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,gatra,1,115,5,243,296,263,33,0.01478134,0.002115027,0.002119318,0.0002268591,3.198823e-05,0.0002268918,3.198845e-05,711565.2,3,0.0001397486,0.0001324238,0.0003536415,0.0003555462
PND,2014-02-27,2014-02-14,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,slaithe,1,42,1,331,222,217,5,0.00608803,0.002114657,0.002117599,0.0002268595,3.198812e-05,0.0002268913,3.198833e-05,503165.1,3,0.0001158647,0.0001013586,0.000361913,0.0003351069
TAK,2014-02-27,2014-02-07,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,TakeiCoin,1,165,13,20,144,137,7,0.01358506,0.002114374,0.002117683,0.000226858,3.198808e-05,0.0002268879,3.198831e-05,170354.8,3,8.501964e-05,7.324112e-05,0.0002532832,0.0002283915
UFO,2014-02-27,2014-01-05,2014-02-27,41800,454238,0.0002599746,0.0002986925,3.82515,0.0586527,21.73388,UFO Coin,1,83,14,53,471,471,0,0.02145729,0.002114785,0.002121045,0.000227533,2.392344e-05,0.0002275935,2.392344e-05,0.0,4,0.0001219165,0.0001674202,0.0003794832,0.0005543016
BLK,2014-02-28,2014-02-16,2014-02-28,41973,455827,0.0002587379,0.0002971747,3.821759,0.05855825,21.72001,rat4,1,52,1,14,242,237,5,0.00895031,0.002118936,0.002121969,0.0002242634,3.184836e-05,0.0002242942,3.184852e-05,265458.3,4,0.00012495,0.0001068676,0.0003913697,0.0003679476
ANI,2014-02-28,2014-02-06,2014-02-28,41973,455827,0.0002587379,0.0002971747,3.821759,0.05855825,21.72001,UnderAuthor,1,1,1,22,108,108,0,0.004153686,0.002118053,0.002121491,0.0002244969,2.382484e-05,0.000224527,2.382484e-05,0.0,4,2.95404e-05,2.545152e-05,0.0001074023,0.0001006128
BAT,2014-03-03,2014-01-06,2014-03-03,42541,460811,0.0002546288,0.0002921665,3.831007,0.05823367,21.66432,.Batman.,1,219,11,56,380,372,8,0.02133333,0.002041417,0.002046589,0.0002198272,3.139946e-05,0.0002198713,3.139962e-05,179032.5,3,8.845814e-05,9.61451e-05,0.0002827986,0.0003341382
MRY,2014-03-03,2014-01-20,2014-03-03,42541,460811,0.0002546288,0.0002921665,3.831007,0.05823367,21.66432,bholzer,1,294,3,216,125,97,28,0.04038385,0.002041217,0.002046238,0.0002198224,3.139959e-05,0.0002198582,3.139984e-05,316200.2,4,5.824461e-05,5.230817e-05,0.0001937893,0.0001860966
MRC,2014-03-03,2014-01-03,2014-03-03,42541,460811,0.0002546288,0.0002921665,3.831007,0.05823367,21.66432,MCR,1,107,6,59,394,393,1,0.02238147,0.00204138,0.002046427,0.0002198313,3.139937e-05,0.0002198672,3.139958e-05,78594.99,3,9.178356e-05,8.600211e-05,0.0002699551,0.0002684931
ZED,2014-03-06,2014-01-25,2014-03-06,43172,467244,0.0002506914,0.000287318,3.837252,0.05789848,21.6457,Kilo88,1,54,5,40,78,69,9,0.04280702,0.002004119,0.002007914,0.0002138026,3.095146e-05,0.0002138411,3.095167e-05,68633.3,3,1.778633e-05,1.582804e-05,5.975979e-05,5.74303e-05
MYR,2014-03-08,2014-02-23,2014-03-08,43651,472036,0.0002477346,0.0002837407,3.835144,0.05762431,21.62773,8bitcoder,1,37,1,13,208,207,1,0.01184504,0.001949612,0.001952189,0.000208248,3.059058e-05,0.0002082707,3.059074e-05,209133.5,3,0.0001472303,0.000128423,0.000467873,0.0004376869
NOTE,2014-03-08,2014-02-16,2014-03-08,43651,472036,0.0002477346,0.0002837407,3.835144,0.05762431,21.62773,DNotes,1,99,3,20,203,203,0,0.008145149,0.001949342,0.001953222,0.0002094627,2.290898e-05,0.0002094922,2.290898e-05,0.0,4,6.784385e-05,6.373137e-05,0.0002385525,0.0002414972
EXE,2014-03-10,2014-02-27,2014-03-10,44068,475553,0.0002448794,0.0002803448,3.835562,0.05739759,21.58269,execoin,1,60,1,11,174,174,0,0.007574248,0.001893978,0.001896524,0.0002047466,2.26922e-05,0.0002047721,2.26922e-05,0.0,3,8.715501e-05,7.649887e-05,0.000294617,0.000279955
HVC,2014-03-12,2014-02-17,2014-03-12,44446,479000,0.0002424768,0.0002774523,3.838079,0.05723565,21.55425,keccak512,1,242,2,297,474,468,6,0.00347583,0.001876776,0.001880277,0.0002012514,3.001596e-05,0.0002012787,3.001614e-05,2558394.0,3,0.0003758167,0.0003830409,0.001225334,0.001328031
LTB,2014-03-12,2014-02-12,2014-03-12,44446,479000,0.0002424768,0.0002774523,3.838079,0.05723565,21.55425,Scooby903,1,707,37,319,538,367,171,0.04867226,0.001877637,0.001881164,0.0002012585,3.001613e-05,0.000201291,3.001631e-05,2691534.0,3,0.0001685473,0.0001576413,0.0004542766,0.0004491834
ALN,2014-03-15,2014-01-09,2014-03-15,44979,484025,0.0002392479,0.0002735176,3.841588,0.05698746,21.52227,Aliencoin,1,84,6,65,375,372,3,0.03020745,0.001832143,0.001835894,0.0001955853,2.965275e-05,0.0001956112,2.965294e-05,72302.89,3,0.0001295104,0.0001134391,0.000374294,0.0003533839
HEX,2014-03-15,2014-02-22,2014-03-15,44979,484025,0.0002392479,0.0002735176,3.841588,0.05698746,21.52227,Heisenbergprime,1,8,1,21,28,28,0,0.02116402,0.001830841,0.001833516,0.0001957119,2.22326e-05,0.0001957469,2.22326e-05,0.0,4,7.288361e-06,6.427285e-06,2.574599e-05,2.449078e-05
OSC,2014-03-15,2013-08-06,2014-03-15,44979,484025,0.0002392479,0.0002735176,3.841588,0.05698746,21.52227,r3wt,1,2662,86,307,1535,1222,313,0.02936491,0.001833415,0.001836927,0.0001955989,2.965302e-05,0.0001956305,2.965322e-05,20020460.0,2,0.0008268415,0.0009354942,0.001992452,0.002352141
SKC,2014-03-15,2013-11-01,2014-03-15,44979,484025,0.0002392479,0.0002735176,3.841588,0.05698746,21.52227,Red Kendra,1,34,1,134,118,114,4,0.02810372,0.001831628,0.001833938,0.0001955756,2.965283e-05,0.0001956,2.965301e-05,156433.2,4,0.0001090201,0.0001082346,0.0003310537,0.000350638
SPA,2014-03-15,2014-03-04,2014-03-15,44979,484025,0.0002392479,0.0002735176,3.841588,0.05698746,21.52227,SpainCoinDev,1,54,1,11,238,235,3,0.004822182,0.001831626,0.001833973,0.0001955765,2.965263e-05,0.0001955998,2.96528e-05,316408.2,3,0.0001100619,9.493704e-05,0.0003550636,0.0003317389
CNO,2014-03-18,2014-01-17,2014-03-18,45430,489129,0.0002369943,0.0002707023,3.844256,0.05671886,21.5333,coino.org,1,220,4,60,558,556,2,0.01010435,0.001828604,0.001832604,0.0001930531,2.935588e-05,0.0001930811,2.935604e-05,1277241.0,3,0.0004156023,0.0004317947,0.001338055,0.001471191
MONA,2014-03-20,2013-12-30,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,2chpool,1,2,1,80,2,2,0,0.0,0.001820683,0.001823135,0.0001889839,2.182787e-05,0.0001890172,2.182787e-05,0.0,6,2.289986e-06,2.092054e-06,9.015581e-06,8.8713e-06
ECC,2014-03-20,2014-03-06,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,hostmaster,1,965,44,110,744,427,317,0.02031178,0.001826425,0.001829395,0.0001890034,2.910751e-05,0.0001890338,2.910766e-05,7405020.0,3,0.000120803,0.0001105932,0.0003720226,0.0003650709
RBY,2014-03-20,2014-02-11,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,rby,1,7,1,42,401,399,2,0.004836211,0.001825197,0.001827329,0.0001890013,2.910715e-05,0.0001890204,2.910738e-05,489930.8,3,0.0001330154,0.0001138937,0.0004486777,0.0004154342
FLT,2014-03-20,2014-03-10,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,thekidcoin,1,385,17,314,331,279,52,0.058073,0.001825638,0.001829436,0.0001890065,2.910744e-05,0.0001890395,2.910763e-05,604868.3,3,0.0001313129,0.0001263993,0.0003429728,0.0003448761
BELA,2014-03-20,2014-01-29,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,twoturtles,1,28,2,50,31,30,1,0.03010753,0.00182445,0.001827125,0.0001889858,2.910689e-05,0.0001890142,2.910704e-05,96.66786,4,3.364358e-05,3.148897e-05,0.000106107,0.0001065411
ZEIT,2014-03-20,2014-02-26,2014-03-20,45813,492449,0.0002346301,0.000267864,3.846367,0.05656163,21.49822,ZEITCOIN,1,182,2,34,425,424,1,0.003100049,0.001825165,0.001828543,0.0001889979,2.910722e-05,0.0001890207,2.910733e-05,696415.7,3,0.0001420058,0.0001294268,0.0005032437,0.0004929236
HIRO,2014-03-26,2014-04-13,2014-03-26,46834,501894,0.0002288176,0.0002608713,3.851709,0.05607844,21.43289,dupee419,1,229,3,211,162,21,141,0.1051242,0.001773939,0.001777329,0.0001791676,2.843215e-05,0.0001791923,2.843233e-05,143446.8,4,1.291883e-05,1.017991e-05,3.472981e-05,2.949416e-05
EFL,2014-03-26,2014-03-19,2014-03-26,46834,501894,0.0002288176,0.0002608713,3.851709,0.05607844,21.43289,ElectronicGulden,1,53,2,7,136,136,0,0.01230937,0.001773176,0.001775298,0.000179562,2.135201e-05,0.0001795824,2.135201e-05,0.0,3,5.806241e-05,4.851337e-05,0.000172527,0.000158681
NEC,2014-03-26,2013-10-18,2014-03-26,46834,501894,0.0002288176,0.0002608713,3.851709,0.05607844,21.43289,Neo8,1,87,15,244,491,479,12,0.03979349,0.001773945,0.001777719,0.0001791885,2.843204e-05,0.0001792199,2.843219e-05,276158.9,3,0.000255584,0.0003259561,0.0006413563,0.0008587519
SLR,2014-03-29,2014-01-23,2014-03-29,47297,507240,0.0002267495,0.0002583485,3.852896,0.05578389,21.44914,ddirt,1,29,1,79,109,108,1,0.01834862,0.001739198,0.00174121,0.0001762061,2.814223e-05,0.000176222,2.814238e-05,60930.34,3,4.238112e-05,3.600549e-05,0.0001285075,0.0001187157
RT2,2014-03-29,2014-03-15,2014-03-29,47297,507240,0.0002267495,0.0002583485,3.852896,0.05578389,21.44914,Rotocoin,1,101,2,14,219,219,0,0.004189184,0.001739241,0.001741329,0.0001768315,2.114299e-05,0.0001768499,2.114299e-05,0.0,4,6.883596e-05,6.164443e-05,0.0002259028,0.0002207516
CESC,2014-04-03,2014-03-20,2014-04-03,47961,515381,0.0002240536,0.0002550094,3.851945,0.05533605,21.49167,cryptoescudo,1,17,1,14,64,63,1,0.004960317,0.001751003,0.001753384,0.0001735109,2.775704e-05,0.0001735354,2.775719e-05,17924.88,4,2.489371e-05,2.175056e-05,7.905342e-05,7.406427e-05
NLG,2014-04-08,2014-04-02,2014-04-08,48440,521501,0.0002222526,0.0002528634,3.847753,0.05505611,21.53183,guldencoin,1,30,1,6,133,133,0,0.007177033,0.001709417,0.001711447,0.0001709639,2.06441e-05,0.0001709847,2.06441e-05,0.0,3,4.469649e-05,3.935556e-05,0.0001453842,0.0001385522
ISR,2014-04-08,2014-03-24,2014-04-08,48440,521501,0.0002222526,0.0002528634,3.847753,0.05505611,21.53183,IsraelCoin,1,34,3,15,83,83,0,0.004701734,0.001709247,0.001711132,0.0001706992,2.06441e-05,0.0001707148,2.06441e-05,0.0,4,2.608808e-05,2.277539e-05,8.391409e-05,7.918638e-05
EMC2,2014-04-09,2014-03-01,2014-04-09,48542,522662,0.0002218123,0.0002523574,3.847468,0.0550161,21.53442,einsteinium,1,71,4,39,213,209,4,0.01207564,0.001700915,0.001702923,0.0001699809,2.744706e-05,0.0001699978,2.744728e-05,224320.7,4,7.896123e-05,7.443395e-05,0.0002501061,0.0002531224
GRS,2014-04-11,2014-03-22,2014-04-11,48742,525066,0.0002210076,0.0002514335,3.846801,0.05489887,21.5447,gruve_p,1,9,1,20,194,194,0,0.008119224,0.001709501,0.001711398,0.0001709373,2.051619e-05,0.0001709517,2.051619e-05,0.0,4,0.0001130026,0.0001006075,0.0003758429,0.0003621287
LYC,2014-04-11,2014-02-08,2014-04-11,48742,525066,0.0002210076,0.0002514335,3.846801,0.05489887,21.5447,vampirecoin,1,35,3,62,95,95,0,0.01724524,0.001709436,0.001712411,0.0001700343,2.051619e-05,0.0001700579,2.051619e-05,0.0,3,1.959874e-05,1.97054e-05,6.26764e-05,6.863517e-05
CAIX,2014-04-15,2014-03-13,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,Caishen_Project,1,20,1,33,230,230,0,0.002316309,0.001703447,0.001705431,0.0001681164,2.033719e-05,0.0001681365,2.033719e-05,0.0,4,6.956127e-05,6.158716e-05,0.0002364192,0.0002263351
