coin,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
HEEL,2015-10-27,2015-07-10,2015-10-27,78251,944852,0.0001543064,0.0001728468,3.867918,0.04928621,24.14926,heelcoin,1,31,2,109,62,61,1,0.02677596,0.001048106,0.001048932,8.048764e-05,1.277988e-05,8.049226e-05,1.277988e-05,57.83333,4,1.401903e-05,1.267217e-05,4.340381e-05,4.229763e-05
TRBO,2015-10-30,2015-10-08,2015-10-30,78311,946281,0.0001543031,0.0001728621,3.867104,0.04933957,24.16726,CryptoWiz420,1,56,2,145,54,46,8,0.08144796,0.0010448,0.001045635,8.041695e-05,1.708506e-05,8.042119e-05,1.708513e-05,35296.69,4,1.11756e-05,1.014687e-05,2.913637e-05,2.861646e-05
SHND,2015-10-30,2015-09-28,2015-10-30,78311,946281,0.0001543031,0.0001728621,3.867104,0.04933957,24.16726,JacksonBriggs,1,33,2,34,83,81,2,0.05465766,0.001044964,0.001046108,8.044446e-05,1.276992e-05,8.04495e-05,1.276992e-05,205.0167,3,2.379272e-05,2.136128e-05,5.903248e-05,5.701882e-05
DROP,2015-11-02,2015-11-14,2015-11-02,78372,947596,0.0001542771,0.0001728473,3.867137,0.04937812,24.182,Lahvacekmoney,1,6,1,66,3,2,1,0.3333333,0.001044233,0.001045457,1.275998e-05,1.707308e-05,1.275998e-05,1.707317e-05,0.0,inf,8.186997e-07,7.492188e-07,3.127537e-06,3.077811e-06
PAC,2015-11-02,2013-11-12,2015-11-02,78372,947596,0.0001542771,0.0001728473,3.867137,0.04937812,24.182,wmcorless,1,77,4,856,121,111,10,0.04287991,0.001045062,0.001046204,8.03995e-05,1.707283e-05,8.040338e-05,1.707289e-05,212759.5,3,4.447133e-05,3.893413e-05,8.208579e-05,7.566435e-05
1337,2015-11-09,2014-01-10,2015-11-09,78540,950647,0.0001541124,0.0001726872,3.867182,0.04953501,24.20797,.Batman.,1,221,12,672,382,373,9,0.02234292,0.001042897,0.001044243,8.043141e-05,1.703703e-05,8.043794e-05,1.70371e-05,266390.0,3,5.340177e-05,5.961e-05,0.0001500031,0.0001773996
$$$,2015-11-12,2014-11-18,2015-11-12,78628,951951,0.0001539785,0.0001725468,3.866907,0.0495643,24.21405,moneyfoundation,1,29,2,360,65,65,0,0.03509615,0.001039332,0.001040598,8.036491e-05,1.271812e-05,8.037073e-05,1.271812e-05,0.0,4,1.473316e-05,1.429268e-05,4.521034e-05,4.65986e-05
SOIL,2015-11-12,2015-09-10,2015-11-12,78628,951951,0.0001539785,0.0001725468,3.866907,0.0495643,24.21405,soil,1,74,1,63,113,113,0,0.01880531,0.001039454,0.001040217,8.040421e-05,1.271812e-05,8.040841e-05,1.271812e-05,0.0,4,2.432514e-05,2.154698e-05,7.001554e-05,6.69767e-05
DGCS,2015-11-16,2015-11-01,2015-11-16,78734,953362,0.0001537918,0.0001723511,3.867,0.04958961,24.21729,intristin,1,136,10,47,133,114,19,0.09934407,0.001038508,0.001039812,8.023068e-05,1.699134e-05,8.02369e-05,1.699142e-05,944079.4,3,2.199832e-05,2.083135e-05,5.545681e-05,5.714202e-05
LYB,2015-11-16,2015-01-28,2015-11-16,78734,953362,0.0001537918,0.0001723511,3.867,0.04958961,24.21729,Lyrabar,1,77,1,292,98,98,0,0.02398485,0.001038345,0.001039069,8.023588e-05,1.270099e-05,8.023922e-05,1.270099e-05,0.0,4,2.292569e-05,2.026053e-05,7.058823e-05,6.732443e-05
SCRT,2015-11-16,2015-08-25,2015-11-16,78734,953362,0.0001537918,0.0001723511,3.867,0.04958961,24.21729,TeamSecret,1,105,1,83,64,64,0,0.02827381,0.001038218,0.001039069,8.026773e-05,1.270099e-05,8.027233e-05,1.270099e-05,0.0,4,9.683134e-06,8.618102e-06,3.300597e-05,3.179094e-05
QDOS,2015-11-18,2015-11-19,2015-11-18,78803,954193,0.0001536564,0.000172208,3.86701,0.04961424,24.21717,grue,1,833,406,1715,449,167,282,0.05270047,0.001038697,0.00103987,8.017979e-05,1.697464e-05,8.018358e-05,1.69747e-05,1180586.0,3,0.0002233863,0.0002062251,0.0002399375,0.0002199964
FCX,2015-11-23,2015-10-24,2015-11-23,78946,956127,0.0001534106,0.0001719455,3.866984,0.04963387,24.2223,DuckYeah!,1,183,6,30,133,117,16,0.02221463,0.001037376,0.001038582,7.997949e-05,1.69441e-05,7.998358e-05,1.694416e-05,166646.7,4,1.103184e-05,9.921592e-06,3.54634e-05,3.451136e-05
RUBIT,2015-11-23,2015-11-10,2015-11-23,78946,956127,0.0001534106,0.0001719455,3.866984,0.04963387,24.2223,Rublebit,1,30,1,13,31,31,0,0.0516129,0.001037106,0.001037959,7.999088e-05,1.266689e-05,7.999515e-05,1.266689e-05,0.0,4,6.457217e-06,5.776613e-06,2.266999e-05,2.189587e-05
DFT,2015-11-23,2014-10-26,2015-11-23,78946,956127,0.0001534106,0.0001719455,3.866984,0.04963387,24.2223,simonsez,1,48,2,393,25,25,0,0.006666667,0.001036963,0.001037881,7.998982e-05,1.266689e-05,7.999296e-05,1.266689e-05,0.0,4,2.92335e-06,2.571239e-06,9.526269e-06,9.159786e-06
CME,2015-11-23,2015-08-29,2015-11-23,78946,956127,0.0001534106,0.0001719455,3.866984,0.04963387,24.2223,stewpak,1,10,1,86,46,43,3,0.06868687,0.001037071,0.001037977,7.99791e-05,1.694406e-05,7.998406e-05,1.694411e-05,144681.3,4,2.727868e-05,2.495589e-05,8.401452e-05,8.282453e-05
BST,2015-11-30,2015-06-12,2015-11-30,79160,959217,0.0001530754,0.0001715827,3.867333,0.04965548,24.23489,BitStoneDev,1,94,3,171,119,118,1,0.02948298,0.001036249,0.001037526,7.96548e-05,1.68968e-05,7.965924e-05,1.689687e-05,82234.37,4,1.613591e-05,1.644374e-05,5.054748e-05,5.328098e-05
OPENBTC,2015-11-30,2015-11-03,2015-11-30,79160,959217,0.0001530754,0.0001715827,3.867333,0.04965548,24.23489,CCEDKaps,1,40,12,127,19,17,2,0.1695906,0.001036136,0.001037273,7.965411e-05,1.689679e-05,7.965985e-05,1.689689e-05,803.5,3,3.949945e-06,3.455754e-06,9.80996e-06,9.277407e-06
OBITS,2015-11-30,2015-11-14,2015-11-30,79160,959217,0.0001530754,0.0001715827,3.867333,0.04965548,24.23489,tolvik1772,1,2,1,16,1,1,0,0.0,0.001034916,0.001035939,1.26328e-05,1.263264e-05,1.26328e-05,1.263264e-05,0.0,inf,8.396463e-07,7.693338e-07,3.20854e-06,3.161206e-06
AX,2015-12-01,2015-10-29,2015-12-01,79188,959667,0.0001530389,0.0001715419,3.867426,0.04966082,24.23769,AmeroX,1,25,1,33,40,40,0,0.001282051,0.001038116,0.001039003,7.968414e-05,1.262818e-05,7.968884e-05,1.262818e-05,0.0,4,4.423576e-06,3.975761e-06,1.605509e-05,1.553618e-05
AMP,2015-12-04,2015-03-19,2015-12-04,79264,960700,0.00015291,0.0001714103,3.867526,0.04967153,24.24051,Elokane,1,218,5,1632,238,196,42,0.02492643,0.001039712,0.00104079,7.969472e-05,1.687378e-05,7.969907e-05,1.687386e-05,849036.3,3,0.0001361842,0.0001298985,0.0002881437,0.0002862494
GBC,2015-12-05,2014-06-17,2015-12-05,79285,960879,0.0001528575,0.000171352,3.867596,0.04966397,24.23861,Soul_eater_123,1,697,9,637,119,56,63,0.04345937,0.001039557,0.001040669,7.96738e-05,1.686864e-05,7.967989e-05,1.68687e-05,268162.6,4,9.995674e-06,9.321381e-06,3.045618e-05,3.033564e-05
EVO,2015-12-09,2015-11-24,2015-12-09,79323,961316,0.0001527805,0.0001712627,3.868415,0.04964876,24.23801,Evo Shi Un,1,1,1,15,46,46,0,0.07149758,0.001039278,0.001040112,7.965351e-05,1.260668e-05,7.965756e-05,1.260668e-05,0.0,4,2.24121e-05,1.966962e-05,6.748786e-05,6.386877e-05
ANTI,2015-12-15,2015-11-24,2015-12-15,79393,962040,0.0001526261,0.0001710812,3.868779,0.04963064,24.23488,anonymousx,1,90,4,48,25,17,8,0.1866667,0.001037302,0.001038132,7.945243e-05,1.684928e-05,7.945731e-05,1.684934e-05,20057.5,4,3.594338e-06,3.091094e-06,9.755289e-06,9.058428e-06
X2,2015-12-15,2013-05-13,2015-12-15,79393,962040,0.0001526261,0.0001710812,3.868779,0.04963064,24.23488,nookiegirl,1,40,2,976,53,26,27,0.1081277,0.001037412,0.001038144,7.945158e-05,1.684934e-05,7.945685e-05,1.684938e-05,308.4167,3,1.242657e-05,1.025713e-05,2.375354e-05,2.019579e-05
RNC,2015-12-15,2015-12-04,2015-12-15,79393,962040,0.0001526261,0.0001710812,3.868779,0.04963064,24.23488,ReturnCoin,1,8,1,11,18,18,0,0.0130719,0.001036824,0.001037891,7.947426e-05,1.259557e-05,7.947985e-05,1.259557e-05,0.0,4,3.216533e-06,2.925558e-06,1.199461e-05,1.175438e-05
