symbol,name,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post
BITGOLD,bitGold,2015-01-04,2014-03-21,2015-01-04,Gold-Bars,1,217,3,311
ICN,iCoin,2014-02-17,2014-01-10,2014-02-17,TeamICoiN,1,161,11,41
SPACE,SpaceCoin,2015-09-09,2015-08-31,2015-09-09,SpaceCoinLab,1,47,1,9
MTR,MasterTraderCoin,2015-03-02,2015-02-13,2015-03-02,mastertrader777,1,116,1,17
ICB,IcebergCoin,2014-07-16,2014-07-01,2014-07-16,Icebergcoin,1,91,1,15
DOPE,DopeCoin,2014-02-22,2014-02-16,2014-02-22,userpacman,1,386,29,51
RBT,Rimbit,2014-10-26,2014-04-19,2014-10-26,garden.stater,1,2,1,190
AM,AeroMe,2014-07-07,2015-02-14,2014-07-07,aeros,1,29,1,15
RBR,RibbitRewards,2015-01-23,2014-08-15,2015-01-23,ribbitcoin,1,1,1,161
SLR,SolarCoin,2014-03-29,2014-01-23,2014-03-29,ddirt,1,29,1,79
KNC,KhanCoin,2015-09-28,2015-08-22,2015-09-28,k0er,1,19,1,189
XVI,Vibranium,2015-07-02,2015-06-08,2015-07-02,Viecoin,1,284,3,476
START,Startcoin,2014-06-15,2014-06-13,2014-06-15,startcoinproject,1,2,1,2
IRL,IrishCoin,2015-07-07,2014-05-17,2015-07-07,riddler_xyz,1,186,1,500
CNMT,Coinomat,2014-09-05,2014-08-10,2014-09-05,coinomat.com,1,13,3,197
CNO,Coin(O),2014-03-18,2014-01-17,2014-03-18,coino.org,1,220,4,60
CNL,ConcealCoin,2014-07-21,2014-07-18,2014-07-21,ConcealCoin,1,4,1,3
SLG,Sterlingcoin,2014-09-23,2014-08-02,2014-09-23,Sterlingcoin,1,297,1,52
CUBE,DigiCube,2015-10-24,2015-10-17,2015-10-24,DigiCube,1,66,1,7
PINK,PinkCoin,2014-05-11,2014-05-01,2014-05-11,bigman,1,39,3,10
MCN,MonetaVerde,2014-08-25,2014-06-15,2014-08-25,cryptomidnight,1,105,3,71
SDP,SydPak,2015-08-23,2015-08-09,2015-08-23,SydPakCoin Dev,1,5,1,14
XGR,GoldReserve,2014-06-28,2014-06-05,2014-06-28,Mesterlovesz74,1,177,2,158
NXTTY,Nxttycoin,2014-08-12,2014-08-12,2014-08-12,landomata,1,44,0,244
QDOS,Quedos,2015-11-18,2015-11-19,2015-11-18,grue,1,833,406,1715
CV2,Colossuscoin V2,2015-03-20,2015-01-30,2015-03-20,colossuscoin,1,15,2,391
ADD,AdderalCoin,2015-02-28,2014-07-24,2015-02-28,adderalcoin,1,11,2,219
LGD,LegendaryCoin,2014-04-28,2014-03-25,2014-04-28,legendarycoin,1,86,2,34
KGC,Krugercoin,2013-07-07,2013-06-30,2013-07-07,Nibiru,1,57,10,7
SWIFT,BitSwift,2014-10-05,2014-10-02,2014-10-05,BitSwift,1,46,2,6
NKT,Nakas,2014-12-29,2014-12-17,2014-12-29,nkt-coin-team,1,29,2,12
MCZ,MangoCoinz,2015-03-22,2014-12-22,2015-03-22,SreleFromMangoCoinz,1,158,1,192
SDC,ShadowCash,2014-07-31,2014-08-18,2014-07-31,sdcoin,1,28,2,14
NRS,NoirShares,2014-04-20,2014-09-05,2014-04-20,chocobo,1,73,0,118
ARI,Aricoin,2014-02-20,2014-02-07,2014-02-20,olympicsdude,1,74,1,15
SUPER,SuperCoin,2014-05-26,2014-05-21,2014-05-26,supercointeam,1,107,1,5
POT,PotCoin,2014-02-10,2014-01-21,2014-02-10,PotCoin,1,23,6,24
$$$,Money,2015-11-12,2014-11-18,2015-11-12,moneyfoundation,1,29,2,360
